event_key,date,week,month,event_type,title,summary,source_file,source_url,confidence,needs_review,monthly_followup_candidate
2026-05_asahiseiki_defacement,2026-05-01,2026-W18,2026-05,incident,旭精機工業のWebサイトが改ざん・無関係なページが表示,旭精機工業のWebサイトが改ざんされ無関係なページが表示された。詳細な原因・攻撃者・被害状況は未公表。,daily-news/news/2026_04-06/20260501.md,https://www.security-next.com/183817,medium,true,no
2026-05_bluekit_phishing_service,2026-05-01,2026-W18,2026-05,cybercrime_trend,40種以上のテンプレートとAIアシスタントを搭載した新フィッシングサービス「Bluekit」が登場,Bluekitは40種以上のテンプレートとLlama/GPT-4.1/Claude/Gemini対応AIアシスタントを備えた新型PhaaS。ドメイン登録・フィッシングページ・キャンペーン管理・セッション監視を統合しTelegramへデータを流出させる。暗号資産・クラウド・開発者向けプラットフォームを標的にし活発に開発が続く。,daily-news/news/2026_04-06/20260501.md,https://www.bleepingcomputer.com/news/security/new-bluekit-phishing-service-includes-an-ai-assistant-40-templates/,high,false,no
2026-05_cpanel_whm_cve_2026_41940_zeroday,2026-05-01,2026-W18,2026-05,active_exploitation,cPanel/WHM CVE-2026-41940 認証バイパスゼロデイが2月から実際の攻撃で悪用・4月28日に修正公開,cPanel・WHM・WP SquaredのCRLFインジェクションとセッション処理不備CVE-2026-41940が2026年2月23日頃から実際に悪用されており4月28日に修正が公開されPoCも利用可能。悪用で攻撃者がcPanelホスト・設定・DB・管理Webサイトを制御できる恐れがある。,daily-news/news/2026_04-06/20260501.md,https://www.bleepingcomputer.com/news/security/critical-cpanel-and-whm-bug-exploited-as-a-zero-day-poc-now-available/,high,false,yes
2026-05_crypto_scam_takedown_dubai,2026-05-01,2026-W18,2026-05,takedown,ドバイ警察主導の国際作戦で暗号資産投資詐欺センター9か所を解体・276人逮捕,ドバイ警察主導の国際共同作戦でピッグブッチャリング型暗号資産投資詐欺センター9カ所を閉鎖し276人を逮捕。偽の友情・恋愛で被害者を偽投資サイトへ誘導し送金後に資金を洗浄。Ko Thet Company・Sanduo Group・Giant Company等の詐欺組織が関与とされる。,daily-news/news/2026_04-06/20260501.md,https://www.bleepingcomputer.com/news/security/police-dismantles-9-crypto-investment-scam-centers-arrests-276-suspects/,high,false,no
2026-05_fbi_cargo_theft_cybercrime_surge,2026-05-01,2026-W18,2026-05,cybercrime_trend,FBI：サイバー攻撃を伴う貨物窃盗が急増（前年比60%増・推定損失7.25億ドル）,FBIが輸送・物流業界でサイバー犯罪者によるフィッシングや偽メールを起点とした貨物窃盗が急増と警告。2025年の米国・カナダでの推定損失は約7.25億ドルで前年比60%増。攻撃者は貨物ブローカーシステムへ侵入後に積荷掲示板に偽情報を投稿して高額貨物を横取りし一部では身代金も要求する。,daily-news/news/2026_04-06/20260501.md,https://www.bleepingcomputer.com/news/security/fbi-links-cybercriminals-to-sharp-surge-in-cargo-theft-attacks/,high,false,no
2026-05_jp_car_interior_breach,2026-05-01,2026-W18,2026-05,incident,カーインテリア通販サイトへの不正アクセスで個人情報流出の可能性,カーインテリア通販サイトへの不正アクセスが確認され個人情報流出の可能性があると発表。詳細な手法・被害規模は未公表。,daily-news/news/2026_04-06/20260501.md,https://www.security-next.com/183915,medium,true,no
2026-05_lightning_pypi_mini_shaihulud,2026-05-01,2026-W18,2026-05,supply_chain,PyPIパッケージlightning 2.6.2/2.6.3がMini Shai-Huludワームで侵害・GitHub認証情報の自己増殖型窃取,Socketがlightning PyPI 2.6.2/2.6.3に悪性コードを検出。preinstallフックでGitHubからBunを取得し難読化JSを実行、GitHubトークン・npm・クラウド認証情報を窃取しリポジトリへ不正コミット・npm tarballへ感染を広げようとする。pl-ghost GitHubアカウントの侵害が起点とされMini Shai-Huludマルウェアと評価される。,daily-news/news/2026_04-06/20260501.md,https://socket.dev/blog/lightning-pypi-package-compromised,high,false,no
2026-05_linux_copy_fail_cve_2026_31431,2026-05-01,2026-W18,2026-05,active_exploitation,Linux Copy Fail CVE-2026-31431：2017年以降のカーネルに影響するローカルroot権限昇格のPoC公開,Linuxカーネル暗号処理authencesnテンプレートの論理不具合CVE-2026-31431のPoCが公開。非特権ユーザーがroot権限を取得可能で、Ubuntu 24.04 LTS・Amazon Linux 2023・RHEL 10.1・SUSE 16で実証済み。修正はカーネルリリース済みで主要ディストリビューションが順次対応中。,daily-news/news/2026_04-06/20260501.md,https://www.bleepingcomputer.com/news/security/new-linux-copy-fail-flaw-gives-hackers-root-on-major-distros/,high,false,maybe
2026-05_qinglong_rce_cryptominer,2026-05-01,2026-W18,2026-05,active_exploitation,QinglongタスクスケジューラのRCE CVE-2026-3965/4047が公表前から悪用・暗号資産マイナーを展開,Qinglong 2.20.1以前のCVE-2026-3965とCVE-2026-4047の認証バイパス連鎖でRCEが可能。2026年2月7日から公表前に公開パネルへ悪用が始まりconfig.shを改ざんしてLinux/ARM64/macOS向けマイナー.fullgcをダウンロード・実行。CPUを85〜100%使用する。,daily-news/news/2026_04-06/20260501.md,https://www.bleepingcomputer.com/news/security/hackers-exploit-rce-flaws-in-qinglong-task-scheduler-for-cryptomining/,high,false,no
2026-05_sap_npm_supply_chain,2026-05-01,2026-W18,2026-05,supply_chain,公式SAP npmパッケージ4本が侵害され開発者の認証情報・クラウド秘密情報・Kubernetes秘密情報を窃取,@cap-js/sqlite v2.2.2・@cap-js/postgres v2.2.2・@cap-js/db-service v2.10.1・mbt v1.2.48がpreinstallスクリプトでBunを取得し難読化JSを実行。npm/GitHub・SSH・クラウド・Kubernetes認証情報を窃取し被害者GitHubリポジトリへアップロード。TeamPCPに中程度の確度で関連付けられている。,daily-news/news/2026_04-06/20260501.md,https://www.bleepingcomputer.com/news/security/official-sap-npm-packages-compromised-to-steal-credentials/,high,false,yes
