ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
ip,173.214.167.253,2026-06-26,c2,unknown,unknown,Remcos,RAT,https://x.com/bomccss/status/2070133348123742679,AI generated. C2 IP for Remcos RAT reported in Japanese-language malspam campaign (port 2404).,AI agent,medium
url,https://drive.google.com/uc?export=download&id=1wnKRUrVfmJDf0nMDluEQd9c2zL8daPtv,2026-06-26,c2,unknown,unknown,Remcos,RAT,https://x.com/bomccss/status/2070133348123742679,AI generated. Google Drive URL used to download Remcos RAT payload in Japanese-language malspam campaign.,AI agent,medium
file_hash_sha256,6328567511d88fdc2ae0939c5ef17b7a63d2a833881900de018a4f12f4982525,2026-06-26,malware,unknown,north-korea,Gaslight,backdoor,https://www.sentinelone.com/labs/macos-gaslight-rust-backdoor-turns-prompt-injection-on-the-analyst-not-the-sandbox/,AI generated. SHA256 of macOS.Gaslight Mach-O sample attributed to North Korean-linked threat actor.,AI agent,medium
file_hash_sha256,77b4fd46994992f0e57302cfe76ed23c0d90101381d2b89fc2ddf5c4536e77ca,2026-06-26,malware,unknown,north-korea,BONZAI,backdoor,https://www.sentinelone.com/labs/macos-gaslight-rust-backdoor-turns-prompt-injection-on-the-analyst-not-the-sandbox/,AI generated. SHA256 of sibling BONZAI sample associated with macOS.Gaslight North Korean campaign.,AI agent,medium
file_hash_sha256,baabf249c77bc54c54ab0e66e15af798bd28aa5b4683554456a8b73ab8741239,2026-06-26,malware,unknown,north-korea,Gaslight,backdoor,https://www.sentinelone.com/labs/macos-gaslight-rust-backdoor-turns-prompt-injection-on-the-analyst-not-the-sandbox/,AI generated. SHA256 of Python payload script associated with macOS.Gaslight backdoor.,AI agent,medium
file_hash_sha256,b3c56d689414343589f38394d19ba2fe9a518133281200faa0556ba4e4136394,2026-06-26,related-file,unknown,north-korea,Gaslight,backdoor,https://www.sentinelone.com/labs/macos-gaslight-rust-backdoor-turns-prompt-injection-on-the-analyst-not-the-sandbox/,AI generated. SHA256 of Bash installer script for macOS.Gaslight backdoor.,AI agent,medium
url,https://github.com/simonecorsi/mawesome,2026-06-24,malware,unknown,unknown,N/A,N/A,https://www.stepsecurity.io/blog/simonecorsi-mawesome-github-action-has-been-compromised,AI generated. GitHub Action repository compromised via force-push; malicious code executed in CI runners referencing affected tags.,AI agent,medium
file_hash_sha1,24a0d9e496ec07ca978fab602d5f5e0b39fa03a0,2026-06-24,malware,unknown,unknown,unknown,stealer,https://www.stepsecurity.io/blog/mass-npm-supply-chain-attack-20-leo-platform-packages-compromised,AI generated. SHA1 hash of file from malicious Leo Platform npm package in supply chain attack (June 24 2026).,AI agent,medium
file_hash_sha1,d45ad3cffbcc7c4b354ebe9d71d002fa585379ec,2026-06-24,malware,unknown,unknown,unknown,stealer,https://www.stepsecurity.io/blog/mass-npm-supply-chain-attack-20-leo-platform-packages-compromised,AI generated. SHA1 hash of file from malicious Leo Platform npm package in supply chain attack (June 24 2026).,AI agent,medium
file_hash_sha1,1dcc0a39e1cd7293a9058cfc41e1afe8b397c943,2026-06-24,malware,unknown,unknown,unknown,stealer,https://www.stepsecurity.io/blog/mass-npm-supply-chain-attack-20-leo-platform-packages-compromised,AI generated. SHA1 hash of file from malicious Leo Platform npm package in supply chain attack (June 24 2026).,AI agent,medium
