ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
domain,adm-pulse.com,2026-05-07,phishing-site,MuddyWater,iran,N/A,N/A,https://www.rapid7.com/blog/post/tr-muddying-tracks-state-sponsored-shadow-behind-chaos-ransomware/,AI generated. Quick Assist themed phishing domain used by MuddyWater to steal credentials.,AI agent,medium
url,https://adm-pulse.com/verify.php,2026-05-07,phishing-site,MuddyWater,iran,N/A,N/A,https://www.rapid7.com/blog/post/tr-muddying-tracks-state-sponsored-shadow-behind-chaos-ransomware/,AI generated. Phishing URL impersonating Microsoft Quick Assist to steal credentials.,AI agent,medium
domain,moonzonet.com,2026-05-07,c2,MuddyWater,iran,Game.exe,backdoor,https://www.rapid7.com/blog/post/tr-muddying-tracks-state-sponsored-shadow-behind-chaos-ransomware/,AI generated. C2 domain hosting second-stage RAT (Game.exe) used by MuddyWater.,AI agent,medium
domain,uploadfiler.com,2026-05-07,c2,MuddyWater,iran,Game.exe,backdoor,https://www.rapid7.com/blog/post/tr-muddying-tracks-state-sponsored-shadow-behind-chaos-ransomware/,AI generated. C2 domain extracted from visualwincomp.txt config for Game.exe RAT.,AI agent,medium
domain,hptqq2o2qjva7lcaaq67w36jihzivkaitkexorauw7b2yul2z6zozpqd.onion,2026-05-07,c2,MuddyWater,iran,Chaos,ransomware,https://www.rapid7.com/blog/post/tr-muddying-tracks-state-sponsored-shadow-behind-chaos-ransomware/,AI generated. Chaos ransomware data leak site on Tor used as decoy by MuddyWater.,AI agent,medium
ip,77.110.107.235,2026-05-07,srcip,MuddyWater,iran,unknown,unknown,https://www.rapid7.com/blog/post/tr-muddying-tracks-state-sponsored-shadow-behind-chaos-ransomware/,AI generated. Source IP of malicious Microsoft Teams activity attributed to MuddyWater.,AI agent,medium
ip,93.123.39.127,2026-05-07,srcip,MuddyWater,iran,unknown,unknown,https://www.rapid7.com/blog/post/tr-muddying-tracks-state-sponsored-shadow-behind-chaos-ransomware/,AI generated. Source IP of malicious Microsoft Teams activity attributed to MuddyWater.,AI agent,medium
ip,172.86.126.208,2026-05-07,c2,MuddyWater,iran,ms_upd.exe,loader,https://www.rapid7.com/blog/post/tr-muddying-tracks-state-sponsored-shadow-behind-chaos-ransomware/,AI generated. C2 IP hosting initial downloader ms_upd.exe for MuddyWater attacks.,AI agent,medium
url,http://172.86.126.208:443/ms_upd.exe,2026-05-07,c2,MuddyWater,iran,ms_upd.exe,loader,https://www.rapid7.com/blog/post/tr-muddying-tracks-state-sponsored-shadow-behind-chaos-ransomware/,AI generated. URL used via curl over RDP to download initial downloader ms_upd.exe.,AI agent,medium
ip,116.203.208.186,2026-05-07,c2,MuddyWater,iran,Game.exe,backdoor,https://www.rapid7.com/blog/post/tr-muddying-tracks-state-sponsored-shadow-behind-chaos-ransomware/,AI generated. C2 IP contacted by renamed pythonw.exe during MuddyWater intrusion.,AI agent,medium
