ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
domain,parkspringshotel.com,2026-05-06,c2,unknown,unknown,unknown,RAT,https://www.bleepingcomputer.com/news/security/jdownloader-site-hacked-to-replace-installers-with-python-rat-malware/,AI generated. C2 domain used by Python RAT deployed via compromised JDownloader site in May 2026.,AI agent,medium
url,https://parkspringshotel.com/m/Lu6aeloo.php,2026-05-06,c2,unknown,unknown,unknown,RAT,https://www.bleepingcomputer.com/news/security/jdownloader-site-hacked-to-replace-installers-with-python-rat-malware/,AI generated. C2 URL for Python RAT deployed via compromised JDownloader Windows installer.,AI agent,medium
domain,auraguest.lk,2026-05-06,c2,unknown,unknown,unknown,RAT,https://www.bleepingcomputer.com/news/security/jdownloader-site-hacked-to-replace-installers-with-python-rat-malware/,AI generated. C2 domain used by Python RAT deployed via compromised JDownloader site in May 2026.,AI agent,medium
url,https://auraguest.lk/m/douV2quu.php,2026-05-06,c2,unknown,unknown,unknown,RAT,https://www.bleepingcomputer.com/news/security/jdownloader-site-hacked-to-replace-installers-with-python-rat-malware/,AI generated. C2 URL for Python RAT deployed via compromised JDownloader Windows installer.,AI agent,medium
domain,checkinnhotels.com,2026-05-06,c2,unknown,unknown,unknown,backdoor,https://www.bleepingcomputer.com/news/security/jdownloader-site-hacked-to-replace-installers-with-python-rat-malware/,AI generated. Domain used to deliver Linux malware disguised as SVG archive via compromised JDownloader Linux installer.,AI agent,medium
file_hash_sha256,6d975c05ef7a164707fa359284a31bfe0b1681fe0319819cb9e2c4eec2a1a8af,2026-05-06,malware,unknown,unknown,unknown,backdoor,https://jdownloader.org/incident_8.5.2026.html?v=20260508277000,AI generated. SHA256 of malicious JDownloader Linux installer (JDownloader2Setup_unix_nojre.sh).,AI agent,medium
file_hash_sha256,fb1e3fe4d18927ff82cffb3f82a0b4ffb7280c85db5a8a8b6f6a1ac30a7e7ed9,2026-05-06,malware,unknown,unknown,unknown,RAT,https://jdownloader.org/incident_8.5.2026.html?v=20260508277000,AI generated. SHA256 of malicious JDownloader Windows installer (JDownloader2Setup_windows-amd64_v11_0_30.exe).,AI agent,medium
file_hash_sha256,04cb9f0bca6e0e4ed30bc92726590724bf60938440b3825252657d1b3af45495,2026-05-06,malware,unknown,unknown,unknown,RAT,https://jdownloader.org/incident_8.5.2026.html?v=20260508277000,AI generated. SHA256 of malicious JDownloader Windows installer (JDownloader2Setup_windows-amd64_v17_0_18.exe).,AI agent,medium
file_hash_sha256,5a6636ce490789d7f26aaa86e50bd65c7330f8e6a7c32418740c1d009fb12ef3,2026-05-06,malware,unknown,unknown,unknown,RAT,https://jdownloader.org/incident_8.5.2026.html?v=20260508277000,AI generated. SHA256 of malicious JDownloader Windows installer (JDownloader2Setup_windows-amd64_v1_8_0_482.exe).,AI agent,medium
file_hash_sha256,32891c0080442bf0a0c5658ada2c3845435b4e09b114599a516248723aad7805,2026-05-06,malware,unknown,unknown,unknown,RAT,https://jdownloader.org/incident_8.5.2026.html?v=20260508277000,AI generated. SHA256 of malicious JDownloader Windows installer (JDownloader2Setup_windows-amd64_v21_0_10.exe).,AI agent,medium
file_hash_sha256,de8b2bdfc61d63585329b8cfca2a012476b46387435410b995aeae5b502bd95e,2026-05-06,malware,unknown,unknown,unknown,RAT,https://jdownloader.org/incident_8.5.2026.html?v=20260508277000,AI generated. SHA256 of malicious JDownloader Windows installer (JDownloader2Setup_windows-x86_v11_0_29.exe).,AI agent,medium
file_hash_sha256,e4a20f746b7dd19b8d9601b884e67c8166ea9676b917adea6833b695ba13de16,2026-05-06,malware,unknown,unknown,unknown,RAT,https://jdownloader.org/incident_8.5.2026.html?v=20260508277000,AI generated. SHA256 of malicious JDownloader Windows installer (JDownloader2Setup_windows-x86_v17_0_17.exe).,AI agent,medium
file_hash_sha256,4ff7eec9e69b6008b77de1b6e5c0d18aa717f625458d80da610cb170c784e97c,2026-05-06,malware,unknown,unknown,unknown,RAT,https://jdownloader.org/incident_8.5.2026.html?v=20260508277000,AI generated. SHA256 of malicious JDownloader Windows installer (JDownloader2Setup_windows-x86_v1_8_0_472.exe).,AI agent,medium
ip,89.124.93.110,2026-05-07,c2,unknown,unknown,unknown,stealer,https://www.hiddenlayer.com/research/malware-found-in-trending-hugging-face-repository-open-oss-privacy-filter,AI generated. IP address hosting update.bat and Rust infostealer payload from malicious Hugging Face campaign.,AI agent,medium
domain,api.eth-fastscan.org,2026-05-07,c2,unknown,unknown,unknown,stealer,https://www.hiddenlayer.com/research/malware-found-in-trending-hugging-face-repository-open-oss-privacy-filter,AI generated. Domain used for secondary payload delivery in malicious Hugging Face repository campaign.,AI agent,medium
domain,recargapopular.com,2026-05-07,c2,unknown,unknown,unknown,stealer,https://www.hiddenlayer.com/research/malware-found-in-trending-hugging-face-repository-open-oss-privacy-filter,AI generated. C2 server domain for Rust-based infostealer from malicious Hugging Face repository.,AI agent,medium
domain,welovechinatown.info,2026-05-07,c2,unknown,unknown,WinOS 4.0,RAT,https://www.hiddenlayer.com/research/malware-found-in-trending-hugging-face-repository-open-oss-privacy-filter,AI generated. C2 domain for WinOS 4.0 implant identified in malicious Hugging Face repository campaign.,AI agent,medium
