ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
file_hash_sha256,60f104030a7e6fc47d5ce7c286c5172e9f835a09b5a560350ac71d0c25f8c187,2026-06-07,malware,unknown,unknown,ConnectWise,RAT,https://bazaar.abuse.ch/sample/60f104030a7e6fc47d5ce7c286c5172e9f835a09b5a560350ac71d0c25f8c187/,AI generated. SHA256 of Microsoft-signed ConnectWise RAT sample distributed via DocuSign-themed GitHub repo.,AI agent,medium
url,https://github.com/lonergigs-code/DocuSign,2026-06-07,malware,unknown,unknown,ConnectWise,RAT,https://x.com/malwrhunterteam/status/2063925444559118435,AI generated. GitHub URL used to publicly distribute the Microsoft-signed ConnectWise RAT malware.,AI agent,medium
domain,bbytati25iy2.anondns.net,2026-06-07,c2,unknown,unknown,ConnectWise,RAT,https://x.com/malwrhunterteam/status/2063925444559118435,AI generated. C2 domain for Microsoft-signed ConnectWise RAT malware campaign.,AI agent,medium
ip,84.54.33.250,2026-06-07,c2,unknown,unknown,ConnectWise,RAT,https://x.com/malwrhunterteam/status/2063925444559118435,AI generated. C2 IP address for Microsoft-signed ConnectWise RAT malware campaign.,AI agent,medium
domain,ikhwancast.com,2026-06-09,phishing-site,NSO Group,unknown,Pegasus,spyware,https://about.fb.com/news/2026/06/fighting-spyware-an-update-from-whatsapp/,AI generated. Phishing domain used in NSO Group-linked social engineering attacks targeting WhatsApp users.,AI agent,medium
domain,ghazacast.com,2026-06-09,phishing-site,NSO Group,unknown,Pegasus,spyware,https://about.fb.com/news/2026/06/fighting-spyware-an-update-from-whatsapp/,AI generated. Phishing domain used in NSO Group-linked social engineering attacks targeting WhatsApp users.,AI agent,medium
domain,fr24cast.com,2026-06-09,phishing-site,NSO Group,unknown,Pegasus,spyware,https://about.fb.com/news/2026/06/fighting-spyware-an-update-from-whatsapp/,AI generated. Phishing domain used in NSO Group-linked social engineering attacks targeting WhatsApp users.,AI agent,medium
ip,45.77.149.152,2026-06-09,srcip,unknown,cybercrime,Qilin,ransomware,https://blog.checkpoint.com/security/check-point-releases-important-hotfix-for-vulnerabilities-in-deprecated-ikev1-vpn-protocol/,AI generated. Dedicated VPS attack infrastructure used in CVE-2026-50751 Check Point VPN exploitation.,AI agent,medium
ip,209.182.225.136,2026-06-09,srcip,unknown,cybercrime,Qilin,ransomware,https://blog.checkpoint.com/security/check-point-releases-important-hotfix-for-vulnerabilities-in-deprecated-ikev1-vpn-protocol/,AI generated. Dedicated VPS attack infrastructure used in CVE-2026-50751 Check Point VPN exploitation.,AI agent,medium
ip,38.60.157.139,2026-06-09,srcip,unknown,cybercrime,Qilin,ransomware,https://blog.checkpoint.com/security/check-point-releases-important-hotfix-for-vulnerabilities-in-deprecated-ikev1-vpn-protocol/,AI generated. Dedicated VPS attack infrastructure used in CVE-2026-50751 Check Point VPN exploitation.,AI agent,medium
