ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
domain,openew.app,2026-05-29,phishing-site,unknown,unknown,unknown,unknown,https://pushsecurity.com/blog/llmshare-malvertising-campaign,AI generated. Fake OpenAI desktop-app download site distributing malware; uses cloaking to show benign content to scanners.,AI agent,medium
file_hash_sha256,de8c50e8ccd240ef9d10ec26c26eeb37a4d1cad7c1e0edf3bb6e5689ec2dde78,2026-05-29,malware,unknown,unknown,unknown,unknown,https://pushsecurity.com/blog/llmshare-malvertising-campaign,"AI generated. SHA256 of malicious executable posed as ChatGPT for Desktop, flagged on VirusTotal.",AI agent,medium
url,https://chatgpt.com/s/cb_6a0f1e6bbec88191aa7fede27163f08d,2026-05-29,phishing-site,unknown,unknown,unknown,unknown,https://pushsecurity.com/blog/llmshare-malvertising-campaign,AI generated. ChatGPT shared page rendering fake OpenAI outage notice to lure users into malware download.,AI agent,medium
url,https://claude.ai/share/8e6401b5-4849-46c4-a3cb-29e1c3c49131,2026-05-29,phishing-site,unknown,unknown,unknown,unknown,https://pushsecurity.com/blog/llmshare-malvertising-campaign,AI generated. Claude shared conversation page used as part of the LLMShare malvertising chain.,AI agent,medium
domain,krileva.com,2026-05-29,phishing-site,unknown,unknown,N/A,N/A,https://permiso.io/blog/chatgpt-markdown-rendering-vulnerability,AI generated. Attacker-controlled domain displayed as a fake account-security URL in injected ChatGPT response.,AI agent,medium
url,https://krileva.com/,2026-05-29,phishing-site,unknown,unknown,N/A,N/A,https://permiso.io/blog/chatgpt-markdown-rendering-vulnerability,AI generated. Phishing URL rendered inside ChatGPT page summary as a fake OpenAI security alert link.,AI agent,medium
domain,amazon-chat-gpt-bucket.s3.us-east-1.amazonaws.com,2026-05-29,phishing-site,unknown,unknown,N/A,N/A,https://permiso.io/blog/chatgpt-markdown-rendering-vulnerability,AI generated. Attacker-controlled S3 bucket serving QR code image auto-fetched inside ChatGPT response.,AI agent,medium
url,https://amazon-chat-gpt-bucket.s3.us-east-1.amazonaws.com/qrcode.png,2026-05-29,phishing-site,unknown,unknown,N/A,N/A,https://permiso.io/blog/chatgpt-markdown-rendering-vulnerability,"AI generated. QR code image URL auto-fetched by ChatGPT rendering, enabling cross-device tracking.",AI agent,medium
domain,sentry.anyclaw.store,2026-05-27,c2,unknown,unknown,unknown,stealer,https://www.aikido.dev/blog/codex-remote-ui-steals-ai-tokens,AI generated. Attacker-controlled endpoint receiving exfiltrated Codex auth tokens from malicious npm package.,AI agent,medium
domain,anyclaw.store,2026-05-27,c2,unknown,unknown,unknown,stealer,https://www.aikido.dev/blog/codex-remote-ui-steals-ai-tokens,AI generated. Parent domain of sentry.anyclaw.store used as credential exfiltration infrastructure.,AI agent,medium
url,https://sentry.anyclaw.store/startlog,2026-05-27,c2,unknown,unknown,unknown,stealer,https://www.aikido.dev/blog/codex-remote-ui-steals-ai-tokens,AI generated. Specific POST endpoint receiving stolen access_token and refresh_token from codexui-android npm package.,AI agent,medium
ip,163.245.221.218,2026-05-27,c2,Kimsuky,north-korea,unknown,unknown,https://www.enki.co.kr/en/media-center/blog/kimsuky-s-advanced-attack-techniques-jsonping-webex-spoofing-and-a-new-httpspy-variant,AI generated. Attack infrastructure listed in Appendix B of ENKI Kimsuky report.,AI agent,medium
