ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
url,https://gredfhh.vip,2026-06-05,phishing-site,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2062499941206159785,AI generated. Malware distribution URL in Japanese malspam campaign delivering disguised executable.,AI agent,medium
url,https://laonasj-1422102728.cos.ap-hongkong.myqcloud.com/20260604081618.exe,2026-06-05,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2062499941206159785,AI generated. Mycloud COS URL used to download malware (ConvertToPDF.exe) in Japanese malspam campaign.,AI agent,medium
ip,43.128.26.132,2026-06-05,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2062499941206159785,AI generated. C2 server IP communicating on ports 778 and 779 in Japanese malspam campaign.,AI agent,medium
file_hash_sha256,ee08bc089d60bb2fd5459e3ef8a1186dee714fc12fbb9628184a1a1feefac805,2026-06-05,malware,unknown,unknown,pdfcOre8.dll,trojan,https://x.com/bomccss/status/2062499941206159785,"AI generated. SHA256 of pdfcOre8.dll, malicious DLL sideloaded via ConvertToPDF.exe in Japanese malspam.",AI agent,medium
file_hash_sha256,21cf7a17569852a7a4c93ea9faf1478b0a08b9695acf56f10d597e86cac8aed9,2026-06-05,abusefile,unknown,unknown,N/A,N/A,https://x.com/bomccss/status/2062499941206159785,"AI generated. SHA256 of ConvertToPDF.exe, legitimate file abused for DLL sideloading in Japanese malspam.",AI agent,medium
domain,d33f51dyacx7bd.cloudfront.net,2026-06-05,c2,unknown,unknown,unknown,unknown,https://research.checkpoint.com/2026/impersonation-click-hijacking-and-tds-inside-a-malware-distribution-ecosystem/,AI generated. CloudFront-hosted TDS staging script loaded by impersonation sites.,AI agent,medium
domain,dcbbwymp1bhlf.cloudfront.net,2026-06-05,c2,unknown,unknown,unknown,unknown,https://research.checkpoint.com/2026/impersonation-click-hijacking-and-tds-inside-a-malware-distribution-ecosystem/,AI generated. CloudFront-hosted TDS staging script loaded by impersonation sites.,AI agent,medium
domain,d2f5h9m0jmnhjh.cloudfront.net,2026-06-05,c2,unknown,unknown,unknown,unknown,https://research.checkpoint.com/2026/impersonation-click-hijacking-and-tds-inside-a-malware-distribution-ecosystem/,AI generated. Additional CloudFront domain in TDS configuration.,AI agent,medium
domain,ghidralite.com,2026-06-05,phishing-site,unknown,unknown,unknown,unknown,https://research.checkpoint.com/2026/impersonation-click-hijacking-and-tds-inside-a-malware-distribution-ecosystem/,AI generated. Impersonation site posing as Ghidra security tool to deliver malware.,AI agent,medium
domain,dnspy.org,2026-06-05,phishing-site,unknown,unknown,unknown,unknown,https://research.checkpoint.com/2026/impersonation-click-hijacking-and-tds-inside-a-malware-distribution-ecosystem/,AI generated. Impersonation site posing as dnSpy tool to deliver malware.,AI agent,medium
