ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
ip,39.107.60.51,2026-06-18,c2,unknown,unknown,JetBrains malicious plugin,stealer,https://www.aikido.dev/blog/multiple-jetbrains-ide-plugins-caught-stealing-ai-keys,AI generated. Hardcoded C2 server receiving stolen AI API keys from malicious JetBrains IDE plugins.,AI agent,medium
url,http://39.107.60.51/api/software/key,2026-06-18,c2,unknown,unknown,JetBrains malicious plugin,stealer,https://www.aikido.dev/blog/multiple-jetbrains-ide-plugins-caught-stealing-ai-keys,AI generated. HTTP endpoint used by malicious JetBrains IDE plugins to exfiltrate AI API keys.,AI agent,medium
ip,23.254.164.92,2026-06-18,c2,unknown,unknown,easy-day-js,loader,https://socket.dev/blog/mastra-npm-packages-compromised,AI generated. Stage-1 C2 server delivering Stage-2 payload in Mastra npm supply chain attack.,AI agent,medium
url,https://23.254.164.92:8000/update/49890878,2026-06-18,c2,unknown,unknown,easy-day-js,loader,https://socket.dev/blog/mastra-npm-packages-compromised,AI generated. Stage-1 payload download URL in Mastra npm supply chain attack.,AI agent,medium
ip,23.254.164.123,2026-06-18,c2,unknown,unknown,easy-day-js,stealer,https://socket.dev/blog/mastra-npm-packages-compromised,AI generated. Stage-2 exfiltration C2 server in Mastra npm supply chain attack.,AI agent,medium
url,https://23.254.164.123:443/49890878,2026-06-18,c2,unknown,unknown,easy-day-js,stealer,https://socket.dev/blog/mastra-npm-packages-compromised,AI generated. Stage-2 exfiltration C2 URL in Mastra npm supply chain attack.,AI agent,medium
domain,hwsrv-1327786.hostwindsdns.com,2026-06-18,c2,unknown,unknown,easy-day-js,loader,https://socket.dev/blog/mastra-npm-packages-compromised,AI generated. Infrastructure domain associated with Mastra npm supply chain attack.,AI agent,medium
domain,hwsrv-1327785.hostwindsdns.com,2026-06-18,c2,unknown,unknown,easy-day-js,loader,https://socket.dev/blog/mastra-npm-packages-compromised,AI generated. Infrastructure domain associated with Mastra npm supply chain attack.,AI agent,medium
file_hash_sha256,b122a9873bedf145ae2a7fd024b5f309007dbb025149f4dc4ac3f7e4f32a36a4,2026-06-18,malware,unknown,unknown,easy-day-js,loader,https://socket.dev/blog/mastra-npm-packages-compromised,AI generated. SHA256 hash of Stage-1 loader (setup.cjs) in Mastra npm supply chain attack.,AI agent,medium
file_hash_sha256,c38954e85bf5433e61e7c8f4230336695624ae88b6953afabf7bf817aa91b638,2026-06-18,malware,unknown,unknown,easy-day-js,loader,https://socket.dev/blog/mastra-npm-packages-compromised,AI generated. SHA256 hash of easy-day-js package component in Mastra npm supply chain attack.,AI agent,medium
file_hash_sha256,cdec8b20338beb708b5be8d3d7a3041a35a8b0fb92f9186262f312d55ff82066,2026-06-18,malware,unknown,unknown,easy-day-js,loader,https://socket.dev/blog/mastra-npm-packages-compromised,AI generated. SHA256 hash of loader variant in Mastra npm supply chain attack.,AI agent,medium
file_hash_sha256,9570f77a5e1511869f4e554e7166df9fde081f2583e293c2569621792ed7d9c9,2026-06-18,malware,unknown,unknown,easy-day-js,loader,https://socket.dev/blog/mastra-npm-packages-compromised,AI generated. SHA256 hash of loader variant in Mastra npm supply chain attack.,AI agent,medium
file_hash_sha256,221c45a790dec2a296af57969e1165a16f8f49733aeab64c0bbd768d9943badf,2026-06-18,malware,unknown,unknown,easy-day-js,stealer,https://socket.dev/blog/mastra-npm-packages-compromised,AI generated. SHA256 hash of Stage-2 stealer payload in Mastra npm supply chain attack.,AI agent,medium
ip,96.178.187.175,2026-06-18,srcip,unknown,unknown,ErrTraffic,loader,https://blog.sekoia.io/unveiling-errtraffic-inside-a-growing-clickfix-malware-distribution-framework/,AI generated. Residential IP used for WordPress admin access compromise in ErrTraffic Analytics campaign.,AI agent,medium
ip,96.181.156.219,2026-06-18,srcip,unknown,unknown,ErrTraffic,loader,https://blog.sekoia.io/unveiling-errtraffic-inside-a-growing-clickfix-malware-distribution-framework/,AI generated. Residential IP used for WordPress admin access compromise in ErrTraffic Analytics campaign.,AI agent,medium
ip,172.59.242.93,2026-06-18,srcip,unknown,unknown,ErrTraffic,loader,https://blog.sekoia.io/unveiling-errtraffic-inside-a-growing-clickfix-malware-distribution-framework/,AI generated. Residential IP used for backdoor deployment in ErrTraffic Analytics campaign.,AI agent,medium
ip,68.60.174.238,2026-06-18,srcip,unknown,unknown,ErrTraffic,loader,https://blog.sekoia.io/unveiling-errtraffic-inside-a-growing-clickfix-malware-distribution-framework/,AI generated. Residential IP used for backdoor deployment in ErrTraffic Analytics campaign.,AI agent,medium
domain,llc-image-ico.click,2026-06-18,c2,unknown,unknown,ErrTraffic,loader,https://blog.sekoia.io/unveiling-errtraffic-inside-a-growing-clickfix-malware-distribution-framework/,AI generated. ErrTraffic Beer cluster domain used for ClickFix script delivery.,AI agent,medium
url,https://llc-image-ico.click/api/css.js?b=45fcb62d&r=731542,2026-06-18,c2,unknown,unknown,ErrTraffic,loader,https://blog.sekoia.io/unveiling-errtraffic-inside-a-growing-clickfix-malware-distribution-framework/,AI generated. URL for ClickFix script delivery by ErrTraffic Beer cluster.,AI agent,medium
domain,travel-js-ns.beer,2026-06-15,c2,unknown,unknown,ErrTraffic,loader,https://raw.githubusercontent.com/SEKOIA-IO/Community/refs/heads/main/IOCs/errtraffic/errtraffic_iocs_20260615.csv,AI generated. ErrTraffic malware C2 or related domain listed in SEKOIA IOC feed.,AI agent,medium
domain,ponikas.cyou,2026-06-15,c2,unknown,unknown,ErrTraffic,loader,https://raw.githubusercontent.com/SEKOIA-IO/Community/refs/heads/main/IOCs/errtraffic/errtraffic_iocs_20260615.csv,AI generated. ErrTraffic malware C2 or related domain listed in SEKOIA IOC feed.,AI agent,medium
domain,vsactivens.beer,2026-06-15,c2,unknown,unknown,ErrTraffic,loader,https://raw.githubusercontent.com/SEKOIA-IO/Community/refs/heads/main/IOCs/errtraffic/errtraffic_iocs_20260615.csv,AI generated. ErrTraffic malware C2 or related domain listed in SEKOIA IOC feed.,AI agent,medium
domain,nextpgh3.com,2026-06-15,c2,unknown,unknown,ErrTraffic,loader,https://raw.githubusercontent.com/SEKOIA-IO/Community/refs/heads/main/IOCs/errtraffic/errtraffic_iocs_20260615.csv,AI generated. ErrTraffic malware C2 or related domain listed in SEKOIA IOC feed.,AI agent,medium
domain,clip-stash.beer,2026-06-15,c2,unknown,unknown,ErrTraffic,loader,https://raw.githubusercontent.com/SEKOIA-IO/Community/refs/heads/main/IOCs/errtraffic/errtraffic_iocs_20260615.csv,AI generated. ErrTraffic malware C2 or related domain listed in SEKOIA IOC feed.,AI agent,medium
domain,abrikos.xyz,2026-06-15,c2,unknown,unknown,ErrTraffic,loader,https://raw.githubusercontent.com/SEKOIA-IO/Community/refs/heads/main/IOCs/errtraffic/errtraffic_iocs_20260615.csv,AI generated. ErrTraffic malware C2 or related domain listed in SEKOIA IOC feed.,AI agent,medium
domain,pohuimne.lol,2026-06-15,c2,unknown,unknown,ErrTraffic,loader,https://raw.githubusercontent.com/SEKOIA-IO/Community/refs/heads/main/IOCs/errtraffic/errtraffic_iocs_20260615.csv,AI generated. ErrTraffic malware C2 or related domain listed in SEKOIA IOC feed.,AI agent,medium
domain,microchlen.lat,2026-06-15,c2,unknown,unknown,ErrTraffic,loader,https://raw.githubusercontent.com/SEKOIA-IO/Community/refs/heads/main/IOCs/errtraffic/errtraffic_iocs_20260615.csv,AI generated. ErrTraffic malware C2 or related domain listed in SEKOIA IOC feed.,AI agent,medium
domain,js-server.beer,2026-06-15,c2,unknown,unknown,ErrTraffic,loader,https://raw.githubusercontent.com/SEKOIA-IO/Community/refs/heads/main/IOCs/errtraffic/errtraffic_iocs_20260615.csv,AI generated. ErrTraffic malware C2 or related domain listed in SEKOIA IOC feed.,AI agent,medium
domain,mnepohui.sbs,2026-06-15,c2,unknown,unknown,ErrTraffic,loader,https://raw.githubusercontent.com/SEKOIA-IO/Community/refs/heads/main/IOCs/errtraffic/errtraffic_iocs_20260615.csv,AI generated. ErrTraffic malware C2 or related domain listed in SEKOIA IOC feed.,AI agent,medium
domain,etomoe.cfd,2026-06-15,c2,unknown,unknown,ErrTraffic,loader,https://raw.githubusercontent.com/SEKOIA-IO/Community/refs/heads/main/IOCs/errtraffic/errtraffic_iocs_20260615.csv,AI generated. ErrTraffic malware C2 or related domain listed in SEKOIA IOC feed.,AI agent,medium
