ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
domain,ztds.info,2026-06-03,c2,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. TDS domain used by DriveSurge for FakeUpdates/ClickFix campaign traffic distribution.,AI agent,medium
domain,beacontrace.bond,2026-06-03,c2,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. Malicious inject domain serving t.js files with site parameter in DriveSurge campaign.,AI agent,medium
domain,webgleam.info,2026-06-03,c2,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. Malicious inject domain (Fingerprint 1) used in DriveSurge campaign.,AI agent,medium
domain,check.first-node.rocks,2026-06-03,phishing-site,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. Fake browser update delivery domain serving FakeUpdates payloads for multiple browsers.,AI agent,medium
domain,cptoptious.com,2026-06-03,c2,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. zTDS server domain (version 1.0.3) used in DriveSurge traffic distribution.,AI agent,medium
domain,banerpanel.live,2026-06-03,c2,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. Advertisement Distribution System domain with admin panel in DriveSurge campaign.,AI agent,medium
domain,jclforwarding.com,2026-06-03,phishing-site,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. Compromised legitimate forwarding company website used for DriveSurge malware redirection.,AI agent,medium
domain,brightson.icu,2026-06-03,unknown,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. Pre-weaponized actor-controlled domain identified in DriveSurge infrastructure.,AI agent,medium
domain,coverlink.icu,2026-06-03,unknown,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. Pre-weaponized actor-controlled domain identified in DriveSurge infrastructure.,AI agent,medium
domain,datumprobe.icu,2026-06-03,unknown,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. Pre-weaponized actor-controlled domain identified in DriveSurge infrastructure.,AI agent,medium
domain,eraggifts.icu,2026-06-03,unknown,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. Pre-weaponized actor-controlled domain identified in DriveSurge infrastructure.,AI agent,medium
domain,keyview.icu,2026-06-03,unknown,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. Pre-weaponized actor-controlled domain identified in DriveSurge infrastructure.,AI agent,medium
domain,traceglimpse.icu,2026-06-03,unknown,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. Pre-weaponized actor-controlled domain identified in DriveSurge infrastructure.,AI agent,medium
domain,tracekey.icu,2026-06-03,unknown,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. Pre-weaponized actor-controlled domain identified in DriveSurge infrastructure.,AI agent,medium
domain,ycyfugihih.cfd,2026-06-03,unknown,DriveSurge,cybercrime,unknown,unknown,https://www.silentpush.com/blog/drivesurge/,AI generated. Domain used for DriveSurge threat actor email registration (actor-controlled infrastructure).,AI agent,medium
domain,newtdsone.shop,2026-06-03,c2,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. zTDS backup server domain used in DriveSurge failover mechanism.,AI agent,medium
domain,captioto.com,2026-06-03,c2,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. zTDS backup server domain used in DriveSurge failover mechanism.,AI agent,medium
domain,testio.ecartdev.com,2026-06-03,c2,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. Payload and development server with C2 panel used in DriveSurge campaign.,AI agent,medium
domain,bseolized.com,2026-06-03,unknown,DriveSurge,cybercrime,unknown,unknown,https://www.silentpush.com/blog/drivesurge/,AI generated. IPGrabber database domain referenced in DriveSurge zTDS changelog.,AI agent,medium
ip,91.92.240.127,2026-06-03,c2,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. ClickFix malware delivery IP listed in Bulletproof Hosting IOFA feeds (DriveSurge).,AI agent,medium
ip,46.226.166.57,2026-06-03,c2,DriveSurge,cybercrime,unknown,unknown,https://www.silentpush.com/blog/drivesurge/,AI generated. macOS malware payload server IP used in DriveSurge campaign.,AI agent,medium
ip,147.45.42.200,2026-06-03,c2,DriveSurge,cybercrime,unknown,unknown,https://www.silentpush.com/blog/drivesurge/,AI generated. Legacy macOS malware payload server IP in DriveSurge campaign.,AI agent,medium
ip,147.45.42.205,2026-06-03,c2,DriveSurge,cybercrime,unknown,unknown,https://www.silentpush.com/blog/drivesurge/,AI generated. macOS malware C2 endpoint IP (port 8133) used in DriveSurge campaign.,AI agent,medium
file_hash_sha256,90aecb370dfb1a99a1f7de0a9c6842ab1b664521fddea16b0ec9a91f322646fc,2026-06-03,malware,DriveSurge,cybercrime,FakeUpdates,dropper,https://www.silentpush.com/blog/drivesurge/,AI generated. SHA256 of ZIP containing fake Mozilla Firefox browser update with malicious DLLs.,AI agent,medium
file_hash_sha256,7aa15de93cf85729ddf970e8d7897f69ece3ca29608f73e784a9ba40c9cea18d,2026-06-03,malware,DriveSurge,cybercrime,unknown,unknown,https://www.silentpush.com/blog/drivesurge/,AI generated. SHA256 of macOS malware payload distributed by DriveSurge infrastructure.,AI agent,medium
