ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
domain,lab99.sbs,2026-06-10,c2,Contagious Interview (possible),north-korea,unknown,unknown,https://x.com/malwrhunterteam/status/2064325045938274373,AI generated. C2 domain linked to possible Contagious Interview campaign distributing malicious payloads.,AI agent,medium
ip,216.126.225.243,2026-06-10,c2,Contagious Interview (possible),north-korea,unknown,unknown,https://x.com/malwrhunterteam/status/2064325045938274373,AI generated. Related C2 IP linked to possible Contagious Interview campaign.,AI agent,medium
url,https://lab99.sbs/api/terminal/windows,2026-06-10,c2,Contagious Interview (possible),north-korea,unknown,unknown,https://x.com/malwrhunterteam/status/2064325045938274373,AI generated. Malicious payload delivery URL linked to possible Contagious Interview campaign.,AI agent,medium
domain,ftp.enogcaen-br.com,2026-06-10,c2,unknown,unknown,AgentTesla,stealer,https://x.com/bomccss/status/2064348911532384670,AI generated. FTP C2 domain used by AgentTesla distributed via DonutLoader in Japanese malspam.,AI agent,medium
file_hash_sha256,52f0c0230b580e2fdf53a378b5c6d0db9829af900dae43e0df8f18635cd9f0c1,2026-06-10,malware,unknown,unknown,AgentTesla,stealer,https://x.com/bomccss/status/2064348911532384670,AI generated. SHA256 of MSBOUMDGOAYWTNIO.exe dropped by AgentTesla malspam campaign.,AI agent,medium
file_hash_sha256,39fbcc35e0da478f78e3620e8594b142c998aa2c8a9a83cd0e94ae5c482abac6,2026-06-10,related-file,unknown,unknown,AgentTesla,stealer,https://x.com/bomccss/status/2064348911532384670,AI generated. SHA256 of MSBOUMDGOAYWTNIO.ttf dropped alongside AgentTesla payload.,AI agent,medium
file_hash_sha256,afbe6751d339fbc5b7bddd29429a11740e82fef935a61acaf2fe5487444dbed4,2026-06-10,malware,unknown,unknown,NFCShare,trojan,https://www.d3lab.net/nfcshare-android-trojan-nfc-card-data-theft-via-malicious-apk/,AI generated. SHA256 of NFCShare Android trojan APK targeting banking users via NFC card data theft.,AI agent,medium
ip,38.47.213.197,2026-06-10,c2,unknown,unknown,NFCShare,trojan,https://www.d3lab.net/nfcshare-android-trojan-nfc-card-data-theft-via-malicious-apk/,AI generated. WebSocket C2 IP (port 7068) used by NFCShare Android trojan.,AI agent,medium
domain,portale-deut.com,2026-06-10,phishing-site,unknown,unknown,NFCShare,trojan,https://www.d3lab.net/nfcshare-android-trojan-nfc-card-data-theft-via-malicious-apk/,AI generated. Phishing domain impersonating Deutsche Bank used in NFCShare Android trojan campaign.,AI agent,medium
file_hash_sha256,dc48b09b2a5954f7ff79ab8a2fd80202bd3b59c08c7cdbc6025aa923cb4c0efe,2026-06-10,malware,unknown,unknown,Hades,stealer,https://socket.dev/blog/shai-hulud-descends-to-hades-miasma-pypi-wave,AI generated. SHA256 of _index.js payload from Hades/Shai-Hulud malicious PyPI campaign.,AI agent,medium
