ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
file_hash_sha256,01889a9ec2abecb73e5e8792be68a4e3bc7dcbe1c3f19ac06763682d63aa8c21,2026-05-11,malware,unknown,unknown,TrickMo,stealer,https://www.threatfabric.com/blogs/new-trickmo-variant-device-take-over-malware-targeting-banking-fintech-wallet-auth-app,AI generated. SHA256 hash of TrickMo dropper disguised as TikTokApp18+ reported in ThreatFabric analysis.,AI agent,medium
file_hash_sha256,177ef86c57c31b29850227dbc8288b735bea977587f2f0a49cfc4089a644a2c4,2026-05-11,malware,unknown,unknown,TrickMo,stealer,https://www.threatfabric.com/blogs/new-trickmo-variant-device-take-over-malware-targeting-banking-fintech-wallet-auth-app,AI generated. SHA256 hash of TrickMo dropper disguised as TikTokApp18+ reported in ThreatFabric analysis.,AI agent,medium
file_hash_sha256,e2e218ddf698b4c0099fd2a9619d6912a71f75beb51669a4e3ae4fc71f745d03,2026-05-11,malware,unknown,unknown,TrickMo,stealer,https://www.threatfabric.com/blogs/new-trickmo-variant-device-take-over-malware-targeting-banking-fintech-wallet-auth-app,AI generated. SHA256 hash of TrickMo host component disguised as Google Play Services reported in ThreatFabric analysis.,AI agent,medium
file_hash_sha256,749bbcbc3e5d2d524344d52b6471dfa7b8d3ecdeb0b11ab82c843d497a056c8f,2026-05-11,malware,unknown,unknown,TrickMo,stealer,https://www.threatfabric.com/blogs/new-trickmo-variant-device-take-over-malware-targeting-banking-fintech-wallet-auth-app,AI generated. SHA256 hash of TrickMo host component disguised as Google Play Services reported in ThreatFabric analysis.,AI agent,medium
file_hash_sha256,143c0e12d2aa1bdecde59f273139dd5605d00f61cda7f626224e07390119c026,2026-05-11,malware,unknown,unknown,TrickMo,stealer,https://www.threatfabric.com/blogs/new-trickmo-variant-device-take-over-malware-targeting-banking-fintech-wallet-auth-app,AI generated. SHA256 hash of TrickMo dex module (old variant) reported in ThreatFabric analysis.,AI agent,medium
file_hash_sha256,4cd8635062ff6b0885216a0b1658ebcb2938b670f7ac08ecb0b5fb85d8973ea0,2026-05-11,malware,unknown,unknown,TrickMo,stealer,https://www.threatfabric.com/blogs/new-trickmo-variant-device-take-over-malware-targeting-banking-fintech-wallet-auth-app,AI generated. SHA256 hash of TrickMo dex module (new variant) reported in ThreatFabric analysis.,AI agent,medium
url,https://claude.ai/share/9aac1046-a39e-4618-8265-f54c4be863f7,2026-05-11,phishing-site,unknown,unknown,Macsync,stealer,https://www.bleepingcomputer.com/news/security/hackers-abuse-google-ads-claudeai-chats-to-push-mac-malware/,AI generated. Malicious Claude.ai shared chat delivering fake macOS installation instructions.,AI agent,medium
url,https://claude.ai/share/eb2db455-1d47-4baf-8671-0a689e165902,2026-05-11,phishing-site,unknown,unknown,Macsync,stealer,https://www.bleepingcomputer.com/news/security/hackers-abuse-google-ads-claudeai-chats-to-push-mac-malware/,AI generated. Malicious Claude.ai shared chat delivering fake macOS installation instructions.,AI agent,medium
url,http://customroofingcontractors.com/curl/b42a0ed9d1ecb72e42d6034502c304845d98805481d99cea4e259359f9ab206e,2026-05-11,c2,unknown,unknown,Macsync,stealer,https://www.bleepingcomputer.com/news/security/hackers-abuse-google-ads-claudeai-chats-to-push-mac-malware/,AI generated. Payload delivery URL hosting encoded shell script in Mac malware campaign abusing Claude.ai.,AI agent,medium
url,https://bernasibutuwqu2.com/debug/loader.sh?build=a39427f9d5bfda11277f1a58c89b7c2d,2026-05-11,c2,unknown,unknown,Macsync,stealer,https://www.bleepingcomputer.com/news/security/hackers-abuse-google-ads-claudeai-chats-to-push-mac-malware/,AI generated. URL serving loader.sh payload in variant of Mac malware campaign abusing Claude.ai.,AI agent,medium
