event_key,dimension,raw_value,normalized_value,confidence,note
2026-08-05_valleyrat_malspam_campaign_japan,malware,ValleyRAT,valleyrat,high,複数のマルスパムで明示
2026-08-05_valleyrat_malspam_campaign_japan,initial_access,マルスパム（税務署/請求書/インボイス偽装メール）,malspam,high,
2026-08-05_valleyrat_malspam_campaign_japan,attack_method,AppDomainManager Injection / DLLサイドローディングによる正規プロセス偽装,defense_evasion,medium,正規exeに偽装したDLL読み込み
2026-08-05_open_vsx_fake_extensions_data_harvesting,product,Open VSX,open_vsx,high,
2026-08-05_open_vsx_fake_extensions_data_harvesting,product_class,Open VSX拡張機能(開発者ツール),developer_tool,medium,
2026-08-05_open_vsx_fake_extensions_data_harvesting,initial_access,Open VSXマーケットプレイス経由の偽拡張機能配布,supply_chain,medium,
2026-08-05_open_vsx_fake_extensions_data_harvesting,attack_method,偽装拡張機能による情報収集,malicious_extension,high,
2026-08-05_captivecrunch_hotel_wifi_m365_campaign,actor,Storm-2945,storm_2945,high,
2026-08-05_captivecrunch_hotel_wifi_m365_campaign,actor,Midnight Blizzard,midnight_blizzard,high,Storm-2945の上位クラスター
2026-08-05_captivecrunch_hotel_wifi_m365_campaign,initial_access,偽Microsoft 365ログイン画面・デバイスコードフィッシング,phishing,high,
2026-08-05_captivecrunch_hotel_wifi_m365_campaign,actor_attribution,ロシア対外情報庁に関連付けられるMidnight Blizzard／APT29配下,nation_state,high,
2026-08-05_captivecrunch_hotel_wifi_m365_campaign,product_class,Microsoft 365 / Azure AD,identity_service,medium,
2026-08-05_captivecrunch_hotel_wifi_m365_campaign,product,Microsoft 365,microsoft_365,high,
2026-08-05_captivecrunch_hotel_wifi_m365_campaign,malware,CornFlake,cornflake,high,
2026-08-05_captivecrunch_hotel_wifi_m365_campaign,malware,ChocoShell,chocoshell,high,
2026-08-05_captivecrunch_hotel_wifi_m365_campaign,attack_method,認証情報・Cookie収集,credential_theft,high,
2026-08-05_captivecrunch_hotel_wifi_m365_campaign,attack_method,Microsoft 365/Azure ADトークン窃取,token_theft,high,
2026-08-05_captivecrunch_hotel_wifi_m365_campaign,attack_method,CornFlake/ChocoShellのC2通信,c2_communication,medium,
2026-08-05_captivecrunch_hotel_wifi_m365_campaign,crime_trend,デバイスコードフィッシング,device_code_phishing,high,
2026-08-05_captivecrunch_hotel_wifi_m365_campaign,crime_trend,偽ブラウザー/OS更新を表示するClickFix,clickfix,high,
2026-08-05_pass_ta_key_google_passkey_hijack_research,product,Google Password Manager,google_password_manager,high,
2026-08-05_pass_ta_key_google_passkey_hijack_research,product_class,パスキー同期(認証基盤),identity_service,medium,
2026-08-05_pass_ta_key_google_passkey_hijack_research,attack_method,管理者権限や利用者操作なしで有効な認証応答を取得,authentication_bypass,high,
2026-08-05_pass_ta_key_google_passkey_hijack_research,attack_method,Chromeメモリーからのマスター鍵抽出(Golden Pass-ta-key),credential_theft,medium,
2026-08-05_pass_ta_key_google_passkey_hijack_research,initial_access,事前侵害端末上のマルウェアが前提で初期アクセス手法の説明ではない,not_applicable,medium,
2026-08-05_ai_weaponization_data_driven_analysis_talos,product_class,AI開発ツール,ai_tool,high,
2026-08-05_ai_weaponization_data_driven_analysis_talos,attack_method,AI支援によるDDoSツール開発,ddos,medium,
2026-08-05_ai_weaponization_data_driven_analysis_talos,attack_method,AI支援による認証情報窃取パイプライン構築,credential_theft,medium,
2026-08-05_google_adk_cicd_privilege_boundary_flaw,product,Google ADK (adk-python),google_adk,high,
2026-08-05_google_adk_cicd_privilege_boundary_flaw,product_class,GitHub Actions CI/CD,ci_cd_platform,high,
2026-08-05_google_adk_cicd_privilege_boundary_flaw,product_class,AIエージェント,ai_tool,medium,
2026-08-05_google_adk_cicd_privilege_boundary_flaw,attack_method,低権限AIエージェントへのプロンプトインジェクション,prompt_injection,high,
2026-08-05_google_adk_cicd_privilege_boundary_flaw,attack_method,エージェント間の権限境界迂回による高権限エージェント起動,privilege_escalation,high,
2026-08-05_google_adk_cicd_privilege_boundary_flaw,attack_method,PAT・GCP鍵の窃取,credential_theft,medium,
2026-08-05_cpanel_database_privilege_escalation_cve_2026_58048,product,cPanel,cpanel,high,
2026-08-05_cpanel_database_privilege_escalation_cve_2026_58048,product_class,cPanel(ホスティング管理パネル),web_server,low,Web管理UIとして分類
2026-08-05_cpanel_database_privilege_escalation_cve_2026_58048,attack_method,データベース管理者(root)権限でのSQL実行,privilege_escalation,high,
2026-08-05_cpanel_database_privilege_escalation_cve_2026_58048,initial_access,認証済みホスティングアカウントが前提で初期アクセス手法の説明ではない,not_applicable,medium,
2026-08-05_chaindrop_npm_worm_supply_chain,malware,ChainDrop,chaindrop,high,
2026-08-05_chaindrop_npm_worm_supply_chain,product_class,npmパッケージエコシステム,package_ecosystem,high,
2026-08-05_chaindrop_npm_worm_supply_chain,product,Bun,bun,medium,preinstallで正規Bunランタイムを取得し悪用
2026-08-05_chaindrop_npm_worm_supply_chain,initial_access,侵害されたGitHubアカウントによる正規パッケージ配布経路,supply_chain,high,
2026-08-05_chaindrop_npm_worm_supply_chain,attack_method,サプライチェーン侵害(パッケージ汚染),supply_chain_compromise,high,
2026-08-05_chaindrop_npm_worm_supply_chain,attack_method,npm・GitHub・クラウド・SSH・K8s・AI開発ツール等の認証情報窃取,credential_theft,high,
2026-08-05_chaindrop_npm_worm_supply_chain,attack_method,トークン監視機構による永続化,persistence,medium,
