event_key,dimension,raw_value,normalized_value,confidence,note
2026-08-22_synkloader_teams_phishing_campaign,initial_access,Microsoft Teamsでのフィッシング,phishing,high,TeamsでITヘルプデスクを装い誘導
2026-08-22_synkloader_teams_phishing_campaign,actor_attribution,帰属不明（ランサムウェアまたはIABの可能性）,unknown,medium,記事は帰属不明と明記
2026-08-22_synkloader_teams_phishing_campaign,malware,SynkLoader,synkloader,high,
2026-08-22_synkloader_teams_phishing_campaign,malware,PhishLocker,phishlocker,high,偽ロック画面でパスワード窃取
2026-08-22_synkloader_teams_phishing_campaign,product,Microsoft Teams,microsoft_teams,high,配布経路として悪用
2026-08-22_synkloader_teams_phishing_campaign,product,Azure Blob Storage,azure_blob_storage,medium,初期MSIのホスティングに悪用
2026-08-22_synkloader_teams_phishing_campaign,product_class,コラボレーション基盤,collaboration_platform,high,Teamsを経由した配布
2026-08-22_synkloader_teams_phishing_campaign,attack_method,IT担当者になりすました誘導,social_engineering,high,
2026-08-22_synkloader_teams_phishing_campaign,attack_method,偽ロック画面によるログインパスワード窃取,credential_theft,high,
2026-08-22_synkloader_teams_phishing_campaign,attack_method,C2ドメインへのビーコン,c2_communication,high,
2026-08-22_synkloader_teams_phishing_campaign,attack_method,遠隔コマンド実行・VNC操作,remote_code_execution,medium,対話型PowerShellシェル/VNC
2026-08-22_leaked_aws_keys_full_account_control,actor_attribution,セキュリティ研究者による調査,security_researcher,high,
2026-08-22_leaked_aws_keys_full_account_control,product,Amazon Web Services,amazon_web_services,high,漏えいしたアクセスキーの対象
2026-08-22_leaked_aws_keys_full_account_control,product,GitHub,github,medium,公開リポジトリが漏えい経路
2026-08-22_leaked_aws_keys_full_account_control,product_class,クラウドサービス,cloud_service,high,
2026-08-22_trueconf_server_active_exploitation,actor,Head Mare,head_mare,high,記事に明示
2026-08-22_trueconf_server_active_exploitation,actor_attribution,ハクティビスト集団,hacktivist,high,記事にハクティビスト集団と明記
2026-08-22_trueconf_server_active_exploitation,initial_access,TCP/4307経由の未認証リモート悪用,exploit_public_facing_app,high,
2026-08-22_trueconf_server_active_exploitation,product,TrueConf Server,trueconf_server,high,
2026-08-22_trueconf_server_active_exploitation,product,TrueConf Client,trueconf_client,high,インストーラーがバックドア化
2026-08-22_trueconf_server_active_exploitation,product_class,コラボレーション基盤,collaboration_platform,high,ビデオ会議基盤
2026-08-22_trueconf_server_active_exploitation,attack_method,任意スクリプト・任意コマンド実行,remote_code_execution,high,CVE-2026-72529/72530
2026-08-22_trueconf_server_active_exploitation,attack_method,認証欠如による未認証アクセス,authentication_bypass,medium,Missing Authentication
2026-08-22_trueconf_server_active_exploitation,attack_method,バックドア入りインストーラーへの置き換え,backdoor,high,TrueConf Client
2026-08-22_entra_id_max_severity_flaw_exploited,actor_attribution,攻撃者属性は非公開,unknown,medium,記事に属性情報なしと明記
2026-08-22_entra_id_max_severity_flaw_exploited,initial_access,未認証の遠隔からのサービス悪用,exploit_public_facing_app,medium,クラウドサービス側の脆弱性
2026-08-22_entra_id_max_severity_flaw_exploited,product,Microsoft Entra ID,microsoft_entra_id,high,
2026-08-22_entra_id_max_severity_flaw_exploited,product_class,認証・ID基盤,identity_service,high,
