event_key,dimension,raw_value,normalized_value,confidence,note
2026-08-27_valleyrat_japanese_malspam,malware,ValleyRAT,valleyrat,high,検体名として明示
2026-08-27_valleyrat_japanese_malspam,initial_access,日本語マルスパム,malspam,high,マルスパム配布として記載
2026-08-27_valleyrat_japanese_malspam,attack_method,C2通信先（cicfo[.]com等）,c2_communication,high,通信先とポートが記載
2026-08-27_gputhor_nvidia_gpu_rowhammer,actor_attribution,トロント大学の研究者,security_researcher,high,研究者による攻撃手法公開
2026-08-27_gputhor_nvidia_gpu_rowhammer,product,NVIDIA GPU (RTX A4000/A4500/A5000/A6000),nvidia_gpu,high,対象製品として明示
2026-08-27_gputhor_nvidia_gpu_rowhammer,attack_method,非特権CUDAプログラムからroot権限取得,privilege_escalation,high,root shell取得まで実証
2026-08-27_boston_scientific_cyberattack_disruption,initial_access,初期侵入経路は非公表,unknown,high,記事内で不明と明記
2026-08-27_boston_scientific_cyberattack_disruption,actor_attribution,攻撃者・犯行声明は未確認,unknown,high,記事内で不明と明記
2026-08-27_sharepoint_rce_chain_poc_exploitation,product,Microsoft SharePoint Server,microsoft_sharepoint_server,high,対象製品として明示
2026-08-27_sharepoint_rce_chain_poc_exploitation,product_class,SharePoint（情報共有基盤）,collaboration_platform,high,
2026-08-27_sharepoint_rce_chain_poc_exploitation,initial_access,インターネット公開SharePoint Serverの脆弱性悪用,exploit_public_facing_app,high,
2026-08-27_sharepoint_rce_chain_poc_exploitation,attack_method,JWT検証の認証回避 (CVE-2026-55040),authentication_bypass,high,
2026-08-27_sharepoint_rce_chain_poc_exploitation,attack_method,未認証RCE (CVE-2026-63520),remote_code_execution,high,
2026-08-27_sharepoint_rce_chain_poc_exploitation,actor_attribution,攻撃者の属性は不明,unknown,medium,記事内で不明と明記
2026-08-27_fbi_china_proxy_network_takedown,actor_attribution,中国関連のサイバースパイオペレーター,nation_state,high,中国国家関連の活動支援基盤と記載
2026-08-27_fbi_china_proxy_network_takedown,attack_method,ORB型中継ネットワークによる通信秘匿・C2経路提供,c2_communication,high,
2026-08-27_fbi_china_proxy_network_takedown,attack_method,標的組織からのデータ窃取,data_exfiltration,medium,偵察・データ窃取の対象と記載
2026-08-27_fbi_china_proxy_network_takedown,product_class,商用プロキシ・ルーター・IoT機器などの中継インフラ,network_device,medium,ルーター・ファイアウォール・IoT機器の更新が推奨されている
2026-08-27_ubiquiti_unifi_max_severity_patches,product,UniFi Protect Application,unifi_protect_application,high,
2026-08-27_ubiquiti_unifi_max_severity_patches,product,UniFi OS,unifi_os,high,
2026-08-27_ubiquiti_unifi_max_severity_patches,product,UniFi Talk Application,unifi_talk_application,high,
2026-08-27_ubiquiti_unifi_max_severity_patches,product_class,UniFiネットワーク製品,network_device,high,
2026-08-27_ubiquiti_unifi_max_severity_patches,attack_method,CRLFインジェクションによる認証回避 (CVE-2026-77550),authentication_bypass,high,
2026-08-27_ubiquiti_unifi_max_severity_patches,attack_method,コマンドインジェクション (CVE-2026-77554),command_injection,high,
2026-08-27_ubiquiti_unifi_max_severity_patches,initial_access,未認証の遠隔攻撃者がネットワーク経由で悪用可能,exploit_public_facing_app,medium,外部到達可能な環境の棚卸しが推奨されている
2026-08-27_gitea_code_injection_active_exploitation,product,Gitea,gitea,high,
2026-08-27_gitea_code_injection_active_exploitation,product_class,セルフホスト型Gitサービス,developer_tool,medium,開発者向けツールとして分類
2026-08-27_gitea_code_injection_active_exploitation,initial_access,インターネット公開Giteaの脆弱性悪用,exploit_public_facing_app,high,"約5,000台が公開中と記載"
2026-08-27_gitea_code_injection_active_exploitation,attack_method,コードインジェクション (CVE-2026-60004),code_injection,high,
2026-08-27_gitea_code_injection_active_exploitation,attack_method,Git hook配置によるサービスアカウント権限の任意コマンド実行,command_injection,high,
2026-08-27_gitea_code_injection_active_exploitation,attack_method,Git hookの配置,persistence,medium,hook配置により実行が継続する構成
2026-08-27_lacma_data_breach_disclosure,initial_access,侵入手法は非公表,unknown,high,記事内で不明と明記
2026-08-27_lacma_data_breach_disclosure,actor_attribution,攻撃者の属性は不明,unknown,high,記事内で不明と明記
2026-08-27_lacma_data_breach_disclosure,attack_method,個人情報・医療情報へのアクセスと流出,data_exfiltration,medium,アクセスされた可能性ありと記載
2026-08-27_npm_mirror_phishing_redirect_abuse,product,npm,npm,high,
2026-08-27_npm_mirror_phishing_redirect_abuse,product,UNPKG,unpkg,high,npmミラーとして明示
2026-08-27_npm_mirror_phishing_redirect_abuse,product_class,npmレジストリ・ミラー,package_ecosystem,high,
2026-08-27_npm_mirror_phishing_redirect_abuse,initial_access,偽Cloudflare CAPTCHAページによるフィッシング誘導,phishing,high,
2026-08-27_npm_mirror_phishing_redirect_abuse,attack_method,難読化JavaScriptによる攻撃者指定サイトへのリダイレクト,seo_spam_redirect,high,
2026-08-27_npm_mirror_phishing_redirect_abuse,attack_method,悪意あるHTMLを含む24件のnpmパッケージ公開,malicious_package,medium,インストール時の感染は目的ではないと記載
2026-08-27_npm_mirror_phishing_redirect_abuse,attack_method,Microsoftログインを偽装するタイポスクワットドメイン,spoofing,medium,login[.]microsofte[.]liveをリダイレクト先として使用
2026-08-27_cisa_red_team_two_socs_assessment,actor_attribution,CISAレッドチーム,security_researcher,high,評価目的のレッドチーム活動
2026-08-27_cisa_red_team_two_socs_assessment,product,Microsoft Entra ID,microsoft_entra_id,high,アプリ権限悪用によるメールアクセスとして記載
2026-08-27_cisa_red_team_two_socs_assessment,product,Active Directory Certificate Services (ADCS),active_directory_certificate_services,high,ESC1の悪用として記載
2026-08-27_cisa_red_team_two_socs_assessment,product,Microsoft SCCM,microsoft_sccm,medium,Tier 0資産の管理不備として記載
2026-08-27_cisa_red_team_two_socs_assessment,product_class,Entra IDなどの認証・ID基盤,identity_service,high,
2026-08-27_cisa_red_team_two_socs_assessment,attack_method,ADCS ESC1・MachineAccountQuota・過剰権限サービスアカウントの悪用,privilege_escalation,high,
2026-08-27_cisa_red_team_two_socs_assessment,attack_method,平文認証情報の窃取,credential_theft,high,
2026-08-27_cisa_red_team_two_socs_assessment,attack_method,Entra IDアプリ権限を悪用したメールアクセスとトークン失効不備,token_theft,medium,アクセス／リフレッシュトークンの失効手順が未成熟と記載
2026-08-27_talos_ai_soc_model_selection_study,product_class,AI SOC向けLLM／AIツール,ai_tool,high,
2026-08-27_talos_ai_soc_model_selection_study,actor_attribution,Cisco Talosによる検証,security_researcher,high,
2026-08-27_tortoiseshell_new_toolset_infrastructure,actor,Tortoiseshell（Mirage Kitten／UNC1549／Nimbus Manticore）,tortoiseshell,high,記事内で明示
2026-08-27_tortoiseshell_new_toolset_infrastructure,actor_attribution,イランIRGC関連とされるAPT,nation_state,high,
2026-08-27_tortoiseshell_new_toolset_infrastructure,malware,TWOSTROKE,twostroke,high,バックドア亜種として明示
2026-08-27_tortoiseshell_new_toolset_infrastructure,attack_method,TWOSTROKEによる遠隔操作バックドア,backdoor,high,
2026-08-27_tortoiseshell_new_toolset_infrastructure,attack_method,正規wtsapi32.dllの偽装とDLLサーチオーダーハイジャック,defense_evasion,high,
