event_key,dimension,raw_value,normalized_value,confidence,note
2026-05-08_pcpjack_worm_credential_theft,malware,PCPJack,pcpjack,high,マルウェア名としてMarkdownに明示
2026-05-08_pcpjack_worm_credential_theft,initial_access,exposed Docker/Kubernetes/Redis/MongoDB/RayML services,exposed_remote_service,high,外部公開サービスへの攻撃として明示
2026-05-08_pcpjack_worm_credential_theft,product,Docker,docker,high,標的サービスとして明示
2026-05-08_pcpjack_worm_credential_theft,product,Kubernetes,kubernetes,high,標的サービスとして明示
2026-05-08_pcpjack_worm_credential_theft,product,Redis,redis,high,標的サービスとして明示
2026-05-08_pcpjack_worm_credential_theft,product,MongoDB,mongodb,high,標的サービスとして明示
2026-05-08_pcpjack_worm_credential_theft,product_class,クラウドワークロード,cloud_workload,high,クラウド基盤上の実行環境が標的
2026-05-08_pcpjack_worm_credential_theft,attack_method,"認証情報窃取 (.env, SSH鍵, AWS IMDS, Kubernetesトークン等)",credential_theft,high,各種シークレット収集が明示
2026-05-08_pcpjack_worm_credential_theft,attack_method,データをTelegramへ送信,data_exfiltration,high,収集情報の外部送信が明示
2026-05-08_pcpjack_worm_credential_theft,attack_method,TelegramへC2送信,c2_communication,high,Telegram C2が明示
2026-05-08_pcpjack_worm_credential_theft,attack_method,monitor.pyを永続化,persistence,high,永続化が明示
2026-05-08_clickfix_vidar_stealer_australia,malware,Vidar Stealer,vidar_stealer,high,マルウェア名としてMarkdownに明示
2026-05-08_clickfix_vidar_stealer_australia,initial_access,侵害されたWordPressサイトへの誘導とClickFix偽CAPTCHA,phishing,high,偽CAPTCHA・偽Cloudflare認証ページでの誘導
2026-05-08_clickfix_vidar_stealer_australia,product,WordPress,wordpress,high,侵害されたWordPressサイトを配布基盤として悪用
2026-05-08_clickfix_vidar_stealer_australia,product_class,CMS,cms,high,WordPressはCMS
2026-05-08_clickfix_vidar_stealer_australia,attack_method,ブラウザパスワード・Cookie・暗号資産ウォレット窃取,credential_theft,high,情報窃取が明示
2026-05-08_clickfix_vidar_stealer_australia,attack_method,TelegramボットやSteamプロフィールによるC2,c2_communication,high,デッドドロップC2が明示
2026-05-08_clickfix_vidar_stealer_australia,crime_trend,ClickFix,clickfix,high,ClickFix手法であることが明示
