event_key,dimension,raw_value,normalized_value,confidence,note
2026-05-16_japanese_malspam_ibkr_desktop,initial_access,malspam,malspam,high,悪性メールによる配布
2026-05-16_japanese_malspam_ibkr_desktop,attack_method,スケジュールタスク作成による永続化,persistence,high,ib.exeのスケジュールタスク作成
2026-05-16_japanese_malspam_ibkr_desktop,attack_method,C2通信 38.47.227.212:56004,c2_communication,high,C2サーバーへの接続
2026-05-16_japanese_malspam_sharinai_shiryo,initial_access,malspam,malspam,high,悪性メールによる配布
2026-05-16_japanese_malspam_sharinai_shiryo,attack_method,偽Chromeログイン画面による認証情報窃取,credential_theft,medium,ローカルChromeログイン画面で認証情報を窃取とみられる
2026-05-16_japanese_malspam_sharinai_shiryo,attack_method,C2通信 43.165.179.173:5000,c2_communication,high,C2サーバーへの接続
2026-05-16_funnel_builder_wp_credit_card_skimming,product,Funnel Builder,funnel_builder,high,WordPress向けFunnel Builderプラグイン
2026-05-16_funnel_builder_wp_credit_card_skimming,product_class,WordPressプラグイン,wordpress_plugin,high,対象製品分類
2026-05-16_funnel_builder_wp_credit_card_skimming,initial_access,未認証の公開WebアプリへのJavaScript注入,exploit_public_facing_app,high,未認証悪用可能な脆弱性
2026-05-16_funnel_builder_wp_credit_card_skimming,attack_method,チェックアウトページへの任意JavaScriptインジェクション,code_injection,high,外部スクリプト設定を介したJS注入
2026-05-16_funnel_builder_wp_credit_card_skimming,attack_method,カード番号・CVV・請求先住所の窃取,data_exfiltration,high,クレジットカード情報の外部送信
2026-05-16_funnel_builder_wp_credit_card_skimming,attack_method,WebSocket C2通信,c2_communication,high,攻撃者管理サーバーへのWebSocket接続
2026-05-16_pwn2own_berlin_2026_day2,product,Microsoft Exchange,microsoft_exchange,high,RCE達成対象製品
2026-05-16_pwn2own_berlin_2026_day2,product,Windows 11,windows_11,high,攻撃実演対象
2026-05-16_pwn2own_berlin_2026_day2,product,Red Hat Enterprise Linux,red_hat_enterprise_linux,high,攻撃実演対象
2026-05-16_pwn2own_berlin_2026_day2,product_class,コラボ基盤(Exchange),collaboration_platform,medium,Microsoft Exchange Server
2026-05-16_pwn2own_berlin_2026_day2,product_class,OS(Windows 11・RHEL),os,high,Windows 11およびRed Hat Enterprise Linux
2026-05-16_pwn2own_berlin_2026_day2,attack_method,ExchangeでのSYSTEM権限RCE,remote_code_execution,high,DEVCOREによるPwn2Ownデモ
2026-05-16_pwn2own_berlin_2026_day2,attack_method,RHELでの権限昇格,privilege_escalation,high,Red Hat Enterprise Linux for Workstationsでの権限昇格デモ
2026-05-16_pwn2own_berlin_2026_day2,actor_attribution,Pwn2Own参加セキュリティ研究者,security_researcher,high,研究目的のPwn2Own競技参加者
2026-05-16_avada_builder_wp_vuln_file_read_sqli,product,Avada Builder,avada_builder,high,WordPress向けAvada Builderプラグイン
2026-05-16_avada_builder_wp_vuln_file_read_sqli,product_class,WordPressプラグイン,wordpress_plugin,high,対象製品分類
2026-05-16_avada_builder_wp_vuln_file_read_sqli,attack_method,SQLインジェクション CVE-2026-4798,sql_injection,high,条件付き未認証でのSQL injection
2026-05-16_avada_builder_wp_vuln_file_read_sqli,attack_method,wp-config.php読み取りによるDB認証情報漏えい,credential_theft,medium,任意ファイル読み取りでDB認証情報や暗号鍵が漏えいする可能性
2026-05-16_avada_builder_wp_vuln_file_read_sqli,initial_access,公開WordPressサイトへの攻撃,exploit_public_facing_app,high,インターネット公開WordPress
2026-05-16_microsoft_edge_cleartext_password_memory_fix,product,Microsoft Edge,microsoft_edge,high,対象ブラウザ
2026-05-16_microsoft_edge_cleartext_password_memory_fix,product_class,ブラウザ,browser,high,対象製品分類
2026-05-16_microsoft_edge_cleartext_password_memory_fix,attack_method,プロセスメモリからの平文パスワード抽出,credential_theft,high,管理者権限での他ユーザーEdgeプロセスからのパスワード抽出
2026-05-16_exchange_cve_2026_42897_xss_zero_day,product,Microsoft Exchange Server,microsoft_exchange_server,high,脆弱性対象製品
2026-05-16_exchange_cve_2026_42897_xss_zero_day,product_class,コラボ基盤,collaboration_platform,high,Exchange Server
2026-05-16_exchange_cve_2026_42897_xss_zero_day,attack_method,OWA経由でのXSS(任意JavaScript実行),code_injection,high,細工されたメールによるXSS脆弱性
2026-05-16_exchange_cve_2026_42897_xss_zero_day,initial_access,OWA(Outlook on the web)への攻撃,exploit_public_facing_app,high,インターネット公開のOWAを経由
2026-05-16_teampcp_mistral_ai_repo_extortion,actor,TeamPCP,teampcp,high,攻撃グループ
2026-05-16_teampcp_mistral_ai_repo_extortion,actor_attribution,サイバー犯罪グループ,cybercrime,high,金銭目的の犯罪グループ
2026-05-16_teampcp_mistral_ai_repo_extortion,malware,Shai-Hulud,shai_hulud,high,侵害の発端となったサプライチェーンマルウェア
2026-05-16_teampcp_mistral_ai_repo_extortion,attack_method,CI/CD認証情報窃取によるサプライチェーン侵害,supply_chain_compromise,high,CI/CD認証情報を悪用したサプライチェーン攻撃
2026-05-16_teampcp_mistral_ai_repo_extortion,attack_method,Mistral AIコードリポジトリの窃取,data_exfiltration,high,約450リポジトリを窃取
2026-05-16_teampcp_mistral_ai_repo_extortion,initial_access,盗まれたCI/CDトークン,stolen_token,high,盗まれたCI/CD認証情報による侵入
