event_key,date,week,month,event_type,title,summary,source_file,source_url,confidence,needs_review,monthly_followup_candidate
2026-05-15_cisco_sdwan_cve_2026_20182_active_exploitation,2026-05-15,2026-W20,2026-05,active_exploitation,Cisco Catalyst SD-WAN Controller認証バイパス脆弱性CVE-2026-20182がゼロデイ攻撃で悪用,CiscoはCVE-2026-20182として追跡される重大なCatalyst SD-WAN Controller認証バイパス脆弱性を警告した。ゼロデイ攻撃で悪用され攻撃者はデバイス上で管理者権限を取得しNETCONF経由でSD-WANファブリックの構成を操作できる。CISAは連邦機関に2026年5月17日までの修正適用を命じた。,daily-news/news/2026_04-06/20260515.md,https://www.bleepingcomputer.com/news/security/cisco-warns-of-new-critical-sd-wan-flaw-exploited-in-zero-day-attacks/,high,false,yes
2026-05-15_openai_tanstack_supply_chain_breach,2026-05-15,2026-W20,2026-05,incident,OpenAIがTanStackサプライチェーン攻撃による従業員端末侵害を確認,OpenAIはTanStackを悪用したサプライチェーン攻撃（Mini Shai-Hulud）で従業員2名の端末が侵害されたと明らかにした。内部ソースコードリポジトリへの不正アクセスとコード署名証明書の露出が確認され証明書はローテーションされた。攻撃者はTeamPCP恐喝集団で盗んだCI/CD認証情報を使いnpmやPyPIの多数の正規パッケージへ悪意ある更新を広げた。,daily-news/news/2026_04-06/20260515.md,https://www.bleepingcomputer.com/news/security/openai-confirms-security-breach-in-tanstack-supply-chain-attack/,high,false,yes
2026-05-15_pwn2own_berlin_2026_day1_windows_edge,2026-05-15,2026-W20,2026-05,security_research,Pwn2Own Berlin 2026初日にWindows 11・Microsoft Edgeなど24件のゼロデイが実証,"Pwn2Own Berlin 2026初日に研究者らが24件のユニークなゼロデイを悪用し賞金52万3,000ドルを獲得した。Microsoft EdgeではサンドボックスエスケープでOrange Tsaiが17万5,000ドルを得て、Windows 11は権限昇格ゼロデイで3回攻略された。Red Hat Linux・NVIDIA Container Toolkit・LiteLLM・OpenAI Codexなども攻略対象となった。",daily-news/news/2026_04-06/20260515.md,https://www.bleepingcomputer.com/news/security/windows-11-and-microsoft-edge-hacked-on-first-day-of-pwn2own-berlin-2026/,high,false,maybe
2026-05-15_nginx_cve_2026_42945_dos_rce,2026-05-15,2026-W20,2026-05,vulnerability_advisory,NGINX 18年来の脆弱性CVE-2026-42945がDoSおよび条件付きRCEを引き起こす,NGINXに18年間存在したCVE-2026-42945はrewriteとsetディレクティブを併用する構成でDoSや条件付きRCEを引き起こす重大脆弱性である。ngx_http_rewrite_moduleのヒープバッファオーバーフローが原因でNGINX Open Source 0.6.27から1.30.0が影響を受ける。F5は修正版（NGINX 1.31.0/1.30.1）を公開しPoCも既に公開されている。,daily-news/news/2026_04-06/20260515.md,https://www.bleepingcomputer.com/news/security/18-year-old-nginx-vulnerability-allows-dos-potential-rce/,high,false,yes
2026-05-15_kongtuke_teams_modelorat_campaign,2026-05-15,2026-W20,2026-05,malware_campaign,初期アクセスブローカーKongTukeがMicrosoft Teams経由でModeloRATを展開,初期アクセスブローカーKongTukeは企業侵害のためMicrosoft Teams上でITサポートを装いPython製マルウェアModeloRATを配布する新手法を採用した。被害者に悪意あるPowerShellを実行させDropbox経由でZIPを取得し5分以内に永続的アクセスを確立する。KongTukeは確立した企業ネットワークアクセスをランサムウェア運用者へ売却する初期アクセスブローカーである。,daily-news/news/2026_04-06/20260515.md,https://www.bleepingcomputer.com/news/security/kongtuke-hackers-now-use-microsoft-teams-for-corporate-breaches/,high,false,yes
2026-05-15_dream_market_admin_charged,2026-05-15,2026-W20,2026-05,takedown,Dream Marketの主管理者とされるAndresenが米国で起訴・ドイツで逮捕,米国はダークウェブ市場Dream Marketの主管理者とされるOwe Martin Andresen（ハンドル名Speedstepper）を資金洗浄容疑など計12件で起訴した。Dream Marketは2013年から2019年まで麻薬など違法商品の販売を仲介した。ドイツ当局は2026年5月7日の捜索で約170万ドル相当の金塊・現金・暗号資産ウォレット証拠を押収した。,daily-news/news/2026_04-06/20260515.md,https://www.bleepingcomputer.com/news/security/us-charges-suspected-dream-market-admin-arrested-in-germany/,high,false,no
2026-05-15_fragnesia_cve_2026_46300_linux_privesc,2026-05-15,2026-W20,2026-05,vulnerability_advisory,Linux Fragnesia脆弱性CVE-2026-46300が未権限ローカル攻撃者のroot権限取得を可能に,LinuxカーネルのCVE-2026-46300（Fragnesia）はXFRM ESP-in-TCPサブシステムのロジックバグにより未権限のローカル攻撃者が読み取り専用ファイルのカーネルページキャッシュへ任意バイトを書き込みroot権限を取得できる。2026年5月13日より前の全Linuxカーネルに影響しPoCが公開済み。各Linuxディストリビューションがパッチを展開中。,daily-news/news/2026_04-06/20260515.md,https://www.bleepingcomputer.com/news/security/new-fragnesia-linux-flaw-lets-attackers-gain-root-privileges/,high,false,yes
2026-05-15_muddywater_korean_electronics_espionage,2026-05-15,2026-W20,2026-05,incident,イラン関連MuddyWaterが韓国電子メーカーなど9組織を標的にサイバースパイ活動を展開,イラン関連のMuddyWater（Seedworm）は韓国の大手電子メーカーや中東の国際空港など少なくとも9組織を標的にしたサイバースパイ活動を展開した。DLLサイドローディング・PowerShell・Node.jsローダー・ChromElevatorを駆使し認証情報窃取・偵察・スクリーンショット取得・データ流出・永続化を実施した。韓国電子メーカーのネットワークには約1週間滞在が確認された。,daily-news/news/2026_04-06/20260515.md,https://www.bleepingcomputer.com/news/security/iranian-hackers-targeted-major-south-korean-electronics-maker/,high,false,yes
2026-05-15_node_ipc_npm_supply_chain_compromise,2026-05-15,2026-W20,2026-05,supply_chain,npmパッケージnode-ipc複数バージョンに認証情報窃取マルウェアが混入,npmパッケージnode-ipcの3バージョン（9.1.6・9.2.3・12.0.1）に悪意あるコードが混入しrequire時に環境変数・SSH鍵・クラウド設定・Kubernetes情報などを収集しDNS TXTクエリで外部流出を試みる。休眠メンテナーアカウントatiertantが侵害・悪用されたとされ攻撃者の具体的な帰属は不明。sh.azurestaticprovider.netを経由したDNS流出が確認された。,daily-news/news/2026_04-06/20260515.md,https://socket.dev/blog/node-ipc-package-compromised,high,false,yes
2026-05-15_frostyneighbor_ukraine_picassoloader_campaign,2026-05-15,2026-W20,2026-05,malware_campaign,ベラルーシ関連FrostyNeighborがウクライナ政府機関を標的にPicassoLoaderとCobalt Strikeを配備,ESETはベラルーシの利益に沿うFrostyNeighborによるウクライナ政府機関を標的とした新たなキャンペーンを確認した。悪意あるPDF添付内リンクからRAR・JavaScriptを配布しPicassoLoaderで端末情報を収集した後Cobalt Strikeを配信する多段階攻撃である。サーバー側でIPアドレスとユーザーエージェントによるフィルタリングを行い解析回避している。,daily-news/news/2026_04-06/20260515.md,https://www.welivesecurity.com/en/eset-research/frostyneighbor-fresh-mischief-digital-shenanigans/,high,false,yes
