event_key,date,week,month,event_type,title,summary,source_file,source_url,confidence,needs_review,monthly_followup_candidate
2026-05-25_ghost_cms_sqli_clickfix,2026-05-25,2026-W22,2026-05,active_exploitation,Ghost CMS SQLインジェクション(CVE-2026-26980)がClickFixキャンペーンで大規模悪用,Ghost CMSのCVE-2026-26980が大規模に悪用され700超ドメインに悪性JavaScriptが注入された。攻撃者はAdmin APIキーを窃取して記事にJSローダーを埋め込み、訪問者にClickFix型偽Cloudflare画面でWindowsコマンド実行を誘導する。Ghost 6.19.1以降へのアップグレードが推奨される。,daily-news/news/2026_04-06/20260525.md,https://www.bleepingcomputer.com/news/security/ghost-cms-sql-injection-flaw-exploited-in-large-scale-clickfix-campaign/,high,false,yes
2026-05-25_laravel_lang_supply_chain,2026-05-25,2026-W22,2026-05,supply_chain,Laravel LangパッケージがGitHubタグ書き換えによるサプライチェーン攻撃を受け認証情報窃取マルウェアを配布,Laravel LangのローカライズComposerパッケージがGitHubタグ書き換えで最大700履歴バージョンに影響するサプライチェーン攻撃を受けた。悪性helpers.phpがC2から第2段階ペイロードを取得し、クラウド認証情報・CI/CDシークレット・SSH鍵などを窃取する。,daily-news/news/2026_04-06/20260525.md,https://www.bleepingcomputer.com/news/security/laravel-lang-packages-hijacked-to-deploy-credential-stealing-malware/,high,false,yes
2026-05-25_cinemagoal_piracy_takedown,2026-05-25,2026-W22,2026-05,takedown,イタリア当局がCINEMAGOAL海賊版ストリーミングアプリのエコシステムを摘発,"イタリア当局は「Tutto Chiaro」作戦でCINEMAGOAL海賊版アプリのエコシステムを解体し国内100か所を捜索した。フランスとドイツのサーバーも押収され、最初の利用者1,000人に154〜5,000ユーロの罰金が通知された。",daily-news/news/2026_04-06/20260525.md,https://www.bleepingcomputer.com/news/legal/italy-disrupts-cinemagoal-piracy-app-that-stole-streaming-auth-codes/,high,false,no
2026-05-25_netherlands_stark_industries_seizure,2026-05-25,2026-W22,2026-05,takedown,オランダ当局がサイバー攻撃支援ホスティング企業(Stark Industries関連)のサーバー800台を押収,オランダFIODがDDoS攻撃支援に関与したとされるホスティング企業関連で男2人を逮捕し800台超のサーバーを押収した。Stark Industriesと親ロシア派NoName057(16)のDDoS攻撃との関連が指摘されている。,daily-news/news/2026_04-06/20260525.md,https://www.bleepingcomputer.com/news/security/netherlands-seizes-800-servers-of-hosting-firm-enabling-cyberattacks/,high,false,maybe
2026-05-25_tech_support_fraud_executives_guilty,2026-05-25,2026-W22,2026-05,takedown,元米国幹部2人が技術サポート詐欺師への通信サービス提供・隠蔽で有罪を認める,通話追跡企業の元CEOと元CSOが2017〜2022年にわたり技術サポート詐欺師へ電話番号・転送・追跡サービスを提供し隠蔽した罪で有罪を認めた。被告らはMicrosoft・Apple偽装の技術サポート詐欺と知りながら電話番号ローテーションを助言していた。,daily-news/news/2026_04-06/20260525.md,https://www.bleepingcomputer.com/news/security/former-us-execs-plead-guilty-to-aiding-tech-support-scammers/,high,false,no
2026-05-25_apex_one_zero_day_exploitation,2026-05-25,2026-W22,2026-05,active_exploitation,Trend Micro Apex One ゼロデイ(CVE-2026-34926)が実際の攻撃で悪用・CISAがKEVに追加,Trend MicroはApex Oneオンプレミスサーバーのディレクトリトラバーサル脆弱性CVE-2026-34926が実際の攻撃で悪用されたと警告しパッチを公開した。CISAが既知悪用脆弱性カタログに追加し連邦機関に6月4日までの修正を命じた。,daily-news/news/2026_04-06/20260525.md,https://www.bleepingcomputer.com/news/security/trend-micro-warns-of-apex-one-zero-day-exploited-in-attacks/,high,false,yes
2026-05-25_drupal_sqli_active_exploitation,2026-05-25,2026-W22,2026-05,active_exploitation,Drupal重大SQLインジェクション(CVE-2026-9082)が攻撃で悪用開始,DrupalはCVE-2026-9082（未認証SQLインジェクション）が実際の攻撃に悪用され始めたと警告した。PostgreSQL利用サイトに影響しRCE・権限昇格・情報漏えいにつながる可能性があり、複数ブランチの最新版への即時アップグレードが推奨される。,daily-news/news/2026_04-06/20260525.md,https://www.bleepingcomputer.com/news/security/drupal-critical-sql-injection-flaw-now-targeted-in-attacks/,high,false,yes
2026-05-25_ubiquiti_unifi_os_max_severity_patches,2026-05-25,2026-W22,2026-05,vulnerability_advisory,Ubiquiti UniFi OS 最大深刻度脆弱性5件を修正・約10万台の公開端末に影響,UbiquitiはUniFi OSの最大深刻度脆弱性5件を修正した。CVE-2026-34908（不正アクセス制御）・CVE-2026-34909（パストラバーサル）・CVE-2026-34910（コマンドインジェクション）を含み、Censysは約10万台の公開端末を追跡している。,daily-news/news/2026_04-06/20260525.md,https://www.bleepingcomputer.com/news/security/ubiquiti-patches-three-max-severity-unifi-os-vulnerabilities/,high,false,maybe
2026-05-25_kimwolf_botnet_admin_arrest,2026-05-25,2026-W22,2026-05,takedown,KimWolf DDoSボットネット管理者(Jacob Butler)を米国・カナダが逮捕・起訴,"米国とカナダ当局が約200万台のIoT機器に感染したKimWolf DDoSボットネット(最大30Tbps、25,000件超の攻撃)の運営者Jacob Butlerをオタワで逮捕・起訴した。関連して45のDDoS-for-hire基盤の押収令状も公開された。",daily-news/news/2026_04-06/20260525.md,https://www.bleepingcomputer.com/news/security/us-and-canada-arrest-and-charge-suspected-kimwolf-botnet-admin/,high,false,maybe
2026-05-25_pyrsistencesniper_tool_release,2026-05-25,2026-W22,2026-05,tool_release,PyrsistenceSniper：Windows/Linux/macOS対応117種類の永続化手法検出ツール公開,HexastrikeがPyrsistenceSniperを公開した。KAPEダンプ・Veroloraptor収集物・マウント済みディスクイメージに対してオフラインで117種類の永続化メカニズムを検出し、MITRE ATT&CKに基づいて結果を分類する。,daily-news/news/2026_04-06/20260525.md,https://cybersecuritynews.com/pyrsistencesniper/,high,false,no
2026-05-25_nginx_poolslip_vulnerability,2026-05-25,2026-W22,2026-05,vulnerability_advisory,NGINX nginx-poolslip脆弱性(CVE-2026-9256)でDoSおよびコード実行が可能・PoC出回る,CVE-2026-9256（nginx-poolslip）はNGINX PlusとOpen Sourceのヒープバッファオーバーフロー脆弱性で、未認証の遠隔攻撃者がHTTP経由でDoSまたはコード実行が可能。PoC活動が既に出回っており修正版への即時更新が推奨される。,daily-news/news/2026_04-06/20260525.md,https://cybersecuritynews.com/nginx-poolslip-vulnerability/,high,false,maybe
2026-05-25_project_glasswing_initial_update,2026-05-25,2026-W22,2026-05,security_research,Project Glasswing初期報告：Claude MythosによるAI脆弱性発見1万件超,"AnthropicはProject Glasswingの初期成果として、Claude Mythos Previewが重要ソフトウェアで1万件超の高・重大深刻度脆弱性を発見したと報告。OSS1,000超プロジェクトのスキャンで6,202件超を検出し、wolfSSL CVE-2026-5194が例示された。",daily-news/news/2026_04-06/20260525.md,https://www.anthropic.com/research/glasswing-initial-update,high,false,maybe
2026-05-25_f5_confluence_linux_intrusion,2026-05-25,2026-W22,2026-05,incident,EOL F5 BIG-IPとConfluenceを経由した多段階Linux企業侵害をMicrosoftが報告,攻撃者がEOLのF5 BIG-IPを侵害して内部LinuxホストへSSH侵入し、脆弱な内部Confluenceサーバーへのリモートコード実行で侵害を拡大した。Confluence設定ファイルから資格情報を取得し、KerberosリレーやCVE-2025-33073の悪用を試みた。,daily-news/news/2026_04-06/20260525.md,https://www.microsoft.com/en-us/security/blog/2026/05/22/from-edge-appliance-to-enterprise-compromise-multi-stage-linux-intrusion-via-f5-and-confluence/,high,false,yes
2026-05-25_seo_poisoning_gemini_claudecode_infostealer,2026-05-25,2026-W22,2026-05,malware_campaign,SEOポイズニングでGemini CLIとClaude Codeを偽装しインフォスティーラーを配布,EclecticIQが2026年3月初旬から進行中の攻撃を確認。SEOポイズニングで偽インストールページを検索上位に表示し、ClickFix型PowerShell実行誘導でインフォスティーラーをメモリ内実行する。開発者・IT管理者のOAuthトークン・CI/CD資格情報等を窃取する。,daily-news/news/2026_04-06/20260525.md,https://blog.eclecticiq.com/seo-poisoning-campaign-leverages-gemini-and-claude-code-impersonation-to-deliver-infostealer,high,false,yes
2026-05-25_cisa_aws_credential_leak,2026-05-25,2026-W22,2026-05,incident,CISA契約業者がAWS GovCloudキー等の内部機密情報を公開GitHubリポジトリに漏えい,CISA契約業者が管理した公開GitHubプロフィールにAWS GovCloudキーや内部システムの平文認証情報が含まれていた。漏えいしたRSA秘密鍵でCISA-IT配下の全リポジトリ閲覧やCI/CD悪用が可能だったとTruffle Securityが指摘した。,daily-news/news/2026_04-06/20260525.md,https://krebsonsecurity.com/2026/05/lawmakers-demand-answers-as-cisa-tries-to-contain-data-leak/,high,false,yes
2026-05-25_fake_teams_valleyrat_campaign,2026-05-25,2026-W22,2026-05,malware_campaign,偽Microsoft TeamsサイトからDLLサイドローディングでValleyRATを配布(SilverFox APT関連),K7 Labsが確認した攻撃でMicrosoft Teamsを偽装したサイトからZIPを展開させ、正規GameBox.exeでValleyRAT入りUtility.dllをサイドロードする。Defender除外・永続化・C2通信を実行し中国発SilverFox APTとの関連が示唆されている。,daily-news/news/2026_04-06/20260525.md,https://labs.k7computing.com/index.php/fake-microsoft-teams-campaign-delivers-valleyrat-via-nsis-installer-and-dll-sideloading/,high,false,maybe
2026-05-25_screening_serpens_iran_apt_campaign,2026-05-25,2026-W22,2026-05,malware_campaign,イラン系APT Screening Serpensの2026年サイバースパイキャンペーン(米国・イスラエル・UAE標的),Unit 42がScreening Serpens(UNC1549)による2026年2〜4月の活動を観測。採用・会議ルアーでMiniUpdateとMiniJunk V2 RATをDLLサイドローディングで展開し、ETWや署名検証の無効化による検出回避を実施する。,daily-news/news/2026_04-06/20260525.md,https://unit42.paloaltonetworks.com/tracking-iran-apt-screening-serpens/?utm_campaign=u42+research_screening-serpens-iran-apt&utm_source=twitter&utm_medium=social&utm_content=1779461416,high,false,yes
2026-05-25_kongtuke_modelorat_helpdesk_campaign,2026-05-25,2026-W22,2026-05,malware_campaign,KongTukeが外部Microsoft TeamsヘルプデスクになりすましModeloRATを配布,金銭目的のIABであるKongTukeが外部Microsoft TeamsチャットでヘルプデスクになりすましModeloRATを配布した。ClickFix型PowerShell実行誘導で5分以内に永続化・C2通信まで到達し3つの独立したC2経路と5台のフェイルオーバーを備える。,daily-news/news/2026_04-06/20260525.md,https://reliaquest.com/blog/threat-spotlight-help-desk-lures-drop-kongtukes-evolved-modelorat/,high,false,yes
2026-05-25_megalodon_github_actions_supply_chain,2026-05-25,2026-W22,2026-05,supply_chain,"Megalodon：GitHub Actions 5,561リポジトリへの大規模シークレット窃取攻撃","2026年5月18日、Megalodon追跡の攻撃が6時間で5,561件のGitHubリポジトリに悪性ワークフローを注入した。弱いブランチ保護を悪用して偽コミットを直接pushし、CI/CDシークレット・クラウド認証情報・OIDCトークンなどをC2へHTTPS POSTで送信した。",daily-news/news/2026_04-06/20260525.md,https://www.stepsecurity.io/blog/megalodon-mass-github-actions-secret-exfiltration-across-5-500-public-repositories,high,false,yes
