event_key,date,week,month,event_type,title,summary,source_file,source_url,confidence,needs_review,monthly_followup_candidate
2026-08-26_japanese_malspam_valleyrat_campaign,2026-08-26,2026-W35,2026-08,malware_campaign,日本語マルスパムによるValleyRAT配布キャンペーン,「通知邮件」「電子インボイス発行完了のお知らせ」などの日本語件名メールから、ZIP/7zとIMGマウントを経てValleyRATを実行させる配布が確認された。DLLサイドロード用のarphADump.dllやwinhttp.dllがマルウェア本体で、fshsjlk[.]ccやcicfo[.]comなどへ通信する。,daily-news/news/2026_07-09/20260826.md,https://x.com/bomccss/status/2092189322523091071,high,false,maybe
2026-08-26_anonymouskit_phaas_iphone_passcode_phishing,2026-08-26,2026-W35,2026-08,cybercrime_trend,AnonyMousKIT PhaaSが音声AIエージェントでiPhoneパスコードを窃取,2024年初頭から活動するPhaaS「AnonyMousKIT」が、506ドメイン・168再販ブランドの犯罪エコシステムを構成し、盗難iPhoneのActivation Lock解除に必要なパスコードとApple Account情報を窃取している。AI音声エージェントが「Apple SupportのAlice」を装って被害者に電話し、偽Find My／Appleページで認証情報と2FAコードも取得する。2025年8月〜2026年5月に200件のAI通話が確認され、90%がブラジル向けだった。,daily-news/news/2026_07-09/20260826.md,https://www.bleepingcomputer.com/news/security/anonymouskit-phaas-uses-voice-ai-agents-to-phish-iphone-passcodes/,high,false,yes
2026-08-26_norway_government_ddos_disruption,2026-08-26,2026-W35,2026-08,incident,大規模DDoS攻撃がノルウェー政府のデジタルサービスを妨害,2026年8月24日03時38分CESTから、ノルウェー政府の共通デジタル基盤を運営するDigdirとVivictaのインフラが大規模DDoS攻撃を受けた。ID-porten、電子署名、デジタル郵便、行政フォームなど複数サービスで障害が発生し、Altinnや税務当局など依存サービスにも二次影響が出た。Digdirはシステム侵害や個人情報流出の兆候はないとしている。,daily-news/news/2026_07-09/20260826.md,https://www.bleepingcomputer.com/news/security/massive-ddos-attack-disrupts-norways-government-digital-services/,high,false,yes
2026-08-26_nutex_health_data_breach,2026-08-26,2026-W35,2026-08,incident,病院運営会社Nutex Healthがサイバー攻撃によるデータ窃取を公表,米医療サービス企業Nutex Healthは、社内サーバーへの第三者による不正アクセスと情報の外部持ち出しをSECへ報告した。患者・従業員・医療提供者・取引先の情報や機密な事業財務情報、知的財産が含まれる可能性があるが具体的な流出項目は未確定で、犯行声明を出した脅威グループも確認されていない。,daily-news/news/2026_07-09/20260826.md,https://www.bleepingcomputer.com/news/security/hospital-operator-nutex-health-says-data-stolen-in-cyberattack/,high,false,maybe
2026-08-26_whatsapp_passkey_two_step_verification,2026-08-26,2026-W35,2026-08,tool_release,WhatsAppが複数パスキー対応と二段階認証の強化を導入,WhatsAppはプラットフォームごとの複数パスキー登録、6桁PINから長い英数字パスワードへの二段階認証強化、連絡先未登録の発信者に関する追加情報表示を順次導入している。Strict Account Settingsやデバイスリンク詐欺警告などと合わせ、アカウント乗っ取りや詐欺への防御を強化する。,daily-news/news/2026_07-09/20260826.md,https://www.bleepingcomputer.com/news/security/whatsapp-adds-stronger-two-step-verification-multiple-passkeys/,high,false,no
2026-08-26_zimbra_cve_2026_73570_active_exploitation,2026-08-26,2026-W35,2026-08,active_exploitation,CVE-2026-73570悪用で270台超のZimbraサーバーが侵害,"Shadowserverは2026年8月22日時点で、Zimbra Collaboration SuiteのCVE-2026-73570を悪用する継続中の攻撃により274台の侵害済みZimbraを確認した。本脆弱性はSNMP通知有効時のコマンドインジェクションで、未認証の遠隔攻撃者がzimbraユーザー権限で任意OSコマンドを実行できる。7月20日の10.1.20で修正済みだが、未修正インスタンスは少なくとも8,200台残っている。",daily-news/news/2026_07-09/20260826.md,https://www.bleepingcomputer.com/news/security/hackers-breached-over-270-zimbra-servers-in-ongoing-attacks/,high,false,yes
2026-08-26_interpol_operation_jackal_iv_arrests,2026-08-26,2026-W35,2026-08,takedown,INTERPOL主導のOperation Jackal IVで58人を逮捕,"22カ国が連携したOperation Jackal IVで、Black Axeなど西アフリカ系組織犯罪ネットワークに関連する263人を特定し58人を逮捕した。恋愛詐欺、暗号資産・投資詐欺、BEC、資金洗浄が対象で、南アフリカでは257口座と267万ドルを押収、ルーマニアでは推定1億4,300万ユーロ規模のコールセンター詐欺グループ11人を逮捕した。",daily-news/news/2026_07-09/20260826.md,https://www.bleepingcomputer.com/news/security/police-arrests-dozens-of-suspects-in-global-cybercrime-crackdown/,high,false,maybe
2026-08-26_multi_agent_ai_framework_gov_compromise,2026-08-26,2026-W35,2026-08,incident,マルチエージェントAI攻撃基盤がアジアの政府機関を侵害,"Dream Research Labsは、2026年7月1〜4日にアジアの政府機関を実際に侵害したHermes／OpenClawベースのマルチエージェントAI攻撃基盤を報告した。最大8エージェントが政府システム21件を探索し、認証不要API、デバッグ用認証バックドア、JWT署名検証不備を自律的に悪用、CAPTCHAをOCRで突破しパスワードスプレーで85アカウントを侵害、84アカウントでSSO横展開に成功した。2,564件超の人事記録やSSOクライアントシークレット、内部DB認証情報が窃取された。",daily-news/news/2026_07-09/20260826.md,https://dreamgroup.com/blog/inside-a-multi-agent-ai-framework-used-to-compromise-government-entities-in-asia,medium,true,yes
2026-08-26_toxnetv2_ai_botnet_controller,2026-08-26,2026-W35,2026-08,security_research,ToxNetV2：AI支援型ボットネットコントローラーの解析,ToxNetV2はAArch64 Linux向けP2Pボットネットで、コントローラーがNVIDIA NIMのz-ai/glm-5.2でテレメトリを分析し、回答から「ACTION:」を抽出して操作候補をキューへ登録する。高影響操作はオペレーター承認後に実行される人間承認型で、完全自律や自己改変の証拠はない。ボットはHTTP・Telnet・SSHによる自己増殖、17種類のネットワーク攻撃機能、既知CVE悪用を備え、25件のTox bootstrap／relayのうち2件は攻撃者管理と評価されている。,daily-news/news/2026_07-09/20260826.md,https://www.joesecurity.org/blog/6764463444623599134,high,false,yes
2026-08-26_pavinloader_clickfix_campaign,2026-08-26,2026-W35,2026-08,malware_campaign,ClickFixと偽ダウンロードキャンペーンで拡散するPavinLoader,Malwarebytesは、ローダー「PavinLoader」がClickFixや偽ソフトウェア配布ページを通じて複数キャンペーンで使われていることを確認した。利用者自身にPowerShellやコマンドを実行させ、多段スクリプトを経て情報窃取型マルウェアや追加ペイロードを展開する。高度な難読化、メモリー内実行、C2ドメインを隠す「EtherHiding」で検知を回避し、RenPy／ClickFix／Dropbox悪用キャンペーンで共用されることからLoader-as-a-Serviceの可能性が指摘されている。,daily-news/news/2026_07-09/20260826.md,https://www.malwarebytes.com/blog/threat-intel/2026/08/tracking-pavinloader-across-clickfix-and-fake-download-campaigns,high,false,yes
