event_key,dimension,raw_value,normalized_value,confidence,note
2026-07-20_hellonet_vipnet_russia_campaign,actor,HelloNet,hellonet,high,キャンペーン名として明示
2026-07-20_hellonet_vipnet_russia_campaign,actor_attribution,未特定の中国語話者APTとの関連が低い確度、偽旗工作の可能性もあり組織不明,unknown,low,記事内で明示的に不明と記載
2026-07-20_hellonet_vipnet_russia_campaign,initial_access,ViPNetの更新機構を悪用してファイル配置,malicious_update,high,
2026-07-20_hellonet_vipnet_russia_campaign,product,ViPNet,vipnet,high,
2026-07-20_hellonet_vipnet_russia_campaign,product_class,ViPNet(暗号化ネットワークソフトウェア),vpn,medium,ViPNetの製品分類として近いものを選択
2026-07-20_hellonet_vipnet_russia_campaign,malware,HelloBackdoor,hellobackdoor,high,Rust製バックドア
2026-07-20_hellonet_vipnet_russia_campaign,malware,HelloInjector,helloinjector,medium,DLLサイドローディング用モジュール
2026-07-20_hellonet_vipnet_russia_campaign,malware,HelloProxy,helloproxy,medium,メモリ上でモジュール実行
2026-07-20_hellonet_vipnet_russia_campaign,malware,HelloExecutor,helloexecutor,medium,コマンド実行・偵察モジュール
2026-07-20_hellonet_vipnet_russia_campaign,malware,HelloCleaner,hellocleaner,medium,ログ削除モジュール
2026-07-20_hellonet_vipnet_russia_campaign,attack_method,DLLサイドローディングによる永続化と権限取得,persistence,high,
2026-07-20_hellonet_vipnet_russia_campaign,attack_method,ViPNetのログを削除して活動を隠蔽,defense_evasion,high,
2026-07-20_hellonet_vipnet_russia_campaign,attack_method,HelloBackdoorによる継続的な不正アクセス,backdoor,high,
2026-07-20_hellonet_vipnet_russia_campaign,attack_method,HelloProxy/HelloExecutorによるC2通信,c2_communication,medium,
2026-07-20_7zip_rce_vulnerability_patch,product,7-Zip,7zip,high,
2026-07-20_7zip_rce_vulnerability_patch,attack_method,ヒープベースのバッファオーバーフローによる任意コード実行,remote_code_execution,high,
2026-07-20_7zip_rce_vulnerability_patch,initial_access,悪意あるページ閲覧または不正アーカイブを開く操作,drive_by_download,medium,ユーザー操作による誘導型の入口
2026-07-20_abbott_laboratories_extortion_incidents,actor,ShinyHunters,shinyhunters,high,
2026-07-20_abbott_laboratories_extortion_incidents,actor,ShadowByt3$,shadowbyt3,medium,自称のみで検証未了
2026-07-20_abbott_laboratories_extortion_incidents,actor_attribution,ShinyHunters/ShadowByt3$はサイバー犯罪系,cybercrime,high,
2026-07-20_abbott_laboratories_extortion_incidents,initial_access,6月中旬のビッシングでMicrosoft EntraのSSOアカウントを侵害,phishing,medium,ビッシング(音声フィッシング)をphishingへ集約
2026-07-20_abbott_laboratories_extortion_incidents,initial_access,窃取した顧客認証情報でLabCentralへ侵入,stolen_credentials,high,
2026-07-20_abbott_laboratories_extortion_incidents,product,Microsoft Entra,microsoft_entra,high,
2026-07-20_abbott_laboratories_extortion_incidents,product_class,Microsoft Entra SSO,identity_service,high,
2026-07-20_abbott_laboratories_extortion_incidents,crime_trend,6月中旬のビッシングによる侵入,vishing,high,
2026-07-20_abbott_laboratories_extortion_incidents,crime_trend,恐喝の主張がある中でのインシデント,data_extortion,medium,記事タイトルで恐喝の主張と明記
