event_key,dimension,raw_value,normalized_value,confidence,note
2026-07-29_japanese_malspam_dll_sideload_python_payload,initial_access,日本語のマルスパム(商品到着後の破損確認通知),malspam,high,
2026-07-29_japanese_malspam_dll_sideload_python_payload,attack_method,正規署名ファイルへのDLLサイドローディング,defense_evasion,high,AppVIsvSubsystems32.dllによるサイドロード
2026-07-29_japanese_malspam_dll_sideload_python_payload,attack_method,スケジュールタスク登録(MicrosoftEdgeUpdateTaskMachineCore__),persistence,high,
2026-07-29_japanese_malspam_dll_sideload_python_payload,attack_method,logs.uvexio.com/tea.vexexo.comへの通信,c2_communication,high,
2026-07-29_bmc_ipmi_password_hash_leak,product_class,BMC(Baseboard Management Controller),network_device,high,管理コントローラーとしてnetwork_deviceに分類
2026-07-29_bmc_ipmi_password_hash_leak,initial_access,UDP 623番ポートで公開されたIPMIインターフェース,exposed_remote_service,high,
2026-07-29_bmc_ipmi_password_hash_leak,attack_method,HMAC-SHA1応答のオフライン解析によるパスワード特定,credential_theft,high,
2026-07-29_mcbs_medical_billing_data_breach,actor,PEARランサムウェア集団,pear,medium,犯行主張のみで真正性は未検証
2026-07-29_mcbs_medical_billing_data_breach,actor_attribution,金銭目的とみられるランサムウェア集団,cybercrime,medium,
2026-07-29_mcbs_medical_billing_data_breach,crime_trend,データ窃取と身代金要求、恐喝サイトでの公開,ransomware_extortion,high,
2026-07-29_mcbs_medical_billing_data_breach,attack_method,3.3TBのデータ窃取主張,data_exfiltration,high,
2026-07-29_mcbs_medical_billing_data_breach,initial_access,侵入手法の記載なし,unknown,low,
2026-07-29_arista_velocloud_orchestrator_active_exploitation,product,VeloCloud Orchestrator (VCO),velocloud_orchestrator,high,
2026-07-29_arista_velocloud_orchestrator_active_exploitation,product_class,SD-WAN管理基盤(VCO),network_device,medium,
2026-07-29_arista_velocloud_orchestrator_active_exploitation,initial_access,VCOのWebインターフェースへの接続,exploit_public_facing_app,high,
2026-07-29_arista_velocloud_orchestrator_active_exploitation,attack_method,認証不要のOSコマンドインジェクション,command_injection,high,
2026-07-29_arista_velocloud_orchestrator_active_exploitation,attack_method,認証情報なしで内部特権機能へアクセス,authentication_bypass,medium,
2026-07-29_arista_velocloud_orchestrator_active_exploitation,actor_attribution,攻撃者の国籍・所属・動機は不明,unknown,medium,
2026-07-29_dysphoria_ddos_botnet_campaign,malware,Dysphoria,dysphoria,high,
2026-07-29_dysphoria_ddos_botnet_campaign,product_class,ルーター・カメラ・IoT機器,network_device,high,
2026-07-29_dysphoria_ddos_botnet_campaign,initial_access,弱いTelnet/SSH認証情報,stolen_credentials,high,
2026-07-29_dysphoria_ddos_botnet_campaign,initial_access,React2Shell、Totolink、Linksys、Huawei、DrayTek等の既知脆弱性悪用,exploit_public_facing_app,medium,
2026-07-29_dysphoria_ddos_botnet_campaign,attack_method,DDoS攻撃,ddos,high,
2026-07-29_dysphoria_ddos_botnet_campaign,attack_method,Ethereum ENS/Solana SNSを利用したC2,c2_communication,high,
2026-07-29_dysphoria_ddos_botnet_campaign,crime_trend,最大4Tbpsのストレステストサービスとして宣伝,ddos_for_hire,high,
2026-07-29_teamcity_unauthenticated_rce_vulnerability,product,TeamCity,teamcity,high,
2026-07-29_teamcity_unauthenticated_rce_vulnerability,product_class,CI/CD基盤(TeamCity),ci_cd_platform,high,
2026-07-29_teamcity_unauthenticated_rce_vulnerability,initial_access,HTTP/HTTPSで到達可能なTeamCityサーバー,exploit_public_facing_app,high,
2026-07-29_teamcity_unauthenticated_rce_vulnerability,attack_method,任意のOSコマンド実行,remote_code_execution,high,
2026-07-29_teamcity_unauthenticated_rce_vulnerability,attack_method,エージェントポーリングプロトコルによる認証回避,authentication_bypass,high,
2026-07-29_hato_tsusin_dprk_front_company,actor,Hato Tsusin,hato_tsusin,medium,
2026-07-29_hato_tsusin_dprk_front_company,actor,Glocom,glocom,high,
2026-07-29_hato_tsusin_dprk_front_company,actor,Future Tech Group,future_tech_group,medium,
2026-07-29_hato_tsusin_dprk_front_company,actor_attribution,北朝鮮関連の調達ネットワークの可能性,nation_state,medium,単独では決定的証拠はないと記事内で明記
2026-07-29_koyasan_university_ransomware_infection,attack_method,ランサムウェア感染,ransomware,low,見出しのみで詳細不明
