event_key,dimension,raw_value,normalized_value,confidence,note
2026-07-17_fairlife_coca_cola_ransomware_attack,attack_method,ランサムウェア攻撃,ransomware,high,
2026-07-17_claude_chrome_extension_ai_action_flaw,attack_method,合成クリックでEvent.isTrustedを偽装,spoofing,medium,
2026-07-17_claude_chrome_extension_ai_action_flaw,attack_method,悪意ある拡張機能によるAI操作の起動,malicious_extension,medium,
2026-07-17_claude_chrome_extension_ai_action_flaw,product,Claude for Chrome,claude_for_chrome,high,
2026-07-17_claude_chrome_extension_ai_action_flaw,product_class,Claude Chrome拡張機能(AIブラウザ拡張),ai_tool,medium,
2026-07-17_okobot_malware_framework_campaign,malware,OkoBot,okobot,high,
2026-07-17_okobot_malware_framework_campaign,malware,SeedHunter,seedhunter,high,
2026-07-17_okobot_malware_framework_campaign,malware,MC Keylogger,mc_keylogger,high,
2026-07-17_okobot_malware_framework_campaign,malware,OkoSpyware,okospyware,high,
2026-07-17_okobot_malware_framework_campaign,attack_method,暗号資産ウォレットのシードフレーズ、認証情報、Cookieなどを盗む,credential_theft,high,
2026-07-17_okobot_malware_framework_campaign,crime_trend,暗号資産ウォレットを狙う窃取,crypto_theft,high,
2026-07-17_okobot_malware_framework_campaign,actor_attribution,ロシア語話者の関与が示唆,cybercrime,medium,帰属は推測段階
2026-07-17_okobot_malware_framework_campaign,product_class,TrezorやLedgerのアプリへ偽の復旧画面,cryptocurrency_platform,medium,
2026-07-17_okobot_malware_framework_campaign,product,Trezor,trezor,medium,
2026-07-17_okobot_malware_framework_campaign,product,Ledger,ledger,medium,
2026-07-17_23andme_genetic_data_breach_settlement,initial_access,気付かれなかったクレデンシャルスタッフィング攻撃,stolen_credentials,high,
2026-07-17_23andme_genetic_data_breach_settlement,crime_trend,クレデンシャルスタッフィング攻撃,credential_stuffing,high,
2026-07-17_23andme_genetic_data_breach_settlement,attack_method,顧客690万人分の情報が窃取された,data_exfiltration,high,
2026-07-17_23andme_genetic_data_breach_settlement,actor_attribution,他所から窃取された認証情報を使うクレデンシャルスタッフィング,cybercrime,medium,
2026-07-17_scattered_spider_tfl_hack_sentencing,actor,Scattered Spider,scattered_spider,high,
2026-07-17_scattered_spider_tfl_hack_sentencing,actor_attribution,金銭目的のサイバー犯罪集団,cybercrime,high,
2026-07-17_scattered_spider_tfl_hack_sentencing,attack_method,顧客情報も窃取した,data_exfiltration,high,
2026-07-17_oracle_ebs_active_exploitation,initial_access,HTTPで到達可能な未認証攻撃者,exploit_public_facing_app,high,
2026-07-17_oracle_ebs_active_exploitation,attack_method,低難度でシステムを乗っ取れる,remote_code_execution,medium,RCEと明記はされていないが取得可能な権限から推定
2026-07-17_oracle_ebs_active_exploitation,product,Oracle E-Business Suite,oracle_e_business_suite,high,
2026-07-17_uat_11795_starland_rat_trojanized_webex_zoom,actor,UAT-11795,uat_11795,high,
2026-07-17_uat_11795_starland_rat_trojanized_webex_zoom,actor_attribution,金銭目的のロシア系攻撃者,cybercrime,high,
2026-07-17_uat_11795_starland_rat_trojanized_webex_zoom,malware,Starland RAT,starland_rat,high,
2026-07-17_uat_11795_starland_rat_trojanized_webex_zoom,malware,CastleStealer,castlestealer,high,
2026-07-17_uat_11795_starland_rat_trojanized_webex_zoom,malware,Remcos RAT,remcos_rat,high,
2026-07-17_uat_11795_starland_rat_trojanized_webex_zoom,attack_method,新型バックドアStarland RAT,backdoor,high,
2026-07-17_uat_11795_starland_rat_trojanized_webex_zoom,attack_method,認証情報...を窃取,credential_theft,high,
2026-07-17_uat_11795_starland_rat_trojanized_webex_zoom,crime_trend,ClickFixによる誘導が初期侵入手段と推測,clickfix,medium,記事内でも推測と明記
2026-07-17_uat_11795_starland_rat_trojanized_webex_zoom,product,WebEx,webex,high,
2026-07-17_uat_11795_starland_rat_trojanized_webex_zoom,product,Zoom,zoom,high,
