event_key,dimension,raw_value,normalized_value,confidence,note
2026-06-12_oracle_peoplesoft_cve_2026_35273_shinyhunters,actor,ShinyHunters,shinyhunters,high,
2026-06-12_oracle_peoplesoft_cve_2026_35273_shinyhunters,actor_attribution,cybercrime,cybercrime,high,ShinyHuntersは金銭目的の恐喝グループ
2026-06-12_oracle_peoplesoft_cve_2026_35273_shinyhunters,product,Oracle PeopleSoft PeopleTools,oracle_peoplesoft_peopletools,high,
2026-06-12_oracle_peoplesoft_cve_2026_35273_shinyhunters,product_class,cloud_service,cloud_service,medium,PeopleSoftはエンタープライズSaaS/クラウド基盤として言及
2026-06-12_oracle_peoplesoft_cve_2026_35273_shinyhunters,initial_access,exploit_public_facing_app,exploit_public_facing_app,high,公開PeopleSoftインスタンスをゼロデイで直接悪用
2026-06-12_oracle_peoplesoft_cve_2026_35273_shinyhunters,attack_method,remote_code_execution,remote_code_execution,high,CVSS 9.8 認証なしRCE
2026-06-12_oracle_peoplesoft_cve_2026_35273_shinyhunters,attack_method,data_exfiltration,data_exfiltration,high,100超組織からデータ窃取
2026-06-12_oracle_peoplesoft_cve_2026_35273_shinyhunters,crime_trend,data_extortion,data_extortion,medium,ShinyHuntersはデータ恐喝グループ
2026-06-12_audia6_crypto_laundering_takedown,actor_attribution,cybercrime,cybercrime,high,ランサムウェア犯罪エコシステム向けサービス
2026-06-12_audia6_crypto_laundering_takedown,crime_trend,ransomware_extortion,ransomware_extortion,high,ランサムウェア攻撃者の資金洗浄サービスとして機能
2026-06-12_coupang_data_breach_record_fine,actor_attribution,insider,insider,high,中国籍の元従業員が主な容疑者
2026-06-12_coupang_data_breach_record_fine,initial_access,insider_abuse,insider_abuse,high,IT部門元従業員によるアクセス
2026-06-12_coupang_data_breach_record_fine,attack_method,data_exfiltration,data_exfiltration,high,"約3,755万人分の個人情報が流出"
2026-06-12_nottingham_university_shinyhunters_breach,actor,ShinyHunters,shinyhunters,high,
2026-06-12_nottingham_university_shinyhunters_breach,actor_attribution,cybercrime,cybercrime,high,
2026-06-12_nottingham_university_shinyhunters_breach,product,Oracle PeopleSoft,oracle_peoplesoft,high,
2026-06-12_nottingham_university_shinyhunters_breach,product_class,cloud_service,cloud_service,medium,大学のPeopleSoft ERP環境
2026-06-12_nottingham_university_shinyhunters_breach,initial_access,exploit_public_facing_app,exploit_public_facing_app,high,PeopleSoftゼロデイ悪用
2026-06-12_nottingham_university_shinyhunters_breach,attack_method,data_exfiltration,data_exfiltration,high,40GB超のデータ窃取
2026-06-12_ivanti_sentry_cve_2026_10520_exploitation,product,Ivanti Sentry,ivanti_sentry,high,
2026-06-12_ivanti_sentry_cve_2026_10520_exploitation,product_class,security_tool,security_tool,high,Ivanti Sentryはモバイルセキュリティゲートウェイ
2026-06-12_ivanti_sentry_cve_2026_10520_exploitation,initial_access,exploit_public_facing_app,exploit_public_facing_app,high,インターネット公開Sentryを直接悪用
2026-06-12_ivanti_sentry_cve_2026_10520_exploitation,attack_method,command_injection,command_injection,high,OSコマンドインジェクション脆弱性
2026-06-12_ivanti_sentry_cve_2026_10520_exploitation,attack_method,remote_code_execution,remote_code_execution,high,root権限RCEにつながる
2026-06-12_ivanti_sentry_cve_2026_10520_exploitation,attack_method,backdoor,backdoor,high,少なくとも2台のバックドア化を観測
2026-06-12_langflow_cve_2026_5027_exploitation,product,Langflow,langflow,high,
2026-06-12_langflow_cve_2026_5027_exploitation,product_class,ai_tool,ai_tool,high,AI開発プラットフォーム
2026-06-12_langflow_cve_2026_5027_exploitation,initial_access,exploit_public_facing_app,exploit_public_facing_app,high,公開エンドポイントへの認証なしアクセス
2026-06-12_langflow_cve_2026_5027_exploitation,attack_method,authentication_bypass,authentication_bypass,high,デフォルトで自動ログインが有効なため認証不要
2026-06-12_miasma_worm_supply_chain_leak,malware,Miasma,miasma,high,
2026-06-12_miasma_worm_supply_chain_leak,initial_access,supply_chain,supply_chain,high,OSSパッケージエコシステムへの侵害経路
2026-06-12_miasma_worm_supply_chain_leak,attack_method,supply_chain_compromise,supply_chain_compromise,high,OSSサプライチェーンを狙う攻撃フレームワーク
2026-06-12_miasma_worm_supply_chain_leak,attack_method,credential_theft,credential_theft,high,認証情報窃取型フレームワーク
2026-06-12_miasma_worm_supply_chain_leak,attack_method,c2_communication,c2_communication,high,GitHubをC2として利用
2026-06-12_goflateloader_infostealer_campaign,malware,GoFlateLoader,goflate_loader,high,
2026-06-12_goflateloader_infostealer_campaign,malware,Lumma,lumma,high,GoFlateLoaderが配信するペイロードの一つ
2026-06-12_goflateloader_infostealer_campaign,malware,Vidar,vidar,high,GoFlateLoaderが配信するペイロードの一つ
2026-06-12_goflateloader_infostealer_campaign,malware,StealC,stealc,high,GoFlateLoaderが配信するペイロードの一つ
2026-06-12_goflateloader_infostealer_campaign,malware,Amatera,amatera,medium,GoFlateLoaderが配信するペイロードの一つ
2026-06-12_goflateloader_infostealer_campaign,malware,Remus,remus,medium,GoFlateLoaderが配信するペイロードの一つ
2026-06-12_goflateloader_infostealer_campaign,attack_method,defense_evasion,defense_evasion,high,700〜950MBのPEオーバーレイによるファイル肥大化で検知回避
2026-06-12_goflateloader_infostealer_campaign,initial_access,drive_by_download,drive_by_download,medium,クラック版ソフトを装った配布
2026-06-12_aisan_technology_site_defacement,attack_method,seo_spam_redirect,seo_spam_redirect,medium,サイト改ざんによる外部誘導
2026-06-12_aisan_technology_site_defacement,product_class,web_server,web_server,medium,ウェブサイト改ざん被害
