event_key,dimension,raw_value,normalized_value,confidence,note
2026-06-03_ai_built_ransomware_toolkit_edr_evasion,attack_method,EDR回避,defense_evasion,high,AI支援でEDR回避ペイロードを反復開発・試験
2026-06-03_ai_built_ransomware_toolkit_edr_evasion,attack_method,ランサムウェア展開,ransomware,high,ランサムウェア展開・データ窃取作戦に関連
2026-06-03_ai_built_ransomware_toolkit_edr_evasion,attack_method,Telegram API型C2,c2_communication,high,Telegram API型C2とCloudflare Workerリダイレクタ
2026-06-03_ai_built_ransomware_toolkit_edr_evasion,product,Cobalt Strike,cobalt_strike,high,Cobalt Strikeプロファイルが攻撃フレームワークに含まれる
2026-06-03_ai_built_ransomware_toolkit_edr_evasion,product,Cursor,cursor,high,AIコーディングツールCursorがツールキット開発に使われた
2026-06-03_ai_built_ransomware_toolkit_edr_evasion,product,Claude Opus,claude_opus,high,Claude OpusのエージェントがコーディングやEDR回避調査に利用された
2026-06-03_ai_built_ransomware_toolkit_edr_evasion,product_class,AIツール・LLMアプリ,ai_tool,high,AI支援型攻撃ツールキット開発にLLMを活用
2026-06-03_ai_built_ransomware_toolkit_edr_evasion,actor_attribution,サイバー犯罪,cybercrime,medium,ランサムウェア展開・データ窃取作戦に関連するが具体的帰属不明
2026-06-03_instagram_account_takeover_via_meta_ai_abuse,attack_method,AIを使ったなりすまし・ソーシャルエンジニアリング,social_engineering,high,Meta AIを悪用してセルフィー認証を突破するソーシャルエンジニアリング
2026-06-03_instagram_account_takeover_via_meta_ai_abuse,attack_method,AI動画によるなりすまし認証突破,spoofing,high,被害者の写真をAI動画化してセルフィー認証を通過
2026-06-03_instagram_account_takeover_via_meta_ai_abuse,crime_trend,アカウント乗っ取り,account_takeover,high,希少・高価値なInstagramアカウントの乗っ取り
2026-06-03_instagram_account_takeover_via_meta_ai_abuse,product,Instagram,instagram,high,Instagramアカウントが標的
2026-06-03_instagram_account_takeover_via_meta_ai_abuse,product,Meta AI,meta_ai,high,MetaのAI支援ツールが悪用された
2026-06-03_instagram_account_takeover_via_meta_ai_abuse,product_class,AIツール・LLMアプリ,ai_tool,high,Meta AI（AIツール）が認証突破に悪用された
2026-06-03_instagram_account_takeover_via_meta_ai_abuse,initial_access,不明（アカウント回復フロー悪用）,unknown,medium,パスワードリセット+AI動画によるセルフィー認証突破で既存分類に合わない
2026-06-03_oracle_weblogic_cve_2024_21182_active_exploitation,initial_access,Oracle WebLogic Server公開インターフェース悪用,exploit_public_facing_app,high,T3/IIOPプロトコル経由で認証不要にリモート悪用
2026-06-03_oracle_weblogic_cve_2024_21182_active_exploitation,product,Oracle WebLogic Server,oracle_weblogic_server,high,CVE-2024-21182はOracle WebLogic Server 12.2.1.4.0と14.1.1.0.0に影響
2026-06-03_oracle_weblogic_cve_2024_21182_active_exploitation,product_class,Webサーバー,web_server,high,WebLogicはWebアプリケーションサーバー
