event_key,date,week,month,event_type,title,summary,source_file,source_url,confidence,needs_review,monthly_followup_candidate
2026-09-24_checkpoint_security_gateway_vpn_active_exploitation,2026-09-24,2026-W39,2026-09,active_exploitation,Check Point Security GatewayのVPN脆弱性で実際の悪用を確認,Check PointはSecurity GatewayのVPN証明書処理にある認証前RCE脆弱性CVE-2026-85102の実際の悪用を確認し、9月12日からSpark利用者への悪用試行を観測した。Management Webサービスの認証前パストラバーサルCVE-2026-93616も7月23日から悪用されており、CISAは両CVEをKEVへ追加した。LivePatch Take 26や修正済みJumbo Hotfixの適用が案内されている。,daily-news/news/2026_07-09/20260924.md,https://www.bleepingcomputer.com/news/security/check-point-warns-of-hackers-exploiting-security-gateway-vpn-rce-flaw/,high,false,yes
2026-09-24_wordpress_path_traversal_code_execution,2026-09-24,2026-W39,2026-09,active_exploitation,WordPressの認証不要パストラバーサル脆弱性、コード実行狙いの悪用が開始,CVE-2026-87902は認証なしで特定のローカルPHPファイルを読み込ませるWordPressのパストラバーサル脆弱性で、条件が揃うとRCEに至る。修正公開から5時間以内に偵察が始まり、その後ファイル書き込みを試みる段階へ進んだ。WordPress 7.1.2および4.7までの旧系列で修正されている。,daily-news/news/2026_07-09/20260924.md,https://www.bleepingcomputer.com/news/security/hackers-start-exploiting-critical-wordpress-flaw-for-code-execution/,high,false,yes
2026-09-24_ai_agent_ecommerce_card_skimmer_campaign,2026-09-24,2026-W39,2026-09,incident,悪用されたAIエージェントが60万件超のカード情報を窃取し100超のサイトにスキマー設置,Gambitの調査によると、金銭目的の攻撃者がオープンソースAIエージェント(Strix/Cairn/Hermes)を使いオンライン小売業者を攻撃し、9月10〜15日の105件の攻撃で少なくとも27社を侵害、2社から60万件超の有効なカード情報を窃取した。少なくとも119サイトに決済ページ改変やJavaScript追記によるスキマーが設置され、窃取後にデータ消去を指示した記録も見つかった。,daily-news/news/2026_07-09/20260924.md,https://www.bleepingcomputer.com/news/security/malicious-ai-agents-steal-600k-credit-cards-infect-100-plus-sites-with-skimmers/,high,false,yes
2026-09-24_infratrust_network_management_system_attack_report,2026-09-24,2026-W39,2026-09,security_research,InfraTrust報告書がネットワーク管理システムへの攻撃を警告,"InfraTrustは8月25日〜9月17日に17社の勧告158件を集計し1,699件の脆弱性を追跡、うち42件を重大と評価した。Cisco FMCのCVE-2026-20079とISEのCVE-2026-76460で悪用が確認され、FMCへの攻撃では偵察・トンネルツール設置・認証情報収集の後に一部でQilinランサムウェアが展開された。SonicWall SMA 1000でも二つの脆弱性を組み合わせた攻撃が確認されている。",daily-news/news/2026_07-09/20260924.md,https://www.bleepingcomputer.com/news/security/infratrust-report-warns-network-management-systems-under-attack/,medium,false,yes
2026-09-24_arista_velocloud_orchestrator_zero_day,2026-09-24,2026-W39,2026-09,active_exploitation,Arista、悪用されたVeloCloud Orchestratorのゼロデイ脆弱性に対応,CVE-2026-93952はVeloCloud Orchestratorの入力検証に関する脆弱性で、AristaはCVSS 10.0と評価し実際の悪用を確認した。悪用にはEdge認証用証明書の公開部分とVCO Web画面へのネットワークアクセスが必要で、テナント・運用者の認証情報は不要とされる。5.2.3.16以降と6.4.2.8以降で修正され、CISAもKEVへ追加した。,daily-news/news/2026_07-09/20260924.md,https://www.bleepingcomputer.com/news/security/arista-patches-actively-exploited-velocloud-orchestrator-zero-day/,high,false,yes
2026-09-24_ryuk_ransomware_member_sentenced,2026-09-24,2026-W39,2026-09,takedown,Ryukランサムウェアのメンバーに禁錮24カ月の判決,"アルメニア国籍のKaren Serobovich VardanyanがRyukランサムウェア攻撃への関与で禁錮24カ月と3年間の監督付き釈放を言い渡された。2019年3月頃から2020年6月頃まで米国内の企業や学校への初期アクセスを担当し、共犯者らは被害組織から約1,610 BTC(支払時点で1,500万ドル超)を受け取ったとされる。",daily-news/news/2026_07-09/20260924.md,https://www.bleepingcomputer.com/news/security/ryuk-ransomware-member-sentenced-to-24-months-in-prison/,high,false,maybe
2026-09-24_f5_big_ip_apm_rce_zero_day,2026-09-24,2026-W39,2026-09,active_exploitation,F5、RCE攻撃で悪用されたBIG-IP APMのゼロデイ脆弱性を修正,F5はBIG-IP APMの重大なゼロデイCVE-2026-94127がリモートコード実行攻撃で実際に悪用されているとして更新を公開した。OAuth Authorization Serverとして構成された環境が影響を受け、OAuth認証失敗・不審なコマンド・TMM SIGABRTの組み合わせが確認された場合は侵害調査が求められている。CISAもKEVへ追加した。,daily-news/news/2026_07-09/20260924.md,https://www.bleepingcomputer.com/news/security/f5-warns-of-big-ip-apm-remote-code-execution-zero-day-exploited-in-attacks/,high,false,yes
2026-09-24_trustsink_rogue_external_mfa_provider,2026-09-24,2026-W39,2026-09,security_research,不正な外部MFAプロバイダーでログイン中のパスワードを窃取する「TrustSink」,Varonis Threat Labsは、侵害済みのGlobal AdministratorまたはAuthentication Policy Administrator権限で不正なExternal Authentication MethodをEntraに登録し、MFA時にMicrosoft風の偽パスワード画面へ誘導して平文パスワードを窃取する手法TrustSinkを実証した。不正プロバイダーはパスワード変更後も認証フロー内に残るため、単純な認証情報リセットでは対処できない。,daily-news/news/2026_07-09/20260924.md,https://www.bleepingcomputer.com/news/security/rogue-external-mfa-providers-can-steal-passwords-during-logins/,high,false,maybe
2026-09-24_miljodata_breach_gdpr_fine,2026-09-24,2026-W39,2026-09,incident,スウェーデン、220万人に影響したデータ侵害を巡りMiljödataに制裁金,"スウェーデンのデータ保護当局IMYは、2025年8月の侵害で220万人に影響を与えたMiljödataに180万SEK(約18万3,000ドル)の制裁金を科した。個人番号や病欠・リハビリ情報などが流出し、攻撃者は1.5 BTCを要求したが拒否され「Datacarry」の名称でダークウェブへ公開した。IMYは新規導入ソフトの検証不足とリアルタイム監視の欠如をGDPR第32条1項違反と認定した。",daily-news/news/2026_07-09/20260924.md,https://www.bleepingcomputer.com/news/security/sweden-fines-milj-data-183-000-over-breach-affecting-22-million/,high,false,maybe
2026-09-24_sckit_memtensor_npm_pypi_supply_chain,2026-09-24,2026-W39,2026-09,supply_chain,MemTensorのnpm・PyPIパッケージを狙う「sckit」サプライチェーン攻撃,2026年9月23日に公開されたMemTensorのnpmパッケージ3バージョンに、Go製の不正プログラムを起動するコードが混入した。不正コードはAIエージェントの起動時や記憶の呼び出し時に動き、環境変数の認証情報や利用者プロンプトを取得し、クラウド・GitHub・npm・PyPIの認証情報を探索する。正常版の公開後も数分で不正版が再公開され、PyPIのMemoryOS 2.0.34への波及も報告されている。,daily-news/news/2026_07-09/20260924.md,https://www.stepsecurity.io/blog/sckit-supply-chain-worm-hits-memtensor-npm-pypi-scopes,high,false,yes
