ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
domain,sequrityupdate.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,scan-security.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,system-online.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,system-connect.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,corp-connect.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,info-secure.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,supportsoft.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,update-syscontrol.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,sequpdate.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,service-clien.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,service-corporation.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,scansequrity.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,service-help.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,it-service.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,sequritycheck.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,upsecscan.top,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,legio.name,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
domain,fa5.flsdwnld.online,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Domain used by STAC4749 to impersonate IT support before deploying Chaos ransomware.,AI agent,medium
ip,94.140.114.192,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Network indicator associated with STAC4749 Teams vishing to Chaos ransomware intrusions.,AI agent,medium
ip,94.140.115.18,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Network indicator associated with STAC4749 Teams vishing to Chaos ransomware intrusions.,AI agent,medium
ip,94.140.115.129,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Network indicator associated with STAC4749 Teams vishing to Chaos ransomware intrusions.,AI agent,medium
ip,193.29.57.37,2026-07-31,c2,STAC4749,cybercrime,Chaos,ransomware,https://www.sophos.com/en-us/blog/chaos-in-teams-vishing,AI generated. Network indicator associated with STAC4749 Teams vishing to Chaos ransomware intrusions.,AI agent,medium
domain,asecdns.com,2026-07-29,c2,TA488 (Void Blizzard / Laundry Bear),russia,OWAReaper,backdoor,https://www.proofpoint.com/us/blog/threat-insight/cleaning-out-inboxes-ta488-comes-outlook-another-half-click-exploit,AI generated. C2 domain used by TA488 with the OWAReaper OWA exploit chain.,AI agent,medium
domain,acocdn.com,2026-07-29,c2,TA488 (Void Blizzard / Laundry Bear),russia,OWAReaper,backdoor,https://www.proofpoint.com/us/blog/threat-insight/cleaning-out-inboxes-ta488-comes-outlook-another-half-click-exploit,AI generated. C2 domain used by TA488 with the OWAReaper OWA exploit chain.,AI agent,medium
domain,dnsrecursive.eu,2026-07-29,c2,TA488 (Void Blizzard / Laundry Bear),russia,OWAReaper,backdoor,https://www.proofpoint.com/us/blog/threat-insight/cleaning-out-inboxes-ta488-comes-outlook-another-half-click-exploit,AI generated. C2 domain used by TA488 with the OWAReaper OWA exploit chain.,AI agent,medium
domain,tdndns.com,2026-07-29,c2,TA488 (Void Blizzard / Laundry Bear),russia,OWAReaper,backdoor,https://www.proofpoint.com/us/blog/threat-insight/cleaning-out-inboxes-ta488-comes-outlook-another-half-click-exploit,AI generated. C2 domain used by TA488 with the OWAReaper OWA exploit chain.,AI agent,medium
file_hash_sha256,6897b649f29e54d8910459963bbf94ed5c7a4fe66a56bc5962540b226b8e48c4,2026-07-29,malware,TA488 (Void Blizzard / Laundry Bear),russia,OWAReaper,backdoor,https://www.proofpoint.com/us/blog/threat-insight/cleaning-out-inboxes-ta488-comes-outlook-another-half-click-exploit,AI generated. SHA256 hash associated with the TA488 OWAReaper exploit chain reported by Proofpoint.,AI agent,medium
domain,110gongan.com,2026-07-28,c2,SQLRCE0 / Yx Technology,cybercrime,Flying Eagle / Night Dragon,RAT,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon,AI generated. Domain tied to Flying Eagle Android RAT panel infrastructure.,AI agent,medium
domain,fusu.us.ci,2026-07-28,c2,SQLRCE0 / Yx Technology,cybercrime,Flying Eagle / Night Dragon,RAT,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon,AI generated. Domain tied to Flying Eagle Android RAT panel infrastructure.,AI agent,medium
domain,ls.j2x8a.top,2026-07-28,c2,SQLRCE0 / Yx Technology,cybercrime,Flying Eagle / Night Dragon,RAT,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon,AI generated. Domain tied to Flying Eagle Android RAT panel infrastructure.,AI agent,medium
domain,alcs.xyttkx.cc,2026-07-28,c2,SQLRCE0 / Yx Technology,cybercrime,Flying Eagle / Night Dragon,RAT,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon,AI generated. Domain tied to Flying Eagle Android RAT panel infrastructure.,AI agent,medium
