ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
file_hash_sha256,3f09145757282e6a59cd69319ac3b9da3265022a1d4f92a1646f8ddbaad89333,2026-07-30,malware,unknown,unknown,DonutLoader,dropper,https://x.com/bomccss/status/2082422024287498475,AI generated. SHA256 hash of the JS dropper (請求書.js) unpacked from a RAR attachment in a Japanese-language invoice-themed malspam email.,AI agent,medium
file_hash_sha256,52f0c0230b580e2fdf53a378b5c6d0db9829af900dae43e0df8f18635cd9f0c1,2026-07-30,malware,unknown,unknown,DonutLoader,loader,https://x.com/bomccss/status/2082422024287498475,AI generated. SHA256 hash of a .PIF loader file written to disk by the AgentTesla/DonutLoader malspam infection chain.,AI agent,medium
file_hash_sha256,96ddc2518fe7e0b1ca312e5c456dca7a254125ce1f8e0d04c63d678806b48f65,2026-07-30,malware,unknown,unknown,AgentTesla,stealer,https://x.com/bomccss/status/2082422024287498475,AI generated. SHA256 hash of a .ttf-disguised payload file written to disk by the AgentTesla/DonutLoader malspam infection chain.,AI agent,medium
url,ftp://ftp.vilimorin.com,2026-07-30,c2,unknown,unknown,AgentTesla,stealer,https://x.com/bomccss/status/2082422024287498475,AI generated. FTP exfiltration/C2 destination contacted by the AgentTesla malspam sample.,AI agent,medium
ip,166.88.134.62,2026-07-28,c2,unknown,unknown,unknown,RAT,https://www.stepsecurity.io/blog/joyfill-npm-supply-chain-compromise,AI generated. Primary Socket.IO C2 IP (ports 443/80) for the RAT bundled in compromised @joyfill npm packages.,AI agent,medium
ip,23.27.13.43,2026-07-28,c2,unknown,unknown,unknown,RAT,https://www.stepsecurity.io/blog/joyfill-npm-supply-chain-compromise,AI generated. Secondary C2 IP serving the /$/boot payload path in the Joyfill npm supply chain campaign.,AI agent,medium
ip,198.105.127.210,2026-07-28,c2,unknown,unknown,unknown,RAT,https://www.stepsecurity.io/blog/joyfill-npm-supply-chain-compromise,AI generated. C2 IP used by a numeric-tagged variant of the Joyfill npm supply chain campaign.,AI agent,medium
ip,23.27.202.27,2026-07-28,c2,unknown,unknown,unknown,RAT,https://www.stepsecurity.io/blog/joyfill-npm-supply-chain-compromise,AI generated. C2 IP used by another numeric-tagged variant of the Joyfill npm supply chain campaign.,AI agent,medium
url,http://166.88.134.62:443,2026-07-28,c2,unknown,unknown,unknown,RAT,https://www.stepsecurity.io/blog/joyfill-npm-supply-chain-compromise,AI generated. Socket.IO C2 URL contacted by the RAT bundled in compromised @joyfill packages.,AI agent,medium
url,http://166.88.134.62,2026-07-28,c2,unknown,unknown,unknown,RAT,https://www.stepsecurity.io/blog/joyfill-npm-supply-chain-compromise,AI generated. Upload URL used by the Joyfill npm campaign RAT to exfiltrate stolen data.,AI agent,medium
url,http://198.105.127.210:443,2026-07-28,c2,unknown,unknown,unknown,RAT,https://www.stepsecurity.io/blog/joyfill-npm-supply-chain-compromise,AI generated. Socket.IO C2 URL for a numeric-tagged variant of the Joyfill npm supply chain campaign.,AI agent,medium
url,http://198.105.127.210,2026-07-28,c2,unknown,unknown,unknown,RAT,https://www.stepsecurity.io/blog/joyfill-npm-supply-chain-compromise,AI generated. Base C2 URL used to fetch the /$/boot payload in a Joyfill npm campaign variant.,AI agent,medium
url,http://23.27.202.27:443,2026-07-28,c2,unknown,unknown,unknown,RAT,https://www.stepsecurity.io/blog/joyfill-npm-supply-chain-compromise,AI generated. Socket.IO C2 URL for another numeric-tagged variant of the Joyfill npm supply chain campaign.,AI agent,medium
url,http://23.27.202.27:27017,2026-07-28,c2,unknown,unknown,unknown,RAT,https://www.stepsecurity.io/blog/joyfill-npm-supply-chain-compromise,AI generated. Upload URL used to exfiltrate stolen data in a Joyfill npm campaign variant.,AI agent,medium
file_hash_sha256,26351aed0397158d3a3b8cc8fd3047d4c015d264c9895f10f20f1521b974ed18,2026-07-28,malware,unknown,unknown,unknown,RAT,https://www.stepsecurity.io/blog/joyfill-npm-supply-chain-compromise,"AI generated. SHA256 hash of the Socket.IO RAT payload bundled in compromised @joyfill npm packages, listed in the primary source's IOC section.",AI agent,medium
file_hash_sha256,36ff00b45e67baa7e3674b0c80f48e88737264c61e5c6b3b091200972de8157c,2026-07-28,malware,unknown,unknown,unknown,stealer,https://www.stepsecurity.io/blog/joyfill-npm-supply-chain-compromise,"AI generated. SHA256 hash of the Python credential stealer staged by the Joyfill npm supply chain campaign, listed in the primary source's IOC section.",AI agent,medium
url,http://167.88.165.122/login.asp,2026-07-29,c2,Kimsuky,unknown,unknown,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. C2 URL used in a Kimsuky spear-phishing campaign impersonating diplomatic personnel, listed in the primary source's IOC section.",AI agent,medium
url,http://edcvbgtrf.medianewsonline.com/1t32.exe,2026-07-29,c2,Kimsuky,unknown,unknown,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. Additional payload executable distributed via Kimsuky attacker infrastructure, listed in the primary source's IOC section.",AI agent,medium
url,http://edcvbgtrf.medianewsonline.com/rdpwrap.bat,2026-07-29,c2,Kimsuky,unknown,N/A,N/A,https://asec.ahnlab.com/jp/94655/,"AI generated. RDP Wrapper installer batch file distributed by Kimsuky attacker infrastructure, listed in the primary source's IOC section.",AI agent,medium
url,http://edcvbgtrf.medianewsonline.com/rdpwrap.dll,2026-07-29,c2,Kimsuky,unknown,N/A,N/A,https://asec.ahnlab.com/jp/94655/,"AI generated. RDP Wrapper DLL distributed by Kimsuky attacker infrastructure, listed in the primary source's IOC section.",AI agent,medium
url,http://edcvbgtrf.medianewsonline.com/rpc.exe,2026-07-29,c2,Kimsuky,unknown,PrxClient,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. PrxClient proxy executable distributed by Kimsuky attacker infrastructure, listed in the primary source's IOC section.",AI agent,medium
domain,edcvbgtrf.medianewsonline.com,2026-07-29,c2,Kimsuky,unknown,unknown,unknown,https://asec.ahnlab.com/jp/94655/,AI generated. Attacker-controlled host distributing PebbleDash/RDP Wrapper related payloads in the Kimsuky campaign.,AI agent,medium
domain,fsfhsfgsfsnxcvbasfsgsrhsf234fsd.mywebcommunity.org,2026-07-29,c2,Kimsuky,unknown,unknown,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. C2 or payload distribution domain associated with the Kimsuky campaign, listed in the primary source's IOC section.",AI agent,medium
domain,mpo4wj.scienceontheweb.net,2026-07-29,c2,Kimsuky,unknown,unknown,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. C2 or payload distribution domain associated with the Kimsuky campaign, listed in the primary source's IOC section.",AI agent,medium
domain,ng.mofagov.com,2026-07-29,c2,Kimsuky,unknown,unknown,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. Kimsuky-registered domain impersonating a foreign-affairs/diplomatic entity name, listed in the primary source's IOC section.",AI agent,medium
domain,p563q1.sportsontheweb.net,2026-07-29,c2,Kimsuky,unknown,unknown,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. C2 or payload distribution domain associated with the Kimsuky campaign, listed in the primary source's IOC section.",AI agent,medium
ip,103.212.120.253,2026-07-29,c2,Kimsuky,unknown,unknown,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. C2 or payload distribution server associated with the Kimsuky campaign, listed in the primary source's IOC section.",AI agent,medium
ip,153.75.233.17,2026-07-29,c2,Kimsuky,unknown,PrxClient,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. C2 IP relaying RDP traffic for the Kimsuky PrxClient proxy tool, listed in the primary source's IOC section.",AI agent,medium
ip,173.214.170.58,2026-07-29,c2,Kimsuky,unknown,PrxClient,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. C2 IP relaying RDP traffic for the Kimsuky PrxClient proxy tool, listed in the primary source's IOC section.",AI agent,medium
file_hash_md5,00f27b3cf8817313aafdfc29ff238153,2026-07-29,unknown,Kimsuky,unknown,unknown,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. MD5 hash of a malicious file associated with the Kimsuky PebbleDash/PrxClient campaign, listed in the primary source's IOC section.",AI agent,medium
file_hash_md5,029db651367bb1eac0a85bd826afe420,2026-07-29,unknown,Kimsuky,unknown,unknown,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. MD5 hash of a malicious file associated with the Kimsuky PebbleDash/PrxClient campaign, listed in the primary source's IOC section.",AI agent,medium
file_hash_md5,07010ef323ff1a6efebf9c59f8afb35f,2026-07-29,unknown,Kimsuky,unknown,unknown,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. MD5 hash of a malicious file associated with the Kimsuky PebbleDash/PrxClient campaign, listed in the primary source's IOC section.",AI agent,medium
file_hash_md5,0a5f8bb2aebb296b6a5048ca5b85d8ad,2026-07-29,unknown,Kimsuky,unknown,unknown,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. MD5 hash of a malicious file associated with the Kimsuky PebbleDash/PrxClient campaign, listed in the primary source's IOC section.",AI agent,medium
file_hash_md5,0c0a44de58b0a47b749411a9c2fe178e,2026-07-29,unknown,Kimsuky,unknown,unknown,unknown,https://asec.ahnlab.com/jp/94655/,"AI generated. MD5 hash of a malicious file associated with the Kimsuky PebbleDash/PrxClient campaign, listed in the primary source's IOC section.",AI agent,medium
