ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
domain,8eh18dhq9wd.click,2026-07-23,c2,unknown,unknown,Rhadamanthys,stealer,https://github.com/PaloAltoNetworks/Unit42-timely-threat-intel/blob/main/2026-07-23-%20New-Rhadamant-Campaign.txt,AI generated. C2/distribution domain associated with the new Rhadamanthys campaign infrastructure.,AI agent,medium
domain,8nioqhxciwoqc.click,2026-07-23,c2,unknown,unknown,Rhadamanthys,stealer,https://github.com/PaloAltoNetworks/Unit42-timely-threat-intel/blob/main/2026-07-23-%20New-Rhadamant-Campaign.txt,AI generated. C2/distribution domain associated with the new Rhadamanthys campaign infrastructure.,AI agent,medium
domain,8fnuawbfuac.click,2026-07-23,c2,unknown,unknown,Rhadamanthys,stealer,https://github.com/PaloAltoNetworks/Unit42-timely-threat-intel/blob/main/2026-07-23-%20New-Rhadamant-Campaign.txt,AI generated. C2/distribution domain associated with the new Rhadamanthys campaign infrastructure.,AI agent,medium
domain,azure-h5acekaze0f7fhf8.z02.azurefd.net,2026-07-23,c2,unknown,unknown,Rhadamanthys,stealer,https://github.com/PaloAltoNetworks/Unit42-timely-threat-intel/blob/main/2026-07-23-%20New-Rhadamant-Campaign.txt,AI generated. Attacker-abused Azure Front Door endpoint used as a Rhadamanthys C2 redirector.,AI agent,medium
domain,azure-a8bqa7acbwf4dddv.z02.azurefd.net,2026-07-23,c2,unknown,unknown,Rhadamanthys,stealer,https://github.com/PaloAltoNetworks/Unit42-timely-threat-intel/blob/main/2026-07-23-%20New-Rhadamant-Campaign.txt,AI generated. Attacker-abused Azure Front Door endpoint used as a Rhadamanthys C2 redirector.,AI agent,medium
domain,rlngcentrel.com,2026-07-23,phishing-site,unknown,unknown,Rhadamanthys,stealer,https://github.com/PaloAltoNetworks/Unit42-timely-threat-intel/blob/main/2026-07-23-%20New-Rhadamant-Campaign.txt,AI generated. RingCentral-impersonation domain used to distribute the Rhadamanthys stealer.,AI agent,medium
file_hash_sha256,9b0e4e6aa169eb51ffc127edd62afb405bffa8ac74172f0df256ffffa028cb9e,2026-07-23,malware,unknown,unknown,Rhadamanthys,stealer,https://github.com/PaloAltoNetworks/Unit42-timely-threat-intel/blob/main/2026-07-23-%20New-Rhadamant-Campaign.txt,AI generated. SHA256 of a Rhadamanthys sample masquerading as krita.dll.,AI agent,medium
file_hash_sha256,cbb4b70bdd1c8f892a234574290123bb7c69eaae934c9a4975affac75fa6c9d3,2026-07-23,malware,unknown,unknown,Rhadamanthys,stealer,https://github.com/PaloAltoNetworks/Unit42-timely-threat-intel/blob/main/2026-07-23-%20New-Rhadamant-Campaign.txt,AI generated. SHA256 of a Rhadamanthys sample masquerading as BugSplat64.dll.,AI agent,medium
ip,43.246.208.207,2026-07-09,c2,unknown,china (low confidence),"Hades, VShell",backdoor,https://hunt.io/blog/thailand-ministry-finance-targeted-with-hermes-ai-agent,"AI generated. Primary staging server hosting VShell and Hades payloads, exposed as an open directory.",AI agent,medium
ip,103.97.0.57,2026-07-09,srcip,unknown,china (low confidence),unknown,unknown,https://hunt.io/blog/thailand-ministry-finance-targeted-with-hermes-ai-agent,AI generated. SSH client IP observed in the exposed Hermes AI agent configuration.,AI agent,medium
ip,118.107.222.232,2026-07-23,c2,unknown,china (low confidence),unknown,unknown,https://hunt.io/blog/thailand-ministry-finance-targeted-with-hermes-ai-agent,AI generated. Related host identified via shared TLS certificate and JA4X fingerprint overlap with the staging server.,AI agent,medium
ip,202.181.27.115,2026-06-26,c2,unknown,china (low confidence),Hades,backdoor,https://hunt.io/blog/thailand-ministry-finance-targeted-with-hermes-ai-agent,AI generated. Related host sharing TLS certificate overlap; also observed running a Hades C2 listener on port 12443.,AI agent,medium
domain,redhatupdating432.dnsrd.com,2026-07-23,c2,unknown,china (low confidence),unknown,unknown,https://hunt.io/blog/thailand-ministry-finance-targeted-with-hermes-ai-agent,"AI generated. Domain resolving to the primary staging server, predating the observed activity window.",AI agent,medium
