ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
domain,bentleyvazquezpvey.github.io,2026-06-27,phishing-site,unknown,cybercrime,BoryptGrab,stealer,https://arcticwolf.com/resources/blog/fake-github-repositories-deliver-boryptgrab-lineage-infostealer/,AI generated. Attacker-controlled GitHub Pages redirector impersonating Arctic Wolf that funneled victims toward a fake download page.,AI agent,medium
url,https://bentleyvazquezpvey.github.io/.github/Arctic-Wolf,2026-06-27,phishing-site,unknown,cybercrime,BoryptGrab,stealer,https://arcticwolf.com/resources/blog/fake-github-repositories-deliver-boryptgrab-lineage-infostealer/,AI generated. Redirect URL impersonating the official Arctic Wolf page that funnels victims to the malicious download site.,AI agent,medium
domain,targetroyena.com,2026-07-13,phishing-site,unknown,cybercrime,BoryptGrab,stealer,https://arcticwolf.com/resources/blog/fake-github-repositories-deliver-boryptgrab-lineage-infostealer/,AI generated. Brand-impersonating domain serving a fake secure-download page and a malicious ZIP archive.,AI agent,medium
url,https://targetroyena.com/<user_code>/Arctic-Wolf.github.io,2026-07-13,phishing-site,unknown,cybercrime,BoryptGrab,stealer,https://arcticwolf.com/resources/blog/fake-github-repositories-deliver-boryptgrab-lineage-infostealer/,AI generated. Templated malware distribution URL served from the fake GitHub Pages redirector chain.,AI agent,medium
ip,193.143.1.131,2026-07-01,c2,unknown,cybercrime,BoryptGrab,stealer,https://arcticwolf.com/resources/blog/fake-github-repositories-deliver-boryptgrab-lineage-infostealer/,AI generated. C2 server used by the BoryptGrab-lineage infostealer to exfiltrate stolen credentials and wallet data.,AI agent,medium
ip,185.182.193.21,2026-07-09,c2,unknown,unknown,GigaWiper,backdoor,https://www.microsoft.com/en-us/security/blog/2026/07/09/gigawiper-anatomy-of-a-destructive-backdoor-assembled-from-multiple-malware/,AI generated. C2 server used by the GigaWiper destructive backdoor for RabbitMQ command delivery.,AI agent,medium
ip,212.8.248.104,2026-07-09,c2,unknown,unknown,GigaWiper,backdoor,https://www.microsoft.com/en-us/security/blog/2026/07/09/gigawiper-anatomy-of-a-destructive-backdoor-assembled-from-multiple-malware/,AI generated. C2 infrastructure listed in Microsoft's GigaWiper indicator report.,AI agent,medium
ip,138.226.246.94,2026-06-11,srcip,ShinyHunters,cybercrime,N/A,N/A,https://www.microsoft.com/en-us/security/blog/2026/07/13/defending-saas-based-applications-against-shinyhunters-oauth-abuse/,AI generated. Source IP that called the Salesforce API through a compromised Klue integration to query CRM data.,AI agent,medium
ip,212.86.125.24,2026-07-13,srcip,ShinyHunters,cybercrime,N/A,N/A,https://www.microsoft.com/en-us/security/blog/2026/07/13/defending-saas-based-applications-against-shinyhunters-oauth-abuse/,AI generated. Source IP associated with the Klue-related Salesforce API abuse campaign.,AI agent,medium
ip,213.111.148.90,2026-07-13,srcip,ShinyHunters,cybercrime,N/A,N/A,https://www.microsoft.com/en-us/security/blog/2026/07/13/defending-saas-based-applications-against-shinyhunters-oauth-abuse/,AI generated. Source IP associated with the Klue-related Salesforce API abuse campaign.,AI agent,medium
ip,94.154.32.160,2026-07-13,srcip,ShinyHunters,cybercrime,N/A,N/A,https://www.microsoft.com/en-us/security/blog/2026/07/13/defending-saas-based-applications-against-shinyhunters-oauth-abuse/,AI generated. Source IP associated with the Klue-related Salesforce API abuse campaign.,AI agent,medium
url,https://ipfs.io/ipfs/QmQobZSp1wRPrpSEQ56qnyq7ecZh5Bg5k1fnjt4SUwwHb9,2026-07-14,c2,unknown,unknown,Miasma,loader,https://socket.dev/blog/asyncapi-supply-chain-attack,AI generated. IPFS gateway URL used to fetch the encrypted second-stage Miasma loader.,AI agent,medium
url,http://85.137.53.71:8080,2026-07-14,c2,unknown,unknown,Miasma,loader,https://socket.dev/blog/asyncapi-supply-chain-attack,AI generated. Miasma C2 server used for command retrieval and execution result reporting.,AI agent,medium
url,http://85.137.53.71:8081,2026-07-14,c2,unknown,unknown,Miasma,loader,https://socket.dev/blog/asyncapi-supply-chain-attack,AI generated. Upload server used by Miasma to exfiltrate stolen data and files.,AI agent,medium
url,http://85.137.53.71:8091,2026-07-14,c2,unknown,unknown,Miasma,loader,https://socket.dev/blog/asyncapi-supply-chain-attack,AI generated. C2 proxy management endpoint used by the Miasma botnet loader.,AI agent,medium
url,http://85.137.53.71:8080/api/v1/beacon,2026-07-14,c2,unknown,unknown,Miasma,loader,https://socket.dev/blog/asyncapi-supply-chain-attack,AI generated. Miasma beaconing and task retrieval API endpoint.,AI agent,medium
url,http://85.137.53.71:8080/api/v1/file-result,2026-07-14,c2,unknown,unknown,Miasma,loader,https://socket.dev/blog/asyncapi-supply-chain-attack,AI generated. API endpoint used by Miasma to return file operation results to the C2.,AI agent,medium
url,http://85.137.53.71:8080/api/v1/file-content/<cid>,2026-07-14,c2,unknown,unknown,Miasma,loader,https://socket.dev/blog/asyncapi-supply-chain-attack,AI generated. C2 API endpoint used to retrieve file content specified by the operator.,AI agent,medium
ip,85.137.53.71,2026-07-14,c2,unknown,unknown,Miasma,loader,https://socket.dev/blog/asyncapi-supply-chain-attack,"AI generated. Host serving Miasma's C2, upload, and proxy management services.",AI agent,medium
url,https://api.stanfordstudies.com/app/log,2026-07-13,c2,unknown,unknown,unknown,spyware,https://stripeolt.com/knowledge-hub/threat-research/chrome-extension-hidden-data-exfiltration-900k-users/,AI generated. Dormant exfiltration endpoint that receives AES-GCM encrypted browsing domain history via POST.,AI agent,medium
url,https://www.extensions-hub.com/partners/,2026-07-13,c2,unknown,unknown,unknown,spyware,https://stripeolt.com/knowledge-hub/threat-research/chrome-extension-hidden-data-exfiltration-900k-users/,"AI generated. Telemetry backend that receives extension install, update, and uninstall events.",AI agent,medium
url,https://www.extensions-hub.com/partners/installed/?name=ModHeader,2026-07-13,c2,unknown,unknown,unknown,spyware,https://stripeolt.com/knowledge-hub/threat-research/chrome-extension-hidden-data-exfiltration-900k-users/,AI generated. Telemetry URL contacted when the ModHeader extension is installed.,AI agent,medium
url,https://www.extensions-hub.com/partners/updated/?name=ModHeader,2026-07-13,c2,unknown,unknown,unknown,spyware,https://stripeolt.com/knowledge-hub/threat-research/chrome-extension-hidden-data-exfiltration-900k-users/,AI generated. Telemetry URL contacted when the ModHeader extension is updated.,AI agent,medium
url,https://www.extensions-hub.com/partners/uninstalled/?name=ModHeader,2026-07-13,c2,unknown,unknown,unknown,spyware,https://stripeolt.com/knowledge-hub/threat-research/chrome-extension-hidden-data-exfiltration-900k-users/,AI generated. Telemetry URL contacted when the ModHeader extension is uninstalled.,AI agent,medium
domain,stanfordstudies.com,2026-07-13,c2,unknown,unknown,unknown,spyware,https://stripeolt.com/knowledge-hub/threat-research/chrome-extension-hidden-data-exfiltration-900k-users/,AI generated. Parent domain of the browsing-history collection backend embedded in ModHeader 7.0.18.,AI agent,medium
domain,api.stanfordstudies.com,2026-07-13,c2,unknown,unknown,unknown,spyware,https://stripeolt.com/knowledge-hub/threat-research/chrome-extension-hidden-data-exfiltration-900k-users/,AI generated. Host hardcoded as the destination for encrypted browsing history uploads.,AI agent,medium
domain,devos.stanfordstudies.com,2026-07-13,c2,unknown,unknown,unknown,spyware,https://stripeolt.com/knowledge-hub/threat-research/chrome-extension-hidden-data-exfiltration-900k-users/,AI generated. Operator backend host that exposed an OpenSearch cluster version endpoint.,AI agent,medium
domain,devlog.stanfordstudies.com,2026-07-13,c2,unknown,unknown,unknown,spyware,https://stripeolt.com/knowledge-hub/threat-research/chrome-extension-hidden-data-exfiltration-900k-users/,AI generated. Operator backend host that exposed an OpenSearch Dashboards login page.,AI agent,medium
domain,extensions-hub.com,2026-07-13,c2,unknown,unknown,unknown,spyware,https://stripeolt.com/knowledge-hub/threat-research/chrome-extension-hidden-data-exfiltration-900k-users/,AI generated. Advertising and telemetry infrastructure used alongside the exfiltration backend.,AI agent,medium
domain,www.extensions-hub.com,2026-07-13,c2,unknown,unknown,unknown,spyware,https://stripeolt.com/knowledge-hub/threat-research/chrome-extension-hidden-data-exfiltration-900k-users/,"AI generated. Host that receives extension install, update, and uninstall telemetry.",AI agent,medium
domain,api.extensions-hub.com,2026-07-13,c2,unknown,unknown,unknown,spyware,https://stripeolt.com/knowledge-hub/threat-research/chrome-extension-hidden-data-exfiltration-900k-users/,AI generated. API host sharing infrastructure with the browsing-history exfiltration domain.,AI agent,medium
ip,3.147.61.167,2026-07-13,c2,unknown,unknown,unknown,spyware,https://stripeolt.com/knowledge-hub/threat-research/chrome-extension-hidden-data-exfiltration-900k-users/,AI generated. AWS-hosted IP shared by the exfiltration and advertising-partner API domains.,AI agent,medium
url,https://pipicka.xyz,2026-07-14,c2,unknown,unknown,LabubaRAT,RAT,https://blackpointcyber.com/blog/labubarat-a-rust-based-remote-access-tool-masquerading-as-nvidia-software/,AI generated. C2 server configured in the analyzed LabubaRAT sample.,AI agent,medium
domain,pipicka.xyz,2026-07-14,c2,unknown,unknown,LabubaRAT,RAT,https://blackpointcyber.com/blog/labubarat-a-rust-based-remote-access-tool-masquerading-as-nvidia-software/,AI generated. C2 domain hosting the LabubaPanel administration interface used by LabubaRAT.,AI agent,medium
ip,191.44.109.130,2026-07-14,c2,unknown,unknown,LabubaRAT,RAT,https://blackpointcyber.com/blog/labubarat-a-rust-based-remote-access-tool-masquerading-as-nvidia-software/,AI generated. Related C2 infrastructure identified via the same LabubaPanel fingerprint.,AI agent,medium
