ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
file_hash_sha256,a42a573ec173f10e0ccae940d8ebaa739ddf443bd751a66aa4b92b0e26c7152f,2026-09-16,malware,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2099746747514011969,AI generated. SHA256 of the HTA mounted from the VHD attachment in a Japanese payment-themed malspam run.,AI agent,medium
file_hash_sha256,ec7cac9eab79c5236ffb0be7e5a9a9925ae1a3c9856f09d93fc13bc8dc829aec,2026-09-16,related-file,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2099746747514011969,AI generated. SHA256 of the DCAgentServerInfo.json config dropped by the ManageEngine RMM agent installer.,AI agent,medium
url,https://dnswwt.club/down/file.zip,2026-09-16,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2099746747514011969,AI generated. Download URL used by curl to stage the RMM agent archive.,AI agent,medium
domain,dnswwt.club,2026-09-16,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2099746747514011969,AI generated. Distribution host for the RMM agent archive.,AI agent,medium
ip,181.214.250.174,2026-09-16,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2099746747514011969,AI generated. Server hosting the distribution domain on TCP 443.,AI agent,medium
domain,inword.club,2026-09-16,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2099746747514011969,AI generated. Secondary RMM server name configured in the agent settings.,AI agent,medium
ip,156.245.245.223,2026-09-16,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2099746747514011969,AI generated. RMM server address reached on TCP 8383 by the abused agent.,AI agent,medium
file_hash_sha256,0a7420102419a2050c46410ebd87662c6cf79a877fef164985e7ee6310fb9b6b,2026-09-15,malware,unknown,unknown,unknown,unknown,https://tria.ge/260915-fk6dcs1eme/behavioral1,AI generated. SHA256 of the HTA analysed in the public sandbox report for the wedding-invitation lure.,AI agent,medium
url,https://dnswwt.club/down/setup.aac,2026-09-15,c2,unknown,unknown,unknown,unknown,https://tria.ge/260915-fk6dcs1eme/behavioral1,AI generated. Staging URL retrieved by the HTA during sandbox execution.,AI agent,medium
domain,jpword.cc,2026-09-16,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2099745072027947391,AI generated. RMM server name configured in the agent settings of the wedding-invitation run.,AI agent,medium
ip,122.10.117.3,2026-09-16,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2099745072027947391,AI generated. Server reached on TCP 8383 by the abused RMM agent.,AI agent,medium
ip,181.214.250.174,2026-09-16,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2099745072027947391,AI generated. Server hosting the staging domain used by this run.,AI agent,medium
domain,mjdou.vip,2026-09-16,phishing-site,unknown,unknown,Overlord,RAT,https://x.com/bomccss/status/2099758827386319001,AI generated. Lure domain linked from a tax-notice themed mail that served the malicious archive.,AI agent,medium
ip,149.104.24.197,2026-09-16,phishing-site,unknown,unknown,Overlord,RAT,https://x.com/bomccss/status/2099758827386319001,AI generated. Server hosting the tax-notice lure domain.,AI agent,medium
file_hash_sha256,ba0a76532db536e62034c212536f3e60594cd2248fdedc9ba73b8a2380367f99,2026-09-16,malware,unknown,unknown,Overlord,RAT,https://x.com/bomccss/status/2099758827386319001,AI generated. SHA256 of the downloaded ZIP archive delivering the DonutLoader stage.,AI agent,medium
file_hash_sha256,abcb44b459e9f101106251bb9b4b7a07163554af450d0e61636417d12499cf2f,2026-09-16,malware,unknown,unknown,Overlord,RAT,https://x.com/bomccss/status/2099758827386319001,AI generated. SHA256 of the executable extracted from the archive and copied as ExplorerBroker.exe.,AI agent,medium
file_hash_sha256,61df4487225b6af0d2bcc6e4332603d82c72d9a058517b208eeb89533ff3f02d,2026-09-16,malware,unknown,unknown,Overlord,RAT,https://x.com/bomccss/status/2099758827386319001,AI generated. SHA256 of the event.dll module side-loaded by the extracted executable.,AI agent,medium
file_hash_sha256,d1ae5d193ea7530ee3718f5f4661228f739da8b250f478efd50d6c2a29a21580,2026-09-16,related-file,unknown,unknown,Overlord,RAT,https://x.com/bomccss/status/2099758827386319001,AI generated. SHA256 of the settings.dat file written next to the loader components.,AI agent,medium
domain,devin-us.com,2026-09-16,c2,unknown,unknown,Overlord,RAT,https://x.com/bomccss/status/2099758827386319001,AI generated. C2 domain contacted after execution of the loader chain.,AI agent,medium
ip,103.59.101.28,2026-09-16,c2,unknown,unknown,Overlord,RAT,https://x.com/bomccss/status/2099758827386319001,AI generated. Server hosting the C2 domain of this campaign.,AI agent,medium
url,https://devin-us.com/api/file-share/5a3c7c4c-41e0-4cdb-b800-4588b5a594cc/download,2026-09-16,c2,unknown,unknown,Overlord,RAT,https://x.com/bomccss/status/2099758827386319001,AI generated. C2 file-share endpoint requested by the implant.,AI agent,medium
ip,202.144.192.23,2026-09-14,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. MQTT and SSH C2 node observed in Japan (AS63916).,AI agent,medium
ip,210.1.226.238,2026-06-05,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. SSL MQTT C2 node listed in the IOC file.,AI agent,medium
ip,210.1.226.163,2026-09-14,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. SSH-exposed C2 node listed in the IOC file.,AI agent,medium
ip,210.1.231.13,2026-09-14,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. MQTT C2 node observed in Malaysia (AS45785).,AI agent,medium
ip,202.144.192.149,2026-09-14,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. MQTT and SSL MQTT C2 node observed in Japan (AS63916).,AI agent,medium
ip,43.245.198.195,2026-09-14,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. MQTT C2 node listed in the IOC file.,AI agent,medium
ip,43.245.198.238,2026-07-02,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. MQTT C2 node listed in the IOC file.,AI agent,medium
domain,api80.c2iznja.com,2026-09-15,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. C2 hostname published in the Black Lotus Labs IOC list.,AI agent,medium
domain,newdma.c2iznja.com,2026-09-15,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. C2 hostname published in the Black Lotus Labs IOC list.,AI agent,medium
domain,live-hk.c2iznja.com,2026-09-15,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. C2 hostname published in the Black Lotus Labs IOC list.,AI agent,medium
domain,turbo.c2iznja.com,2026-09-15,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. C2 hostname published in the Black Lotus Labs IOC list.,AI agent,medium
domain,base64.c2iznja.com,2026-09-15,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. C2 hostname published in the Black Lotus Labs IOC list.,AI agent,medium
domain,cache.c2iznja.com,2026-09-15,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. C2 hostname published in the Black Lotus Labs IOC list.,AI agent,medium
domain,apis.chat5188.tk,2026-09-15,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. C2 hostname published in the Black Lotus Labs IOC list.,AI agent,medium
domain,chat.chat5188.tk,2026-09-15,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. C2 hostname published in the Black Lotus Labs IOC list.,AI agent,medium
domain,api08.chat5188.tk,2026-09-15,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. C2 hostname published in the Black Lotus Labs IOC list.,AI agent,medium
domain,api06.chat5188.tk,2026-09-15,c2,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. C2 hostname published in the Black Lotus Labs IOC list.,AI agent,medium
file_hash_sha256,bf0681e43f51e98fe7ec24bf73a43facc66b0feb325a3a835f8f01b2861b926e,2026-09-15,malware,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. Linux sample of the implant.,AI agent,medium
file_hash_sha256,caec31e6439085bbe187a5daf19ccb5e17aab29fa113461bf0433f99c9342c7d,2026-09-15,malware,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. Windows loader file named update.log.,AI agent,medium
file_hash_sha256,96e0517d247e80b65bbafd9c4eee536676e4134e1f3b4aebe0cad53f9306a0ea,2026-09-15,malware,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. Windows loader script named WindowsUpdate.bat.,AI agent,medium
file_hash_sha256,6663b63f70ceaee21a7cbff4bdfbe2916fa54759e839d76ba6d2372bcdb676d6,2026-09-15,malware,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. Side-loaded OnKeyToken_KEB.dll sample.,AI agent,medium
file_hash_sha256,1acc9b2f3bde5b3a3613feb59b03aae76197ad1e7d64d2a6fd4ce13cc3631e90,2026-09-15,malware,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. Side-loaded OnKeyToken_KEB.dll sample impersonating an office software vendor.,AI agent,medium
file_hash_sha256,257012d4a268d8552d98bba9ecc2b879df9b064a2fe5d3ff3677cef59af945c2,2026-09-15,malware,unknown,unknown,BambooToken,backdoor,https://github.com/blacklotuslabs/IOCs/blob/main/Banana_Stand_IOCs.txt,AI generated. Side-loaded OnKeyToken_KEB.dll sample.,AI agent,medium
