ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
file_hash_sha256,321e1fb01eb3462b48ff6ccdef132acc1182e3f7456548439f0d4ead12fd98bf,2026-08-18,malware,Clop,cybercrime,Clop custom JSP web shell,webshell,https://reliaquest.com/blog/clop-returns-with-custom-implant-in-mass-extortion-campaign/,AI generated. SHA256 of the custom JSP web shell deployed in PTC Windchill data theft attacks.,AI agent,medium
ip,5.180.41.35,2026-08-18,srcip,Clop,cybercrime,Clop custom JSP web shell,webshell,https://reliaquest.com/blog/clop-returns-with-custom-implant-in-mass-extortion-campaign/,AI generated. Source IP observed exploiting CVE-2026-12569 in the Clop mass extortion campaign.,AI agent,medium
ip,78.128.113.10,2026-08-18,srcip,Clop,cybercrime,Clop custom JSP web shell,webshell,https://reliaquest.com/blog/clop-returns-with-custom-implant-in-mass-extortion-campaign/,AI generated. Source IP observed exploiting CVE-2026-12569 in the Clop mass extortion campaign.,AI agent,medium
ip,104.194.9.14,2026-08-18,srcip,Clop,cybercrime,Clop custom JSP web shell,webshell,https://reliaquest.com/blog/clop-returns-with-custom-implant-in-mass-extortion-campaign/,AI generated. Source IP observed exploiting CVE-2026-12569 in the Clop mass extortion campaign.,AI agent,medium
ip,104.243.35.63,2026-08-18,srcip,Clop,cybercrime,Clop custom JSP web shell,webshell,https://reliaquest.com/blog/clop-returns-with-custom-implant-in-mass-extortion-campaign/,AI generated. Source IP observed exploiting CVE-2026-12569 in the Clop mass extortion campaign.,AI agent,medium
ip,185.227.83.236,2026-08-18,srcip,Clop,cybercrime,Clop custom JSP web shell,webshell,https://reliaquest.com/blog/clop-returns-with-custom-implant-in-mass-extortion-campaign/,AI generated. Source IP observed exploiting CVE-2026-12569 in the Clop mass extortion campaign.,AI agent,medium
ip,209.222.98.44,2026-08-18,srcip,Clop,cybercrime,Clop custom JSP web shell,webshell,https://reliaquest.com/blog/clop-returns-with-custom-implant-in-mass-extortion-campaign/,AI generated. Source IP observed exploiting CVE-2026-12569 in the Clop mass extortion campaign.,AI agent,medium
ip,216.152.151.204,2026-08-18,srcip,Clop,cybercrime,Clop custom JSP web shell,webshell,https://reliaquest.com/blog/clop-returns-with-custom-implant-in-mass-extortion-campaign/,AI generated. Source IP observed exploiting CVE-2026-12569 in the Clop mass extortion campaign.,AI agent,medium
file_hash_sha256,2f1aa13fbdd8f5cdfe0838ecd4801a5881239ea096dd80f0af6ad1990c11418e,2026-07-27,malware,unknown,unknown,TWINLOOT,backdoor,https://github.com/ontinue-research/threat-intel-iocs/blob/main/Public/2026-07-27-TWINLOOT-IOCs.md,AI generated. SHA256 of the TWINLOOT stage-0 Python loader listed in the vendor IOC document.,AI agent,medium
file_hash_sha256,dc12b303b6374e0e1e1b2583d5e60e7d1e6e5207e6254627c7069b3049198f82,2026-07-27,related-file,unknown,unknown,TWINLOOT,backdoor,https://github.com/ontinue-research/threat-intel-iocs/blob/main/Public/2026-07-27-TWINLOOT-IOCs.md,AI generated. SHA256 of the embedded vendor ZIP shipped with the TWINLOOT loader.,AI agent,medium
file_hash_sha256,0ca8367e52c0c64bd75b994a4dfe4b29a1d2eb1307932c91b50576b1e19d6fd9,2026-07-27,related-file,unknown,unknown,TWINLOOT,backdoor,https://github.com/ontinue-research/threat-intel-iocs/blob/main/Public/2026-07-27-TWINLOOT-IOCs.md,AI generated. SHA256 of the pyarmor_runtime.pyd component used by the TWINLOOT implant.,AI agent,medium
