ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
url,https://hstorage.jp/dl/WGBIO0voiGL3.zip?download=true,2026-09-26,phishing-site,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2103444623616332032,AI generated. Download URL linked from Japanese-language payment-themed malspam delivering the ValleyRAT archive.,AI agent,medium
file_hash_sha256,4dfce433a8cea1829fc8fc9d7284cb5fdb332695413923a7fa1b702fd637bcb3,2026-09-26,malware,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2103444623616332032,AI generated. SHA256 of the ZIP archive downloaded from the malspam link.,AI agent,medium
file_hash_sha256,bb7449ea7fcaa3c4a29a3f10b1141b2f5d91121188ec541f45cec0bb9c8f04f4,2026-09-26,malware,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2103444623616332032,"AI generated. SHA256 of hdp.dll, the malicious DLL side-loaded to run ValleyRAT.",AI agent,medium
file_hash_sha256,53a4e54f23228c129e2f3d6f34ac457878e49ed2bb5ac13f05c10a55693d2dd8,2026-09-26,abusefile,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2103444623616332032,AI generated. SHA256 of a legitimate signed executable abused for DLL side-loading in the archive.,AI agent,medium
file_hash_sha256,30b8f3fb1fc0d5355f61cddb46e557ae7374baa1b190841879ec7724042ee989,2026-09-26,related-file,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2103444623616332032,AI generated. SHA256 of the decoy TXT file bundled in the archive to make the victim extract it first.,AI agent,medium
url,http://apm.hexin.cn/trace?appId=4&isZip=0,2026-09-26,c2,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2103444623616332032,AI generated. HTTP request observed from the infected host during ValleyRAT execution.,AI agent,medium
domain,apm.hexin.cn,2026-09-26,c2,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2103444623616332032,AI generated. Host contacted by the ValleyRAT sample during execution.,AI agent,medium
ip,58.220.49.156,2026-09-26,c2,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2103444623616332032,AI generated. IP resolved for the host contacted over port 80 during execution.,AI agent,medium
ip,103.42.30.245,2026-09-26,c2,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2103444623616332032,AI generated. ValleyRAT C2 server contacted on TCP ports 7800 and 7811.,AI agent,medium
domain,rydox.cc,2026-09-24,unknown,unknown,cybercrime,N/A,N/A,https://www.justice.gov/opa/pr/kosovar-national-pleads-guilty-operating-cybercrime-marketplace-offering-tools-and-products,AI generated. Domain of the Rydox cybercrime marketplace judicially seized in December 2024.,AI agent,medium
url,https://github.com/actions-cool/issues-helper/tags,2026-09-16,malware,unknown,unknown,Mini Shai-Hulud,worm,https://socket.dev/blog/mini-shai-hulud-actions,AI generated. Tag listing of a compromised GitHub Action whose release tags still pointed at malicious code.,AI agent,medium
url,https://github.com/actions-cool/maintain-one-comment/tags,2026-09-16,malware,unknown,unknown,Mini Shai-Hulud,worm,https://socket.dev/blog/mini-shai-hulud-actions,AI generated. Tag listing of the second compromised GitHub Action re-enabled with malicious tags.,AI agent,medium
domain,t.m-kosche.com,2026-05-19,c2,unknown,unknown,Mini Shai-Hulud,worm,https://socket.dev/blog/antv-packages-compromised,AI generated. Primary exfiltration host used by the Mini Shai-Hulud payload.,AI agent,medium
url,https://t.m-kosche.com:443/api/public/otel/v1/traces,2026-05-19,c2,unknown,unknown,Mini Shai-Hulud,worm,https://socket.dev/blog/antv-packages-compromised,AI generated. Exfiltration endpoint disguised as an OpenTelemetry trace collector.,AI agent,medium
url,https://github.com/Zaynex/sayyadina-stillsuit-852,2026-05-19,c2,unknown,unknown,Mini Shai-Hulud,worm,https://socket.dev/blog/antv-packages-compromised,AI generated. Attacker-controlled repository holding Mini Shai-Hulud exfiltration results listed in the primary source.,AI agent,medium
file_hash_md5,26a0f7cdb9f7dc5ace9a40af825b1538,2026-09-24,malware,unknown,unknown,MacSync,stealer,https://securelist.com/macsync-new-version/121383/,AI generated. MD5 of a MacSync stage one loader listed in the primary source.,AI agent,medium
file_hash_md5,2d69812584269699fade26622e6490c5,2026-09-24,malware,unknown,unknown,MacSync,stealer,https://securelist.com/macsync-new-version/121383/,AI generated. MD5 of a MacSync stage one loader listed in the primary source.,AI agent,medium
file_hash_md5,7df1049cbd56c0bfa4a3364a379b4c2c,2026-09-24,malware,unknown,unknown,MacSync,stealer,https://securelist.com/macsync-new-version/121383/,AI generated. MD5 of a MacSync stage one loader listed in the primary source.,AI agent,medium
file_hash_md5,9f15fe9c4415cd668334339f705b94d8,2026-09-24,malware,unknown,unknown,MacSync,stealer,https://securelist.com/macsync-new-version/121383/,AI generated. MD5 of a MacSync stage one loader listed in the primary source.,AI agent,medium
file_hash_md5,fb90887592655a8c989e443c640167aa,2026-09-24,malware,unknown,unknown,MacSync,stealer,https://securelist.com/macsync-new-version/121383/,AI generated. MD5 of a MacSync stage one loader listed in the primary source.,AI agent,medium
file_hash_md5,6791dad263cac6d63ebba6a4b57e7d71,2026-09-24,malware,unknown,unknown,MacSync,stealer,https://securelist.com/macsync-new-version/121383/,AI generated. MD5 of a MacSync stage one loader listed in the primary source.,AI agent,medium
file_hash_md5,3ded1d71a822b53b12c3b67bcaf633f5,2026-09-24,related-file,unknown,unknown,MacSync,stealer,https://securelist.com/macsync-new-version/121383/,AI generated. MD5 of the malicious calendar artifact used as the stage two command carrier.,AI agent,medium
file_hash_md5,781ce50001d4b449600afa347c9b0208,2026-09-24,malware,unknown,unknown,MacSync,stealer,https://securelist.com/macsync-new-version/121383/,AI generated. MD5 of a MacSync stage three dropper listed in the primary source.,AI agent,medium
file_hash_md5,8e84b01d5ac9624f0b181ade0e737193,2026-09-24,malware,unknown,unknown,MacSync,stealer,https://securelist.com/macsync-new-version/121383/,AI generated. MD5 of a MacSync stage three dropper listed in the primary source.,AI agent,medium
file_hash_md5,980e2134679bc0c609f7659882883d77,2026-09-24,malware,unknown,unknown,MacSync,stealer,https://securelist.com/macsync-new-version/121383/,AI generated. MD5 of a MacSync stage three dropper listed in the primary source.,AI agent,medium
file_hash_md5,4203ec932bfcc0907f91732440d6d997,2026-09-24,malware,unknown,unknown,MacSync,stealer,https://securelist.com/macsync-new-version/121383/,AI generated. MD5 of a MacSync stage three dropper listed in the primary source.,AI agent,medium
file_hash_md5,eb760d5c88f13f7ee0f8f86ba3407123,2026-09-24,malware,unknown,unknown,MacSync,stealer,https://securelist.com/macsync-new-version/121383/,AI generated. MD5 of a MacSync stage three dropper listed in the primary source.,AI agent,medium
file_hash_md5,f9f70096aabb4d22a6657014f4853a53,2026-09-24,malware,unknown,unknown,MacSync,stealer,https://securelist.com/macsync-new-version/121383/,AI generated. MD5 of a MacSync stage three dropper listed in the primary source.,AI agent,medium
