ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
file_hash_sha256,5e2a97da3638b8f8b6ccb534540676623d73800423da5eb7e11078c6a14bbb19,2026-08-28,related-file,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2092945776871874952,AI generated. SHA256 of the ZIP attachment 123.PDF4.zip delivered by the Japanese language malspam.,AI agent,medium
file_hash_sha256,b07e38c57204ce562906da6c574eb1379bcdc6846e033daa605be2c544d6a720,2026-08-28,malware,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2092945776871874952,AI generated. SHA256 of the malicious HTA script 123.PDF4.hta extracted from the ZIP attachment.,AI agent,medium
url,https://www.rumail.cc/down/setup.appx,2026-08-28,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2092945776871874952,AI generated. Payload download URL retrieved with curl during the ManageEngine RMM abuse chain.,AI agent,medium
domain,www.rumail.cc,2026-08-28,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2092945776871874952,AI generated. Host serving the payload archive downloaded in the RMM abuse chain.,AI agent,medium
ip,181.214.250.174,2026-08-28,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2092945776871874952,AI generated. IP address reported for the payload download host www.rumail.cc.,AI agent,medium
url,https://jpword.cc:8383/,2026-08-28,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2092945776871874952,AI generated. C2 endpoint on TCP 8383 contacted after the ManageEngine UEMS agent was installed.,AI agent,medium
domain,jpword.cc,2026-08-28,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2092945776871874952,AI generated. C2 domain contacted on TCP 8383 by the abused ManageEngine UEMS agent.,AI agent,medium
ip,103.193.172.103,2026-08-28,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2092945776871874952,AI generated. IP address reported for the C2 domain jpword.cc.,AI agent,medium
url,https://122.10.117.3:8383/,2026-08-28,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2092945776871874952,AI generated. Additional C2 endpoint on TCP 8383 used by the abused ManageEngine UEMS agent.,AI agent,medium
ip,122.10.117.3,2026-08-28,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2092945776871874952,AI generated. C2 IP address contacted on TCP 8383 in the RMM abuse infection chain.,AI agent,medium
url,http://hijndil-ownguen-an8.pages.dev,2026-08-28,phishing-site,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2092865125552394560,AI generated. Cloudflare Pages download link included in the Japanese language malspam mail.,AI agent,medium
domain,hijndil-ownguen-an8.pages.dev,2026-08-28,phishing-site,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2092865125552394560,AI generated. Cloudflare Pages host used to distribute the ZIP archive to mail recipients.,AI agent,medium
file_hash_sha256,ee4a696c6c65a48ac65a6e907e8975725f2c4b173d339522553d7dd2d54a7e17,2026-08-28,related-file,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2092865125552394560,AI generated. SHA256 of the downloaded ZIP archive FEI99106_20260824_165000~.zip.,AI agent,medium
file_hash_sha256,a44e3d32b8a3cb9042d7023da658f030f35dae7f28dcdbf24a6f45390073785f,2026-08-28,related-file,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2092865125552394560,AI generated. SHA256 of the disk image I.T.R.Number-20260824231559.IMG extracted from the ZIP.,AI agent,medium
file_hash_sha256,6b8dc1663c490ca51c41c04ee7fb5df9b2648cd63211bb85f29b8f70089f30b4,2026-08-28,malware,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2092865125552394560,AI generated. SHA256 of the malicious DLL arphADump.dll side-loaded from the mounted image.,AI agent,medium
file_hash_sha256,b2ee510d0b5012487dee143b459e4e2fcfb758960d3fe7ec4743552bc91be9e2,2026-08-28,abusefile,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2092865125552394560,AI generated. SHA256 of the legitimate executable used to side-load the malicious DLL.,AI agent,medium
domain,fshsjlk.cc,2026-08-28,c2,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2092865125552394560,AI generated. C2 domain contacted by the ValleyRAT sample on TCP 8856 and 8868.,AI agent,medium
ip,121.127.253.206,2026-08-28,c2,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2092865125552394560,AI generated. C2 IP address contacted on TCP 8856 and 8868 by the ValleyRAT sample.,AI agent,medium
