ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
file_hash_sha256,b30ffc403371e6f485357d186f5d87b1188a09eeec45be3bb9fe443fbb84057d,2026-09-10,malware,unknown,unknown,ValleyRAT,RAT,https://x.com/tdatwja/status/2097620482115952828,"AI generated. SHA256 of FileReportEx.dll, the ValleyRAT payload side-loaded from the tax-themed IMG image.",AI agent,medium
file_hash_sha256,c09d9caef509f0f6001f1d3e3bb7f71d57aa77b7bfa751e198fe12c317cb77f2,2026-09-10,abusefile,unknown,unknown,ValleyRAT,RAT,https://x.com/tdatwja/status/2097620482115952828,AI generated. SHA256 of the legitimate EXE abused for DLL side-loading in the ValleyRAT malspam.,AI agent,medium
ip,14.128.53.155,2026-09-08,c2,unknown,unknown,ValleyRAT,RAT,https://tria.ge/260908-qc3mlszydx,AI generated. ValleyRAT C2 server observed on TCP 449 and 443 in the sandbox analysis.,AI agent,medium
domain,jp.thkiind.com,2026-09-10,phishing-site,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,AI generated. Domain hosting the fake tax notice download page that delivered the malicious archive.,AI agent,medium
file_hash_sha256,39343a0900616b0aef2f47d40a85e659832369cb5e4f574e4cad14dea87d9d2d,2026-09-10,malware,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,AI generated. SHA256 of the EXE mounted from the VHDX that deploys the abused AskLink RMM client.,AI agent,medium
file_hash_sha256,7b1f39235ee4b3a02520e13a60a211392cdda3bde84b76dd7c69f076a92e0f3a,2026-09-10,related-file,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,AI generated. SHA256 of AskLink.7z dropped under C:\ProgramData during the intrusion.,AI agent,medium
file_hash_sha256,ec50ba2f84c8d29b6da3ddab7ce714c096a1f8100ea97b216514b32ebbc29e0f,2026-09-10,related-file,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,AI generated. SHA256 of an AskLink config.json variant written by the abused RMM client.,AI agent,medium
file_hash_sha256,6599e953a0492ee9ca29fc91684ff1fcaf0893fb09d5b403b14337d7cfbe174a,2026-09-10,related-file,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,AI generated. SHA256 of an AskLink config.json variant written by the abused RMM client.,AI agent,medium
file_hash_sha256,79c133e9ded787d0e70d4a9a30875b5fcb8b4c978b54cd1df123f50b48bdb7ff,2026-09-10,related-file,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,AI generated. SHA256 of an AskLink config.json variant written by the abused RMM client.,AI agent,medium
file_hash_sha256,c136b1467d669a725478a6110ebaaab3cb88a3d389dfa688e06173c066b76fcf,2026-09-10,abusefile,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,AI generated. SHA256 of the legitimate 7-Zip executable dropped as 7za_tmp.exe to unpack the payload.,AI agent,medium
file_hash_sha256,28c26453a022b0cfdcd116863cc2bf3043db1e11ac8b76e68f6c0dcdb6f4594f,2026-09-10,related-file,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,AI generated. SHA256 of del_self.bat used for self-deletion after installation.,AI agent,medium
url,http://2016606.xyz/api/auth.php?action=login,2026-09-10,c2,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,AI generated. Attacker backend login endpoint contacted by the abused RMM deployment.,AI agent,medium
url,http://2016606.xyz/api/note.php?action=save,2026-09-10,c2,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,AI generated. Attacker backend endpoint used to save data during the intrusion.,AI agent,medium
domain,2016606.xyz,2026-09-10,c2,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,AI generated. Domain of the attacker backend server used by the RMM abuse campaign.,AI agent,medium
ip,38.76.203.136,2026-09-10,c2,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,AI generated. IP address resolving to the attacker backend domain of the RMM abuse campaign.,AI agent,medium
ip,154.12.84.136,2026-09-10,c2,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,"AI generated. Server exposing the same Chinese file manager and cloud note interface, confirmed by direct access.",AI agent,medium
ip,192.253.228.154,2026-09-10,c2,unknown,unknown,AskLink,unknown,https://x.com/tdatwja/status/2097614922490454494,"AI generated. Server exposing the same file manager and cloud note interface, identified via Shodan only.",AI agent,medium
file_hash_sha256,d97dae8f8aafa75dd7c13e3b3018cbb3667bb8d990bd4fac1aee54ad492a51e6,2026-09-07,malware,unknown,unknown,VIPKeyLogger,stealer,https://tria.ge/260907-jmmktazvhy,AI generated. SHA256 of the JS downloader delivered in the quotation-themed ZIP attachment.,AI agent,medium
file_hash_sha256,ecfa4410e3885eccaac09553d6b97d30b7ea6c1b5e50a56b600a9fe58e23f9ba,2026-09-10,malware,unknown,unknown,VIPKeyLogger,stealer,https://x.com/tdatwja/status/2097616823273562264,"AI generated. SHA256 of crypted.ps1, the PowerShell stage that loads the keylogger.",AI agent,medium
file_hash_sha256,97cf6ad52723e7701f3ef7ff032ac53a936df68968a3ecf8089d135f60e26cce,2026-09-10,related-file,unknown,unknown,VIPKeyLogger,stealer,https://x.com/tdatwja/status/2097616823273562264,AI generated. SHA256 of the PowerShell ModuleAnalysisCache artifact written during execution.,AI agent,medium
url,https://hosting237141.af91b.netcup.net/wp-includes/sitemaps/rxgoqeb/mrxwi1u/xtlmbae/crypted.ps1,2026-09-10,c2,unknown,unknown,VIPKeyLogger,stealer,https://x.com/tdatwja/status/2097616823273562264,AI generated. Staging URL hosting the PowerShell payload downloaded by the JS dropper.,AI agent,medium
domain,webmail.ckvsb.com.my,2026-09-07,c2,unknown,unknown,VIPKeyLogger,stealer,https://tria.ge/260907-jmmktazvhy,AI generated. SMTP host on port 587 used to exfiltrate stolen data from the keylogger.,AI agent,medium
url,https://share.google/nTLeR766zLGnakZU4,2026-09-10,phishing-site,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2097748082033299462,AI generated. Shortened sharing link used in the lure mail to deliver the malicious archive.,AI agent,medium
file_hash_sha256,453caea753e8f4678bdad616cc5d11b44b23f66694da798f824a76fa27001068,2026-09-10,related-file,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2097748082033299462,AI generated. SHA256 of the delivered ZIP archive containing the side-loading pair.,AI agent,medium
file_hash_sha256,75ad92e2e3ef4194cd3416d373396da89fe890d8c1e881cf479b224c7b9f37b3,2026-09-10,abusefile,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2097748082033299462,AI generated. SHA256 of the legitimate EXE abused for DLL side-loading in this campaign.,AI agent,medium
file_hash_sha256,0e6a49d49d94dc307cf581e8f8987336e38de8c78e5837ceed90a18f1d20b9fa,2026-09-10,malware,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2097748082033299462,"AI generated. SHA256 of AppvIsvSubsystems32.dll, the malicious side-loaded DLL.",AI agent,medium
file_hash_sha256,8c9ae7cb22f43bbdf68b8d7417124c89d9f3d6f33e8ef3966f670264154898c1,2026-09-10,related-file,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2097748082033299462,AI generated. SHA256 of the password protected gfpq.zip written during execution.,AI agent,medium
url,https://www.dropbox.com/scl/fi/9ynwb5sf52y2qtiqf52u1/gfpq.zip,2026-09-10,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2097748082033299462,AI generated. Cloud storage URL abused to host the second stage archive.,AI agent,medium
ip,69.48.228.110,2026-09-10,c2,unknown,unknown,unknown,unknown,https://x.com/bomccss/status/2097748082033299462,AI generated. HTTPS endpoint contacted by the side-loaded DLL after execution.,AI agent,medium
