ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
file_hash_sha256,453333bffdd1850ea2e0647f7c805530b578919978a01b1e2be52d6eb2add946,2026-07-09,malware,unknown,unknown,RedHook,RAT,https://www.group-ib.com/blog/redhook-android-rat-upgraded/,AI generated. SHA256 hash of the RedHook Android RAT sample listed in the primary source's file indicators.,AI agent,medium
url,https://api.3n7wj.com,2026-07-09,c2,unknown,unknown,RedHook,RAT,https://www.group-ib.com/blog/redhook-android-rat-upgraded/,AI generated. REST API C2 endpoint used by RedHook to exfiltrate credentials and device data.,AI agent,medium
domain,api.3n7wj.com,2026-07-09,c2,unknown,unknown,RedHook,RAT,https://www.group-ib.com/blog/redhook-android-rat-upgraded/,AI generated. C2 host used by RedHook for data theft and device management.,AI agent,medium
url,wss://skt.3n7wj.com,2026-07-09,c2,unknown,unknown,RedHook,RAT,https://www.group-ib.com/blog/redhook-android-rat-upgraded/,AI generated. WebSocket C2 endpoint used by RedHook for real-time communication.,AI agent,medium
domain,skt.3n7wj.com,2026-07-09,c2,unknown,unknown,RedHook,RAT,https://www.group-ib.com/blog/redhook-android-rat-upgraded/,AI generated. C2 host used by RedHook for WebSocket-based communication.,AI agent,medium
url,wss://sktv.3n7wj.com,2026-07-09,c2,unknown,unknown,RedHook,RAT,https://www.group-ib.com/blog/redhook-android-rat-upgraded/,AI generated. WebSocket endpoint used by RedHook to stream the infected device's screen in real time.,AI agent,medium
domain,sktv.3n7wj.com,2026-07-09,c2,unknown,unknown,RedHook,RAT,https://www.group-ib.com/blog/redhook-android-rat-upgraded/,AI generated. C2 host used by RedHook for live screen streaming.,AI agent,medium
ip,37.27.122.124,2026-07-11,c2,unknown,unknown,unknown,stealer,https://www.stepsecurity.io/blog/jscrambler-npm-package-publishes-malicious-preinstall-binary,AI generated. IP address contacted directly by the malicious jscrambler preinstall binary.,AI agent,medium
ip,57.128.246.79,2026-07-11,c2,unknown,unknown,unknown,stealer,https://www.stepsecurity.io/blog/jscrambler-npm-package-publishes-malicious-preinstall-binary,AI generated. IP address contacted directly by the malicious jscrambler preinstall binary.,AI agent,medium
file_hash_sha256,fbbcf4d8f98168f78f5c0c47a9ae56d59ec8ac84a7c9ca6b797fedfb8d62d2bd,2026-07-11,malware,unknown,unknown,unknown,stealer,https://www.stepsecurity.io/blog/jscrambler-npm-package-publishes-malicious-preinstall-binary,AI generated. SHA256 hash of the malicious Linux payload bundled in jscrambler 8.14.0.,AI agent,medium
file_hash_sha256,b7ca95d1b23c8e67416a25cedf741de0917c2096bbc9d24649eea7853d054903,2026-07-11,malware,unknown,unknown,unknown,stealer,https://www.stepsecurity.io/blog/jscrambler-npm-package-publishes-malicious-preinstall-binary,AI generated. SHA256 hash of the malicious Windows payload bundled in jscrambler 8.14.0.,AI agent,medium
file_hash_sha256,c8fd47d36bdf7c825378593ab82ed8c24d1dc52e26b507812393e24e1d5201fd,2026-07-11,malware,unknown,unknown,unknown,stealer,https://www.stepsecurity.io/blog/jscrambler-npm-package-publishes-malicious-preinstall-binary,AI generated. SHA256 hash of the malicious macOS payload bundled in jscrambler 8.14.0.,AI agent,medium
ip,37.27.122.124,2026-07-12,c2,unknown,unknown,IronWorm,stealer,https://research.jfrog.com/post/ironworm-returns-rustier-than-ever/,AI generated. C2 or exfiltration IP address observed for the IronWorm malware distributed via jscrambler.,AI agent,medium
ip,57.128.246.79,2026-07-12,c2,unknown,unknown,IronWorm,stealer,https://research.jfrog.com/post/ironworm-returns-rustier-than-ever/,AI generated. C2 or exfiltration IP address observed for the IronWorm malware distributed via jscrambler.,AI agent,medium
file_hash_sha256,a41a523ef9517aab37ed6eea0ec881821bdcb7aefcb5c5f603adc7907f868c86,2026-07-12,malware,unknown,unknown,IronWorm,stealer,https://research.jfrog.com/post/ironworm-returns-rustier-than-ever/,AI generated. SHA256 hash of an IronWorm malware sample listed in the primary source.,AI agent,medium
file_hash_sha256,fbbcf4d8f98168f78f5c0c47a9ae56d59ec8ac84a7c9ca6b797fedfb8d62d2bd,2026-07-12,malware,unknown,unknown,IronWorm,stealer,https://research.jfrog.com/post/ironworm-returns-rustier-than-ever/,AI generated. SHA256 hash of the IronWorm Linux payload listed in the primary source.,AI agent,medium
file_hash_sha256,b7ca95d1b23c8e67416a25cedf741de0917c2096bbc9d24649eea7853d054903,2026-07-12,malware,unknown,unknown,IronWorm,stealer,https://research.jfrog.com/post/ironworm-returns-rustier-than-ever/,AI generated. SHA256 hash of the IronWorm Windows payload listed in the primary source.,AI agent,medium
file_hash_sha256,c8fd47d36bdf7c825378593ab82ed8c24d1dc52e26b507812393e24e1d5201fd,2026-07-12,malware,unknown,unknown,IronWorm,stealer,https://research.jfrog.com/post/ironworm-returns-rustier-than-ever/,AI generated. SHA256 hash of the IronWorm macOS payload listed in the primary source.,AI agent,medium
domain,temp.sh,2026-07-12,c2,unknown,unknown,IronWorm,stealer,https://research.jfrog.com/post/ironworm-returns-rustier-than-ever/,AI generated. Public file-sharing host used by IronWorm to upload stolen data.,AI agent,medium
