ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
domain,caliber-spinner-finishing.ngrok-free.dev,2026-07-07,c2,unknown,unknown,unknown,stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. C2 hostname embedded in fake Paysafe/Skrill/Neteller npm and PyPI packages that exfiltrate credentials.,AI agent,medium
url,https://caliber-spinner-finishing.ngrok-free.dev:443/,2026-07-07,c2,unknown,unknown,unknown,stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. C2 URL used by malicious npm/PyPI packages to exfiltrate stolen credentials and tokens.,AI agent,medium
file_hash_sha256,ce09810adca70ebec87bc455380ef629ceaa2a0d926149d9115604060167682c,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,b2ea8d69f6792a87327ffde2ee4551bb6b99617f53e1ba71bf9a70f45dbc57ea,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,8a70a5c1075f2dea4db94633ddc64b0d03d0385fdeda7c226acc944331febf43,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,c8b4d17c1f0aa7c50f2fa23d7c328482a4ad2c4da4d600f358ebdf200cbefd83,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,9fd06d823d54183cc91625fdc6decffe8db2863f6499a955656ebdcc089792cf,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,615805652b2f006e69512b90d0d63883d7ae1ede69d86384fd77bd46235b2369,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,6dc672e3bab8bcf80c66b2f95150067fb47429d4cf65eb95215e5f3abc7cade5,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,4a4b5c1bc1e948c853cb0978c07c7b8d1540c7b1ded95f8d5ad25c126cb6c7b0,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,9727c804c4354e481d2ff9d4934bd1b2518293a9ca34a14f5c7ae9d0cd30ce94,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,313853a82bce61052c00e6a6af85b5069e007a76122c727f31661bc636b12f14,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,2cbfc4e4b1de5e68ab81fba7e1b0c711b4d26197b48ea4db6819c9cea223b0ed,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,a0313822513f9b89479f666888a4784a3fc99b4cc4566213dcda66b03b47120c,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,3a0dd3479eaf85b65e5abd63d6451f98506faddee47cf4bebd9f91296abb29f0,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,39371ac7061168dd3d890061267b3875bc4b30dca5e28d40dbc27a4396439ff1,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,c51c0b6c7817443b021aff44d4416c09fd039849db81860b9b5144e789fa3987,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,6e251c3d2bde8fff0487c1eecd359c4a544a09fd708755020e4b1c53ad6b8dd1,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,cd7255730b6a7a3895d622d37d0e8f984d2d280689acef56ff195d663e7723ad,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,5c4faef80c83c7ec0925a4aacb4bddabe82b91066ac41305907ba277cd7b3b85,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,50cb7550224d8d227a0625e7f53be86924d8e057e403b6b91b83ea20df834048,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,1bae9f2fb9866422f07345501fa2cb4c3a99f2652c8c9decdc27ffbf9714e7bc,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,1df8c579ffcbf5527b1856bd1774601a5188b380e442c5a0fbd400bd86a4501b,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,b29973eda4d0c090608c15a976688cad0b2114fdc0dcb89ad37515287ba13aad,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,9e9655f54bfac8a937d78ac506722bae1468ead4cc9ee95b35e0f8ef17ee13d9,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,67e4d6a4f53098e48bfa6ecceeaa754592bc249b83404bcfb8542977ae36dac4,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,1bfa32548676d32b7639d3171e2f9feefba5026dc336968c91f4ae2b152c5410,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
file_hash_sha256,2bc8af4bd2f539630f7800f3491b64c7e2bffe12e955d0d4f03a4f6a4b0018bd,2026-07-07,malware,unknown,unknown,unknown (fake Paysafe/Skrill/Neteller SDK),stealer,https://socket.dev/blog/npm-pypi-campaign-typosquats-popular-secure-payment-apps,AI generated. SHA256 of index.js in a malicious npm package impersonating a Paysafe/Skrill/Neteller SDK.,AI agent,medium
