ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
url,https://js.jyzyps.com/js/vnnb.js,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. URL listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
url,https://js.jyzyps.com/js/nb.js,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. URL listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
url,http://vn.mma888.cc/,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. URL listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
url,http://thceshi.healthsave.net,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. URL listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
url,http://www.xxxx.vip,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. URL listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
url,http://spider.xxxx.com,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. URL listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
domain,vip8888vn.xyz,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. Domain listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
domain,b.niupilao.vip,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. Domain listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
domain,vip.niupilao.vip,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. Domain listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
domain,udvyiwvfs.cyou,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. Domain listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
ip,27.124.2.46,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. IP address listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
ip,27.124.2.48,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. IP address listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
ip,27.124.2.52,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. IP address listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
ip,139.180.197.150,2026-08-20,c2,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. IP address listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
file_hash_sha256,008f28989917a9712657de5675fc024b65cb27536734e9b54ea6c3af00ea70f2,2026-08-20,malware,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. SHA256 hash listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
file_hash_sha256,11ccfdfb0dfe782ba0eeabaa8e65619a792f9258476a072b774ef19a5240b944,2026-08-20,malware,UAT-10147,china,unknown,unknown,https://github.com/Cisco-Talos/IOCs/blob/main/2026/08/UAT-10147%20deploys%20SPECTRE.txt,AI generated. SHA256 hash listed in the Cisco Talos IOC file for the UAT-10147 SPECTRE campaign.,AI agent,medium
