ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
file_hash_sha256,6469edd613ceb62dd8e14a75628a6b75fa443ef4311da2b45e805bc7d18afe25,2026-08-11,malware,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2086685233056043119,AI generated. SHA256 of the 7z archive attached to Japanese-language malspam delivering the ValleyRAT chain.,AI agent,medium
file_hash_sha256,f0fdef3caf392f65514f439bbd5e807f9c89f5263d1b7ade0c597c9ed194dc89,2026-08-11,related-file,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2086685233056043119,AI generated. SHA256 of the IMG disk image extracted from the malspam archive.,AI agent,medium
file_hash_sha256,93694473622f770d539263ae211dde4715264b0f23c858ba69796adca76cae35,2026-08-11,abusefile,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2086685233056043119,AI generated. SHA256 of the legitimate NVIDIA Debug Dump executable abused for DLL side-loading and copied as RuntimeBroker.exe.,AI agent,medium
file_hash_sha256,31a3852f210044c5beb96515497f1178cb6549e4390ea4c6a1d8b8a5c9ac9639,2026-08-11,malware,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2086685233056043119,AI generated. SHA256 of the malicious nvml.dll side-loaded by the legitimate NVIDIA binary.,AI agent,medium
file_hash_sha256,2c04749e422e398ee63c6feb23bb015272e0b6ba1b932d4ef6f1a2092a99b650,2026-08-11,related-file,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2086685233056043119,AI generated. SHA256 of the NVML.DAT payload data file used by the side-loaded DLL.,AI agent,medium
file_hash_sha256,0a9644ab19dd41b512987a9a958e409f3b7117a48989d2055ddf08b7c40c4986,2026-08-11,related-file,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2086685233056043119,AI generated. SHA256 of a file dropped under the ProgramData working directory by the ValleyRAT chain.,AI agent,medium
file_hash_sha256,d2cb961f5d100a5bf36cf1f5d280a010d52c2a211193930a1977409eca76ed11,2026-08-11,related-file,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2086685233056043119,AI generated. SHA256 of one representative configuration file dropped under the ProgramData working directory.,AI agent,medium
ip,192.252.180.45,2026-08-11,c2,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2086685233056043119,AI generated. C2 server contacted on TCP/6666 by the ValleyRAT sample.,AI agent,medium
ip,64.81.30.192,2026-08-11,c2,unknown,unknown,ValleyRAT,RAT,https://x.com/bomccss/status/2086685233056043119,AI generated. C2 server contacted on TCP/6666 by the ValleyRAT sample.,AI agent,medium
file_hash_sha256,c19ded65e822bb43ad0381c58abf33b7c8890f7bcc7125058a0c849c7e1a6054,2026-08-07,malware,Storm-1175,cybercrime,StormEncryptor,ransomware,https://bsky.app/profile/threatintel.microsoft.com/post/3msjiybnb252n,AI generated. SHA256 of the StormEncryptor ransomware payload detected as Ransom:Win64/StormEncryptor.,AI agent,medium
url,http://87.120.104.147:8080,2026-08-11,c2,unknown,unknown,Stealc,stealer,https://cybersecuritynews.com/fake-googletranslate-chrome-extension/,AI generated. Attacker-controlled C2 URL of the fake GoogleTranslate Chrome extension campaign.,AI agent,medium
ip,87.120.104.147,2026-08-11,c2,unknown,unknown,Stealc,stealer,https://cybersecuritynews.com/fake-googletranslate-chrome-extension/,AI generated. Attacker-controlled C2 server of the fake GoogleTranslate Chrome extension campaign.,AI agent,medium
url,http://160.20.109.33:80,2026-08-11,c2,unknown,unknown,Stealc,stealer,https://cybersecuritynews.com/fake-googletranslate-chrome-extension/,AI generated. Attacker-controlled C2 URL of the fake GoogleTranslate Chrome extension campaign.,AI agent,medium
ip,160.20.109.33,2026-08-11,c2,unknown,unknown,Stealc,stealer,https://cybersecuritynews.com/fake-googletranslate-chrome-extension/,AI generated. Attacker-controlled C2 server of the fake GoogleTranslate Chrome extension campaign.,AI agent,medium
file_hash_md5,02ebc2356f9f700bbdac444cdefa0da2,2026-08-10,malware,Kimsuky,north-korea,AsyncRAT,RAT,https://www.genians.co.kr/en/blog/threat_intelligence/kimsuky_ai_llm,AI generated. MD5 listed in the IOC section of the Operation GitPower report on Kimsuky.,AI agent,medium
file_hash_md5,0d8ceb7dea7d471afa2f8e753b13d2d6,2026-08-10,malware,Kimsuky,north-korea,AsyncRAT,RAT,https://www.genians.co.kr/en/blog/threat_intelligence/kimsuky_ai_llm,AI generated. MD5 listed in the IOC section of the Operation GitPower report on Kimsuky.,AI agent,medium
file_hash_md5,1f378c0efc13669dada1fe340c6837bd,2026-08-10,malware,Kimsuky,north-korea,AsyncRAT,RAT,https://www.genians.co.kr/en/blog/threat_intelligence/kimsuky_ai_llm,AI generated. MD5 listed in the IOC section of the Operation GitPower report on Kimsuky.,AI agent,medium
file_hash_md5,2669731cb5ff664dfb5fbfc37637876d,2026-08-10,malware,Kimsuky,north-korea,AsyncRAT,RAT,https://www.genians.co.kr/en/blog/threat_intelligence/kimsuky_ai_llm,AI generated. MD5 listed in the IOC section of the Operation GitPower report on Kimsuky.,AI agent,medium
