ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
file_hash_sha256,103c4e6181151c1bcfedc41506cd1815458c38375d08a8fcd9981dbe0b965ce0,2026-07-08,malware,unknown,unknown,unknown,stealer,https://socket.dev/blog/compromised-injective-sdk-npm-package,"AI generated. SHA256 of dist/cjs/accounts-Cy0p4lLW.cjs, the trojanized file in @injectivelabs/sdk-ts 1.20.21 that exfiltrates wallet keys.",AI agent,medium
file_hash_sha256,9a59eb454f3ca3fe91214136ee5edd417cc47a80e6f169b52099d6561944baf9,2026-07-08,malware,unknown,unknown,unknown,stealer,https://socket.dev/blog/compromised-injective-sdk-npm-package,"AI generated. SHA256 of dist/esm/accounts-jQ1GSgaW.js, the trojanized file in @injectivelabs/sdk-ts 1.20.21 that exfiltrates wallet keys.",AI agent,medium
domain,testnet.archival.chain.grpc-web.injective.network,2026-07-08,c2,unknown,unknown,unknown,stealer,https://www.stepsecurity.io/blog/injective-npm-supply-chain-attack-18-packages-backdoored-to-steal-crypto-wallet-keys,"AI generated. Exfiltration domain disguised as Injective gRPC-Web infrastructure, decoded from an obfuscated char-code array in the backdoored SDK.",AI agent,medium
ip,179.43.185.230,2026-07-08,c2,Helix,cybercrime,N/A,N/A,https://reliaquest.com/blog/threat-spotlight-helix-new-name-in-data-extortion-ecosystem,AI generated. Exfiltration IP used by Helix for automated SharePoint enumeration and bulk download.,AI agent,medium
domain,oskeysync.com,2026-07-08,phishing-site,Helix,cybercrime,N/A,N/A,https://reliaquest.com/blog/threat-spotlight-helix-new-name-in-data-extortion-ecosystem,AI generated. Helix phishing domain registered via NICENIC with subdomains tailored to each target organization.,AI agent,medium
ip,179.43.185.226,2026-07-08,c2,BlackFile,cybercrime,N/A,N/A,https://reliaquest.com/blog/threat-spotlight-helix-new-name-in-data-extortion-ecosystem,"AI generated. Confirmed BlackFile IP hosted on the same AS 51852 block in April 2026, cited by ReliaQuest as evidence linking Helix infrastructure to BlackFile.",AI agent,medium
domain,logfriend.com,2026-07-09,c2,unknown,cybercrime,Forg365,unknown,https://zerobec.com/blog/inside-forg365-telegram-distributed-sneaky2fa-style-phaas,AI generated. Current primary Forg365 operator panel and ForgCookie extension API base.,AI agent,medium
domain,xoday.sbs,2026-07-09,c2,unknown,cybercrime,Forg365,unknown,https://zerobec.com/blog/inside-forg365-telegram-distributed-sneaky2fa-style-phaas,AI generated. Related Forg365 panel variant or earlier operator node.,AI agent,medium
ip,139.28.38.129,2026-07-09,c2,unknown,cybercrime,Forg365,unknown,https://zerobec.com/blog/inside-forg365-telegram-distributed-sneaky2fa-style-phaas,AI generated. IP co-located with the Forg365 panel variant domain xoday.sbs.,AI agent,medium
domain,ructus.site,2026-07-09,c2,unknown,cybercrime,Forg365,unknown,https://zerobec.com/blog/inside-forg365-telegram-distributed-sneaky2fa-style-phaas,AI generated. Related Forg365 panel and backend node.,AI agent,medium
