ioc_type,ioc_value,date,category,actor,actor_attribute,malware,malware_type,reference,description,author,confidence
domain,adidas-hiring.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating Adidas hiring or careers page in a fake job interview campaign.,AI agent,medium
domain,mckinsey-careers.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating McKinsey hiring or careers page in a fake job interview campaign.,AI agent,medium
domain,aa-careers.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating American Airlines hiring or careers page in a fake job interview campaign.,AI agent,medium
domain,booking-careers.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating Booking.com hiring or careers page in a fake job interview campaign.,AI agent,medium
domain,jobs-delta.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating Delta Air Lines hiring or careers page in a fake job interview campaign.,AI agent,medium
domain,delta-careers.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating Delta Air Lines hiring or careers page in a fake job interview campaign.,AI agent,medium
domain,unitedairlines-careers.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating United Airlines hiring or careers page in a fake job interview campaign.,AI agent,medium
domain,cocacola-meetings.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating Coca-Cola hiring or careers page in a fake job interview campaign.,AI agent,medium
domain,cocacola-hr.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating Coca-Cola hiring or careers page in a fake job interview campaign.,AI agent,medium
domain,thecocacola-company.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating Coca-Cola hiring or careers page in a fake job interview campaign.,AI agent,medium
domain,cocacola-careerhub.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating Coca-Cola hiring or careers page in a fake job interview campaign.,AI agent,medium
domain,pepsico-jobs.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating PepsiCo hiring or careers page in a fake job interview campaign.,AI agent,medium
domain,redbull-hiring.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating Red Bull hiring or careers page in a fake job interview campaign.,AI agent,medium
domain,hiring-louisvuitton.com,2026-07-05,phishing-site,unknown,unknown,N/A,N/A,https://gist.github.com/BushidoUK/57c38d5ee75481fb237e968a537de778,AI generated. Phishing domain impersonating Louis Vuitton hiring or careers page in a fake job interview campaign.,AI agent,medium
