event_key,date,week,month,event_type,title,summary,source_file,source_url,confidence,needs_review,monthly_followup_candidate
2026-06-23_jp_malspam_formbook,2026-06-23,2026-W26,2026-06,malware_campaign,日本語マルスパムでFormbookが配布,見積依頼を装った日本語マルスパムが確認された。添付ZIPを展開するとPowerShellスクリプト経由でFormbook実行ファイルが起動し、aspnet_compiler.exeへのProcess Hollowingを行う。C2への通信が確認されている。,daily-news/news/2026_04-06/20260623.md,https://x.com/bomccss/status/2068994453759733921,high,false,maybe
2026-06-23_jp_malspam_gh0strat,2026-06-23,2026-W26,2026-06,malware_campaign,日本語マルスパムでGh0stRAT系マルウェアが配布,メールアドレスを件名とする日本語マルスパムで、LimeWireリンク経由のZIPファイルがGh0stRAT系マルウェアを配布する。C2は206.238.196.96:1234。,daily-news/news/2026_04-06/20260623.md,https://x.com/bomccss/status/2068964755776393331,high,false,maybe
2026-06-23_jp_malspam_unknown_malware,2026-06-23,2026-W26,2026-06,malware_campaign,日本語請求書マルスパムで不明マルウェアが配布,「6月度ご請求書」を装った日本語マルスパムが確認された。テンプレート変数の埋め忘れが見られ、リンク経由でEXEファイルを配布する。マルウェアタイプは不明。,daily-news/news/2026_04-06/20260623.md,https://x.com/bomccss/status/2068990126177599582,medium,true,no
2026-06-23_fortibleed_fortigate_credential_theft,2026-06-23,2026-W26,2026-06,security_research,FortiBleedキャンペーン：カスタムFortiGateスニファーで認証情報窃取,SOCRadarが、少なくとも2026年2月から世界43万台超のFortiGateを標的とするFortiBleedキャンペーンを報告した。攻撃者はクレデンシャルスタッフィングやブルートフォースで管理者アクセスを取得後、FortiOSの診断機能を悪用するカスタムツール「FortigateSniffer」で認証トラフィックを窃取した。初期アクセスブローカーとして活動し、ロシア語話者の脅威アクターとの整合が示唆されている。,daily-news/news/2026_04-06/20260623.md,https://www.bleepingcomputer.com/news/security/fortibleed-campaign-used-custom-fortigate-sniffer-to-steal-credentials/,high,false,yes
2026-06-23_autojack_autogen_studio_rce,2026-06-23,2026-W26,2026-06,vulnerability_advisory,Microsoft AutoGen StudioのAutojack脆弱性チェーンでRCEが可能,MicrosoftのAutoGen Studioに、AIエージェントが悪意あるWebページを閲覧するとホスト上で任意コマンドを実行されるAutojack脆弱性チェーンが存在した。問題はPyPI公開前に修正され、autogenstudio 0.4.2.2では修正済み。実際の攻撃は確認されていない。,daily-news/news/2026_04-06/20260623.md,https://www.bleepingcomputer.com/news/security/microsoft-fixes-autogen-studio-flaw-that-enabled-code-execution/,high,false,maybe
2026-06-23_oxloader_castlestealer_campaign,2026-06-23,2026-W26,2026-06,malware_campaign,OXLOADERがCASTLESTEALERを配布するマルバタイジングキャンペーン,Elastic Security Labsが、Node.jsを装うGoogle広告経由でOXLOADERを配布し、最終的にDonutLoader経由でCASTLESTEALERをメモリ内実行するキャンペーンREF8372を発見した。OXLOADERは難読化・自己復号・VM回避機能を持ち、CIS地域を除外することからロシア語話者の金銭目的攻撃者が示唆される。,daily-news/news/2026_04-06/20260623.md,https://www.elastic.co/security-labs/oxloader-malware-loader-infostealer,high,false,maybe
2026-06-23_squidbleed_cve_2026_47729,2026-06-23,2026-W26,2026-06,vulnerability_advisory,Squid ProxyにHeartbleed類似のヒープバッファ過読脆弱性（CVE-2026-47729）,Squid ProxyのFTPディレクトリリスト解析に、内部メモリを漏えいさせるヒープバッファ過読脆弱性CVE-2026-47729が発見された。攻撃者はFTPサーバーを制御し細工したFTP応答で他ユーザーのHTTPリクエストを漏えいさせ得る。修正はSquid v7.6に含まれている。実環境での悪用は確認されていない。,daily-news/news/2026_04-06/20260623.md,https://blog.calif.io/p/squidbleed-cve-2026-47729,high,false,maybe
2026-06-23_dprk_it_worker_employment_fraud,2026-06-23,2026-W26,2026-06,security_research,DPRK国家支援セルが産業規模の雇用詐欺で米国テクノロジー企業に潜入,Nisosの調査により、DPRK国家支援セルが2024年12月から2025年9月の間に22人の工作員で17万件超の求人応募を行い76件の内定を得ていたと判明した。流用した米国人身元情報・AI面接・ラップトップファームを活用してテクノロジー企業に潜入し、体制資金の獲得を目的としていた。,daily-news/news/2026_04-06/20260623.md,https://nisos.com/research/dprk-employment-fraud-operation/,high,false,yes
2026-06-23_libssh2_cve_2026_55200_rce,2026-06-23,2026-W26,2026-06,vulnerability_advisory,libssh2に重大な脆弱性CVE-2026-55200（RCE）とCVE-2026-55199（DoS）,広く使われるSSHライブラリlibssh2に2件の重大脆弱性が発見された。CVE-2026-55200は境界外書き込みによるRCE、CVE-2026-55199は悪意あるSSHサーバーによるDoS。影響はlibssh2 1.11.1以前で、curlを含む多くのソフトウェアの依存関係にも含まれる。実際の悪用は確認されていない。,daily-news/news/2026_04-06/20260623.md,https://cybernews.com/security/libssh2-critical-vulnerability-enables-rce/,high,false,maybe
2026-06-23_steganographic_loader_remcos_rat,2026-06-23,2026-W26,2026-06,malware_campaign,ステガノグラフィを用いる多段ローダーがRemcos RATなどを世界展開,K7の調査で、フィッシングメール添付を入口とするステガノグラフィを使う多段ローダーキャンペーンが確認された。メモリ内実行・ファイルレス手法で検知を回避し、最終ペイロードにRemcos RAT（ほかAgent Tesla・RedLine Stealer・Formbookなども）を世界規模で展開する。,daily-news/news/2026_04-06/20260623.md,https://labs.k7computing.com/index.php/a-multi-stage-steganographic-loader-campaign-deploying-diverse-payloads-globally/,high,false,no
