event_key,date,week,month,event_type,title,summary,source_file,source_url,confidence,needs_review,monthly_followup_candidate
2026-06-27_japanese_malspam_rakuraku_meisai,2026-06-27,2026-W26,2026-06,malware_campaign,日本語マルスパム：楽楽明細を騙る請求書偽装キャンペーン,楽楽明細の電子インボイスを装ったメールで日本語圏ユーザーを標的にしたマルスパムキャンペーン。添付ZIPにはIMGファイルが含まれ、実行ファイルとDLLサイドローディングでマルウェアを展開する。C2として207[.]56[.]119[.]65が確認されている。,daily-news/news/2026_04-06/20260627.md,https://x.com/tdatwja/status/2070472200168280231,high,false,no
2026-06-27_cisco_unified_cm_ssrf_active_exploitation,2026-06-27,2026-W26,2026-06,active_exploitation,Cisco Unified CM SSRF脆弱性CVE-2026-20230がKEV追加・緊急期限設定,CISAはCisco Unified CM ServerのSSRF脆弱性CVE-2026-20230をKEVに追加し、BOD 26-04に基づき米連邦機関に6月28日の緊急対応期限を設定した。未認証でリモートから任意テキストファイル書き込みに悪用されることが観測されている。同時にPTC Windchill/FlexPLMのRCE脆弱性CVE-2026-12569もKEVに追加された。,daily-news/news/2026_04-06/20260627.md,https://www.bleepingcomputer.com/news/security/cisa-sets-urgent-deadline-to-fix-cisco-flaw-exploited-in-attacks/,high,false,yes
2026-06-27_polymarket_supply_chain_crypto_theft,2026-06-27,2026-W26,2026-06,supply_chain,Polymarketサプライチェーン攻撃で顧客300万ドル被害,"サードパーティベンダー侵害によりPolymarketのフロントエンドに悪性スクリプトが注入され、ユーザーが不正な取引承認に誘導された。PeckShieldは約300万ドル相当の暗号資産が盗まれ1,893 ETHに交換されたと報告。Polymarketはバックエンドへの影響はなく被害顧客へ全額補償すると述べた。",daily-news/news/2026_04-06/20260627.md,https://www.bleepingcomputer.com/news/security/polymarket-customers-lose-3-million-in-supply-chain-attack/,high,false,yes
2026-06-27_openai_poisoned_tenant_saas_abuse,2026-06-27,2026-W26,2026-06,cybercrime_trend,OpenAI「Poisoned Tenant」攻撃：正規SaaS招待機能悪用でセキュリティ企業を標的化,攻撃者は正規のOpenAIテナントを作成して実在企業を装い、従業員に組織招待を送る「Poisoned Tenant」攻撃を行った。Push Securityの従業員が「Push Security Inc.」を騙るOpenAI組織への招待を受けており、正規OpenAIメールアドレスから送信されているため検知が難しい。SaaSの正規招待・通知機能を悪用する広範な傾向を示すケースとして報告された。,daily-news/news/2026_04-06/20260627.md,https://www.bleepingcomputer.com/news/security/cybersecurity-firms-targeted-by-fraudulent-openai-organization-invites/,high,false,yes
2026-06-27_poland_sim_swapping_gang_takedown,2026-06-27,2026-W26,2026-06,takedown,ポーランド当局がSIMスワップ犯罪グループ4名を摘発、500万ドル超の暗号資産窃取に関与,ポーランドCBZCはFBI・HSIの支援のもと、SIMスワップ攻撃で暗号資産を窃取した組織的犯罪グループメンバー4名を逮捕した。容疑者らは通信事業者の協力企業・従業員メールに侵入してSIMスワップに必要な情報を取得し、被害者の電話番号・SMSを乗っ取って暗号資産取引所アカウントを支配した。被害額は少なくとも500万ドル規模とされ、資金は分散型金融ネットワークで洗浄された。,daily-news/news/2026_04-06/20260627.md,https://www.bleepingcomputer.com/news/security/poland-busts-sim-swapping-gang-tied-to-millions-in-crypto-theft/,high,false,no
2026-06-27_cl_sta_1062_tinyrct_southeast_asia,2026-06-27,2026-W26,2026-06,malware_campaign,CL-STA-1062が東南アジア政府・重要インフラを標的にTinyRCTバックドアを展開,Unit 42は中国語話者の攻撃クラスターCL-STA-1062（UAT-7237と同一視）が少なくとも2022年から東南アジアの政府機関・エネルギー分野重要インフラを標的に活動していると報告した。TinyRCTは任意コマンド実行・ファイル窃取・スクリーンキャプチャ機能を持つWindows向け.NET RATで、chrome_setup.zipを使ったDLLサイドローディング（AppDomainManager Injection）で展開される。Webシェル・SoftEther VPN・Mimikatzなどの公開ツールも併用されている。,daily-news/news/2026_04-06/20260627.md,https://unit42.paloaltonetworks.com/cl-sta-1062-tinyrct-backdoor/,high,false,yes
2026-06-27_strikeshark_sharkloader_cobalt_strike,2026-06-27,2026-W26,2026-06,malware_campaign,StrikeSharkキャンペーン：SharkLoaderがCobalt Strike Beaconを多国で展開,KasperskyはインドネシアへのAPT調査中に未文書化ローダーSharkLoaderを発見した。Microsoft Exchange・SharePoint・Openfire・GeoServerの脆弱性悪用または偽装ドロッパーで配布され、Cobalt Strike Beaconを展開する。被害はインドネシア・台湾・香港・レバノン・シリア・コロンビアなど複数国に及び、LSASS・NTDSを狙った認証情報窃取・永続化・Active Directory列挙も観測されている。,daily-news/news/2026_04-06/20260627.md,https://securelist.com/strikeshark-campaign/120326/,high,false,yes
2026-06-27_nerc_cip_015_electric_grid_monitoring,2026-06-27,2026-W26,2026-06,security_research,NERC CIP-015：バルク電力システムの内部ネットワーク監視を義務化する新基準,NERC CIP-015はバルク電力システムにおける内部ネットワーク監視を義務付けた初の基準であり、東西トラフィック監視・異常検知・未承認機器特定・迅速な調査体制を求める。OT環境での産業用プロトコルやレガシー機器の課題も指摘され、適用期限は2028年9月から段階的に設定されている。Volt Typhoonなど国家支援型脅威アクターによる重要インフラ攻撃への対応を背景としている。,daily-news/news/2026_04-06/20260627.md,https://www.trendmicro.com/ja_jp/research/26/f/the-attackers-are-already-inside-nerc-cip-015-is-how-the-grid-fights-back.html,medium,false,maybe
2026-06-27_miasma_shai_hulud_immobiliarelabs_npm,2026-06-27,2026-W26,2026-06,supply_chain,Miasma Mini Shai-Hulud：ImmobiliareLabsのnpmパッケージを侵害し開発者・CI/CD認証情報を窃取,Socketは「Miasma Mini Shai-Hulud」サプライチェーン攻撃の新たな波として、@immobiliarelabs配下のGitLab連携・LDAP認証向けBackstageプラグイン複数版に悪性リリースが公開されたことを確認した。悪性パッケージはBun経由で多段ペイロードを実行し、npm・GitHub・GitLab・クラウド・Kubernetes・Docker・SSH認証情報を窃取する。codfish/semantic-release-actionの侵害が上流経路の可能性として示されているが未確認。,daily-news/news/2026_04-06/20260627.md,https://socket.dev/blog/miasma-mini-shai-hulud-hits-immobiliarelabs-npm-packages?utm_medium=feed,high,false,yes
2026-06-27_unc1151_ghostwriter_phishing_belarusian,2026-06-27,2026-W26,2026-06,malware_campaign,UNC1151（GhostWriter）がベラルーシ・ウクライナを標的にGmailフィッシングキャンペーンを展開,ベラルーシの政治家Yury HubarevichがUNC1151によるGmailフィッシングの標的となった。侵害されたウクライナWebサイト経由で偽Googleログインページへリダイレクトし、WebSocket経由でOTP含む認証情報をリアルタイム中継することでMFAを迂回する。Censysの調査でベラルーシ・ウクライナを狙う広範な認証情報窃取キャンペーンと判断され、GoogleやウクライナSNSを模倣する多数のドメインが確認された。,daily-news/news/2026_04-06/20260627.md,https://censys.com/blog/unc1151-phishing-email-campaign/?utm_campaign=Research&utm_source=twitter&utm_medium=social,high,false,yes
