event_key,dimension,raw_value,normalized_value,confidence,note
2026-09-21_npm_indexed_btree_supply_chain_campaign,initial_access,npmパッケージ経由のサプライチェーン,supply_chain,high,悪性npmパッケージの導入が侵入経路
2026-09-21_npm_indexed_btree_supply_chain_campaign,actor_attribution,攻撃者の国籍・組織名は不明,unknown,high,記事に攻撃者の帰属情報なしと明記
2026-09-21_npm_indexed_btree_supply_chain_campaign,product,indexed-btree,indexed_btree,high,中心となる悪性npmパッケージ
2026-09-21_npm_indexed_btree_supply_chain_campaign,product,npm,npm,high,対象パッケージエコシステム
2026-09-21_npm_indexed_btree_supply_chain_campaign,product_class,npmパッケージエコシステム,package_ecosystem,high,
2026-09-21_npm_indexed_btree_supply_chain_campaign,attack_method,悪性npmパッケージ,malicious_package,high,
2026-09-21_npm_indexed_btree_supply_chain_campaign,attack_method,npm v12のインストール時承認機構を回避,defense_evasion,high,インストールスクリプトを使わず実行時に発火
2026-09-21_npm_indexed_btree_supply_chain_campaign,attack_method,端末情報をSlackとTelegramへ送信,data_exfiltration,high,
2026-09-21_npm_indexed_btree_supply_chain_campaign,attack_method,Ethereum SepoliaのスマートコントラクトをC2に利用,c2_communication,high,
2026-09-21_npm_indexed_btree_supply_chain_campaign,attack_method,サプライチェーン侵害,supply_chain_compromise,high,
2026-09-21_openai_codex_sandbox_escape_research,actor_attribution,Accomplish AIのセキュリティ研究者,security_researcher,high,PoCによる研究成果
2026-09-21_openai_codex_sandbox_escape_research,product,OpenAI Codex,openai_codex,high,
2026-09-21_openai_codex_sandbox_escape_research,product,Codex CLI,codex_cli,high,0.149.0で修正
2026-09-21_openai_codex_sandbox_escape_research,product,Codex Desktop,codex_desktop,high,26.818.21641で修正
2026-09-21_openai_codex_sandbox_escape_research,product_class,AIコーディングツール,ai_tool,high,
2026-09-21_openai_codex_sandbox_escape_research,product_class,開発者ツール,developer_tool,medium,CLI/デスクトップの開発支援ツール
2026-09-21_openai_codex_sandbox_escape_research,attack_method,サンドボックス脱出によるホスト上のコマンド実行,remote_code_execution,medium,sandbox_escapeに該当する値がないため近い値を採用
2026-09-21_openai_codex_sandbox_escape_research,attack_method,apply_patchの権限計算を悪用しworkspace-write制限を突破,privilege_escalation,high,
2026-09-21_openai_codex_sandbox_escape_research,attack_method,Node.jsヒープ共有を悪用した認証用トークンの取得,token_theft,high,
2026-09-21_bragjack_ai_browser_agent_hijacking,actor_attribution,セキュリティ研究者Gal Weizman,security_researcher,high,PoCによる研究成果
2026-09-21_bragjack_ai_browser_agent_hijacking,product,Perplexity Comet,perplexity_comet,high,
2026-09-21_bragjack_ai_browser_agent_hijacking,product,Claude in Chrome,claude_in_chrome,high,
2026-09-21_bragjack_ai_browser_agent_hijacking,product,Microsoft Edge,microsoft_edge,high,
2026-09-21_bragjack_ai_browser_agent_hijacking,product,Opera Neon,opera_neon,high,
2026-09-21_bragjack_ai_browser_agent_hijacking,product,Gemini Live (Chrome),gemini_live,high,
2026-09-21_bragjack_ai_browser_agent_hijacking,product_class,ブラウザ拡張機能,browser_extension,high,単一の悪意ある拡張機能が起点
2026-09-21_bragjack_ai_browser_agent_hijacking,product_class,ブラウザ,browser,high,組み込みAIアシスタントを持つブラウザ
2026-09-21_bragjack_ai_browser_agent_hijacking,attack_method,悪意あるブラウザ拡張機能,malicious_extension,high,
2026-09-21_bragjack_ai_browser_agent_hijacking,attack_method,Prompt Forcing,prompt_injection,medium,研究者は通常のプロンプトインジェクションとは異なると説明
2026-09-21_bragjack_ai_browser_agent_hijacking,attack_method,メールを要約して別アドレスへ送信,data_exfiltration,medium,Cometでの実証内容
2026-09-21_shinyhunters_clop_leak_site_breach,actor,ShinyHunters,shinyhunters,high,
2026-09-21_shinyhunters_clop_leak_site_breach,actor_attribution,恐喝グループ,cybercrime,high,
2026-09-21_shinyhunters_clop_leak_site_breach,initial_access,Grav CMSの未認証ファイルアップロード脆弱性を悪用,exploit_public_facing_app,high,公開Torサイトの脆弱性を悪用
2026-09-21_shinyhunters_clop_leak_site_breach,product,Grav CMS,grav_cms,high,
2026-09-21_shinyhunters_clop_leak_site_breach,product_class,CMS,cms,high,
2026-09-21_shinyhunters_clop_leak_site_breach,malware,Clop,clop,medium,被害側のランサムウェアファミリー/集団名
2026-09-21_shinyhunters_clop_leak_site_breach,attack_method,ソースコード・ログ・onion秘密鍵の窃取を主張,data_exfiltration,medium,BleepingComputerは未確認
2026-09-21_shinyhunters_clop_leak_site_breach,crime_trend,窃取データを材料とした恐喝,data_extortion,high,Clopへ72時間以内の連絡を要求
