event_key,dimension,raw_value,normalized_value,confidence,note
2026-09-17_manageengine_rmm_japanese_malspam,initial_access,日本語マルスパム,malspam,high,日本語マルスパムによる配布
2026-09-17_manageengine_rmm_japanese_malspam,product,ManageEngine RMM,manageengine_rmm,high,悪用された正規RMM製品
2026-09-17_manageengine_rmm_japanese_malspam,product_class,ManageEngine RMM,remote_access,high,リモート管理・リモートアクセス基盤
2026-09-17_manageengine_rmm_japanese_malspam,attack_method,156.245.245[.]223:8833への通信,c2_communication,high,C2サーバとポートが記載
2026-09-17_kremlin_forced_browser_extension_campaign,malware,KREMLIN,kremlin,high,本文で名指しされたマルウェア
2026-09-17_kremlin_forced_browser_extension_campaign,malware,AVSync拡張機能,avsync,medium,悪性ブラウザ拡張として記載
2026-09-17_kremlin_forced_browser_extension_campaign,actor_attribution,ブラジルのバンキングマルウェア作戦,cybercrime,high,銀行を装った金銭目的の活動
2026-09-17_kremlin_forced_browser_extension_campaign,initial_access,銀行の領収書や請求書を装ったJavaScript,phishing,medium,文書を装った誘導から開始と記載
2026-09-17_kremlin_forced_browser_extension_campaign,product,Google Chrome,google_chrome,high,対象ブラウザ
2026-09-17_kremlin_forced_browser_extension_campaign,product,Microsoft Edge,microsoft_edge,high,対象ブラウザ
2026-09-17_kremlin_forced_browser_extension_campaign,product_class,Chrome・Edge拡張機能,browser_extension,high,悪性拡張の強制インストール
2026-09-17_kremlin_forced_browser_extension_campaign,attack_method,未承認の拡張機能を強制インストール,malicious_extension,high,悪性拡張の導入
2026-09-17_kremlin_forced_browser_extension_campaign,attack_method,Secure Preferencesの整合性チェック再生成,defense_evasion,high,ブラウザのチェック回避
2026-09-17_kremlin_forced_browser_extension_campaign,attack_method,Cookie・セッショントークン・パスワードの窃取,credential_theft,high,認証情報窃取を明記
2026-09-17_kremlin_forced_browser_extension_campaign,attack_method,タスクスケジューラによる永続化,persistence,high,永続化手法を明記
2026-09-17_aepd_first_ai_agent_data_breach_report,product_class,LLMを利用したAIエージェント,ai_tool,high,AIエージェントが実行主体とされる
2026-09-17_aepd_first_ai_agent_data_breach_report,initial_access,脆弱性を探索してシステムへログイン,unknown,medium,具体的な入口が特定されていない
2026-09-17_aepd_first_ai_agent_data_breach_report,actor_attribution,攻撃者の組織名・国籍・動機は不明,unknown,medium,記事内で帰属不明と明記
2026-09-17_screenconnect_cve_2026_84869_active_exploitation,product,ConnectWise ScreenConnect,connectwise_screenconnect,high,対象製品
2026-09-17_screenconnect_cve_2026_84869_active_exploitation,product_class,ScreenConnect,remote_access,high,リモートサポート製品
