event_key,dimension,raw_value,normalized_value,confidence,note
2026-09-26_valleyrat_japanese_malspam,malware,ValleyRAT,valleyrat,high,
2026-09-26_valleyrat_japanese_malspam,initial_access,入金状況確認を装う日本語マルスパム,malspam,high,件名は振込・支払い関連
2026-09-26_valleyrat_japanese_malspam,attack_method,正規実行ファイルと悪性DLLをProgramData配下に配置,defense_evasion,medium,正規ファイルとDLLの併置
2026-09-26_valleyrat_japanese_malspam,attack_method,hexin.cnや103.42.30.245への通信,c2_communication,high,記事記載の通信先
2026-09-26_kiteworks_zero_day_shutdown_advisory,product,Kiteworks,kiteworks,high,
2026-09-26_shinyhunters_clop_leak_site_grav_exploitation,actor,ShinyHunters,shinyhunters,high,記事に攻撃者として明示
2026-09-26_shinyhunters_clop_leak_site_grav_exploitation,actor_attribution,恐喝グループ／サイバー犯罪系のアクター,cybercrime,high,
2026-09-26_shinyhunters_clop_leak_site_grav_exploitation,product,Grav CMS,grav,high,
2026-09-26_shinyhunters_clop_leak_site_grav_exploitation,product_class,Grav CMS,cms,high,
2026-09-26_shinyhunters_clop_leak_site_grav_exploitation,initial_access,公開Torサイト上のGrav CMSの脆弱性を認証なしで悪用,exploit_public_facing_app,high,
2026-09-26_shinyhunters_clop_leak_site_grav_exploitation,attack_method,ソースコードやTorサービスの秘密鍵を窃取したと主張,data_exfiltration,medium,攻撃者の主張、Clopは否定
2026-09-26_shinyhunters_clop_leak_site_grav_exploitation,crime_trend,窃取データを根拠にClopへ支払いを要求,data_extortion,medium,
2026-09-26_elementor_wordpress_csrf_admin_creation,product,Elementor,elementor,high,
2026-09-26_elementor_wordpress_csrf_admin_creation,product_class,ElementorはWordPressプラグイン,wordpress_plugin,high,
2026-09-26_elementor_wordpress_csrf_admin_creation,attack_method,細工したリンクで管理者アカウントを作成させる,privilege_escalation,medium,管理者アカウント作成に至る
2026-09-26_elementor_wordpress_csrf_admin_creation,attack_method,メールやチャット、コメント経由でリンクを開かせる,social_engineering,medium,
2026-09-26_cisa_kev_sharepoint_wso2_adobe_commerce,product,WSO2,wso2,high,
2026-09-26_cisa_kev_sharepoint_wso2_adobe_commerce,product,Adobe Commerce／Magento,adobe_commerce,high,
2026-09-26_cisa_kev_sharepoint_wso2_adobe_commerce,product,SharePoint,microsoft_sharepoint,high,
2026-09-26_cisa_kev_sharepoint_wso2_adobe_commerce,product,MikroTik RouterOS,mikrotik_routeros,high,
2026-09-26_cisa_kev_sharepoint_wso2_adobe_commerce,product_class,SharePoint,collaboration_platform,high,
2026-09-26_cisa_kev_sharepoint_wso2_adobe_commerce,product_class,MikroTik RouterOS,network_device,high,
2026-09-26_cisa_kev_sharepoint_wso2_adobe_commerce,initial_access,インターネット公開製品の既知悪用脆弱性,exploit_public_facing_app,high,
2026-09-26_cisa_kev_sharepoint_wso2_adobe_commerce,attack_method,WSO2のJWT認証回避、RouterOSの認証前SSH処理の回避,authentication_bypass,high,
2026-09-26_cisa_kev_sharepoint_wso2_adobe_commerce,attack_method,SharePointのCVE-2026-65660はコードインジェクション,code_injection,high,
2026-09-26_rydox_marketplace_admin_guilty_plea,actor,Rydox,rydox,medium,犯罪マーケットプレイスとその運営者
2026-09-26_rydox_marketplace_admin_guilty_plea,actor_attribution,サイバー犯罪マーケットプレイスの運営者,cybercrime,high,
2026-09-26_rydox_marketplace_admin_guilty_plea,crime_trend,盗難認証情報やクレジットカード情報の売買市場,infostealer_market,medium,盗難情報売買モデル
2026-09-26_bitget_crypto_exchange_theft,product,Bitget,bitget,high,
2026-09-26_bitget_crypto_exchange_theft,product_class,暗号資産取引所,cryptocurrency_platform,high,
2026-09-26_bitget_crypto_exchange_theft,initial_access,ウォレット基盤のバックエンドへの侵入方法は調査中,unknown,high,記事で侵入方法が未特定
2026-09-26_bitget_crypto_exchange_theft,attack_method,取引情報を偽装して署名承認処理を起動,spoofing,medium,
2026-09-26_bitget_crypto_exchange_theft,crime_trend,複数チェーンからの暗号資産流出,crypto_theft,high,
2026-09-26_bitget_crypto_exchange_theft,actor_attribution,IP挙動とオンチェーン分析から北朝鮮の攻撃組織と手口が類似,nation_state,low,Bitget側の見解で帰属未確定
2026-09-26_macsync_icloud_calendar_payload_delivery,malware,MacSync,macsync,high,
2026-09-26_macsync_icloud_calendar_payload_delivery,product,公開iCloudカレンダー,icloud_calendar,high,コマンド取得先として悪用
2026-09-26_macsync_icloud_calendar_payload_delivery,product_class,macOS端末を標的,os,medium,
2026-09-26_macsync_icloud_calendar_payload_delivery,initial_access,偽の暗号資産ウォレットや無料・海賊版ソフトを装った配布,drive_by_download,medium,
2026-09-26_macsync_icloud_calendar_payload_delivery,attack_method,iCloudカレンダーの説明欄からコマンドを取得して実行,c2_communication,high,
2026-09-26_macsync_icloud_calendar_payload_delivery,attack_method,ブラウザーの認証情報やCookie、Keychainを窃取,credential_theft,high,
2026-09-26_macsync_icloud_calendar_payload_delivery,attack_method,LaunchAgentなどで永続化,persistence,high,
2026-09-26_macsync_icloud_calendar_payload_delivery,attack_method,遠隔コマンド実行に対応する新たなバックドア,backdoor,high,
2026-09-26_macsync_icloud_calendar_payload_delivery,attack_method,ファイルの送信機能,data_exfiltration,high,
2026-09-26_macsync_icloud_calendar_payload_delivery,attack_method,バックドアがmacOSのFinderを装う,spoofing,medium,
2026-09-26_macsync_icloud_calendar_payload_delivery,crime_trend,ClickFixによる誘導,clickfix,high,
2026-09-26_macsync_icloud_calendar_payload_delivery,crime_trend,偽の暗号資産ウォレットを装い暗号資産ウォレットのデータを狙う,crypto_theft,medium,
2026-09-26_mini_shai_hulud_github_actions_reenabled,malware,Mini Shai-Hulud,mini_shai_hulud,high,
2026-09-26_mini_shai_hulud_github_actions_reenabled,product,actions-cool/issues-helper,actions_cool_issues_helper,high,
2026-09-26_mini_shai_hulud_github_actions_reenabled,product,actions-cool/maintain-one-comment,actions_cool_maintain_one_comment,high,
2026-09-26_mini_shai_hulud_github_actions_reenabled,product_class,GitHub Actionsのワークフロー,ci_cd_platform,high,
2026-09-26_mini_shai_hulud_github_actions_reenabled,initial_access,侵害されたActionのタグ参照経由でコードを取得,supply_chain,high,
2026-09-26_mini_shai_hulud_github_actions_reenabled,attack_method,悪意あるコードを指すタグを参照したワークフローが実行,supply_chain_compromise,high,
2026-09-26_mini_shai_hulud_github_actions_reenabled,attack_method,ワークフローに公開された秘密情報にアクセスし得る,token_theft,medium,秘密情報のローテーションが推奨されている
2026-09-26_pamstealer_wavel_swift_variant,malware,PamStealer,pamstealer,high,
2026-09-26_pamstealer_wavel_swift_variant,product_class,macOS端末を標的,os,medium,
2026-09-26_pamstealer_wavel_swift_variant,initial_access,偽サイトから配布されるDMGの実行,drive_by_download,high,
2026-09-26_pamstealer_wavel_swift_variant,attack_method,偽のmacOS認証画面でパスワードを入力させKeychainやブラウザー情報を収集,credential_theft,high,
2026-09-26_pamstealer_wavel_swift_variant,attack_method,偽の暗号資産ウォレットと偽のmacOS認証画面を装う,spoofing,high,
2026-09-26_pamstealer_wavel_swift_variant,attack_method,LaunchAgent、zsh設定、Gitのグローバルフックで永続化,persistence,high,
2026-09-26_pamstealer_wavel_swift_variant,attack_method,収集情報をアーカイブ化し攻撃者サーバーへアップロード,data_exfiltration,high,
2026-09-26_pamstealer_wavel_swift_variant,attack_method,バックグラウンド項目の通知を妨げる,defense_evasion,high,
2026-09-26_pamstealer_wavel_swift_variant,attack_method,攻撃者サーバーとの鍵交換とペイロード取得,c2_communication,medium,
2026-09-26_pamstealer_wavel_swift_variant,crime_trend,偽の暗号資産ウォレットを装う配布,crypto_theft,medium,
2026-09-26_tweakos_telegram_stealer_ecosystem,malware,TWEAKOS,tweakos,high,
2026-09-26_tweakos_telegram_stealer_ecosystem,product,Discord,discord,high,
2026-09-26_tweakos_telegram_stealer_ecosystem,product,Telegram,telegram,high,
2026-09-26_tweakos_telegram_stealer_ecosystem,product_class,DiscordとTelegramのアカウント・セッションを標的,collaboration_platform,medium,
2026-09-26_tweakos_telegram_stealer_ecosystem,attack_method,Discord関連フォルダーとChromeのLevelDBを調査,credential_theft,high,
2026-09-26_tweakos_telegram_stealer_ecosystem,attack_method,Discordのトークンを検証して窃取,token_theft,high,
2026-09-26_tweakos_telegram_stealer_ecosystem,attack_method,Telegramの認証情報から新しいセッションを作成,session_hijacking,medium,
2026-09-26_tweakos_telegram_stealer_ecosystem,attack_method,スタートアップフォルダーとHKCUのRunキーで永続化,persistence,high,
2026-09-26_tweakos_telegram_stealer_ecosystem,attack_method,窃取データを管理者のチャットへ直接送信,data_exfiltration,high,
2026-09-26_tweakos_telegram_stealer_ecosystem,attack_method,Telegram Bot APIを介した命令と送信,c2_communication,high,
2026-09-26_tweakos_telegram_stealer_ecosystem,crime_trend,盗難アカウントをTelegram Starsで販売,infostealer_market,high,
2026-09-26_tweakos_telegram_stealer_ecosystem,crime_trend,盗難したDiscord・Telegramアカウントの販売と利用,account_takeover,medium,
