event_key,dimension,raw_value,normalized_value,confidence,note
2026-09-10_valleyrat_japanese_malspam,initial_access,日本語マルスパム（国税庁偽装メール）,malspam,high,メール添付による配布
2026-09-10_valleyrat_japanese_malspam,malware,ValleyRAT,valleyrat,high,Markdownにmalware: ValleyRATと記載
2026-09-10_valleyrat_japanese_malspam,attack_method,正規EXEによるDLLサイドローディング,defense_evasion,medium,正規ファイル経由でのDLL実行
2026-09-10_valleyrat_japanese_malspam,attack_method,通信先 14.128.53.155:449/443,c2_communication,high,C2通信先が記載
2026-09-10_rmm_abuse_asklink_malspam,initial_access,課税処分を装うマルスパム,malspam,high,メール件名からのメール配布
2026-09-10_rmm_abuse_asklink_malspam,initial_access,jp.thkiind.com へのリンク誘導,phishing,medium,メール内リンクからのダウンロード誘導
2026-09-10_rmm_abuse_asklink_malspam,malware,RMM悪用(AskLink),asklink,medium,Markdownのmalware欄にRMM悪用(AskLink)と記載
2026-09-10_rmm_abuse_asklink_malspam,product,AskLinkアプリ,asklink,high,悪用された正規RMMアプリ
2026-09-10_rmm_abuse_asklink_malspam,product_class,RMM（リモート管理）アプリ,remote_access,high,RMMアプリの悪用
2026-09-10_rmm_abuse_asklink_malspam,attack_method,2016606.xyz の auth.php / note.php への通信,c2_communication,high,C2通信先が記載
2026-09-10_rmm_abuse_asklink_malspam,attack_method,del_self.bat による自己削除と正規RMM利用,defense_evasion,medium,自己削除バッチの作成
2026-09-10_vipkeylogger_malspam,initial_access,見積依頼を装うマルスパム,malspam,high,メール添付による配布
2026-09-10_vipkeylogger_malspam,malware,VIPKeyLogger,vipkeylogger,high,Markdownにmalware: VIPKeyLoggerと記載
2026-09-10_vipkeylogger_malspam,attack_method,aspnet_compiler.exe への Process Hollowing,process_injection,high,process_treeにProcess Hollowingと記載
2026-09-10_vipkeylogger_malspam,attack_method,Telegram API の sendMessage への送信,data_exfiltration,medium,Telegram経由の情報送信先が記載
2026-09-10_vipkeylogger_malspam,attack_method,netcup配下のURLおよび webmail.ckvsb.com.my への通信,c2_communication,high,通信先が記載
2026-09-10_unknown_malware_sideloading_malspam,initial_access,法務照会を装うマルスパム,malspam,high,メール件名からのメール配布
2026-09-10_unknown_malware_sideloading_malspam,initial_access,share.google のリンクからのダウンロード,phishing,medium,メール内リンクからのダウンロード誘導
2026-09-10_unknown_malware_sideloading_malspam,malware,malware: 不明,unknown,high,Markdownでマルウェアファミリーは不明と記載
2026-09-10_unknown_malware_sideloading_malspam,attack_method,HKCU Run キーへの enrodesk / snexe 登録,persistence,high,レジストリRunキーによる永続化
2026-09-10_unknown_malware_sideloading_malspam,attack_method,正規EXEによるDLLサイドローディング,defense_evasion,medium,正規ファイル経由でのDLL実行
2026-09-10_unknown_malware_sideloading_malspam,attack_method,Dropbox および 69.48.228.110 / 206.245.165.65:56001 への通信,c2_communication,high,通信先が記載
2026-09-10_veradigm_patient_data_breach,actor,The Gentlemen,the_gentlemen,high,攻撃を主張したランサムウェア集団
2026-09-10_veradigm_patient_data_breach,actor_attribution,金銭目的の恐喝を行う日和見的な攻撃者,cybercrime,high,特定国家との関連は記載なし
2026-09-10_veradigm_patient_data_breach,initial_access,第三者ベンダー環境で発生したインシデント,supply_chain,high,ベンダー経由の侵害
