event_key,dimension,raw_value,normalized_value,confidence,note
2026-09-08_vipkeylogger_japanese_malspam,initial_access,日本語マルスパム(見積依頼を装う添付zip),malspam,high,悪性メール添付が入口
2026-09-08_vipkeylogger_japanese_malspam,malware,VIPKeyLogger,vipkeylogger,high,
2026-09-08_vipkeylogger_japanese_malspam,attack_method,キーロガーによる情報窃取,credential_theft,medium,キーロガー型マルウェアと記載
2026-09-08_vipkeylogger_japanese_malspam,attack_method,SMTPおよびTelegram Bot APIをC2利用,c2_communication,high,通信先として明記
2026-09-08_vipkeylogger_japanese_malspam,attack_method,窃取情報をTelegram/SMTPへ送信,data_exfiltration,medium,sendMessageでPC情報送信
2026-09-08_valleyrat_japanese_malspam,initial_access,電子インボイスを装う日本語マルスパム,malspam,high,悪性メール添付が入口
2026-09-08_valleyrat_japanese_malspam,malware,ValleyRAT,valleyrat,high,
2026-09-08_valleyrat_japanese_malspam,attack_method,正規exeと悪性DLLのサイドローディング,defense_evasion,medium,DLLサイドローディング専用値がないため代替
2026-09-08_valleyrat_japanese_malspam,attack_method,202.146.222[.]95:443へのC2通信,c2_communication,high,通信先として明記
2026-09-08_magento_stylesmuggler_zero_day_exploitation,initial_access,インターネット公開Magentoのゼロデイ悪用,exploit_public_facing_app,high,
2026-09-08_magento_stylesmuggler_zero_day_exploitation,product,Magento,magento,high,
2026-09-08_magento_stylesmuggler_zero_day_exploitation,product,Adobe Commerce,adobe_commerce,high,
2026-09-08_magento_stylesmuggler_zero_day_exploitation,product_class,ECプラットフォーム/CMS,cms,high,Magento/Adobe Commerce
2026-09-08_magento_stylesmuggler_zero_day_exploitation,attack_method,テンプレートシステムへのPHPコード注入,code_injection,high,
2026-09-08_magento_stylesmuggler_zero_day_exploitation,attack_method,メール生成時の任意コード実行,remote_code_execution,high,
2026-09-08_magento_stylesmuggler_zero_day_exploitation,attack_method,Rust製Linuxバックドアの設置,backdoor,high,
2026-09-08_magento_stylesmuggler_zero_day_exploitation,attack_method,cronによる30分ごとの永続化,persistence,high,
2026-09-08_magento_stylesmuggler_zero_day_exploitation,attack_method,TLS/WebSocketおよびUDP/123のNTP風C2通信,c2_communication,high,
2026-09-08_magento_stylesmuggler_zero_day_exploitation,attack_method,kworker/fc-cacheへの偽装とNTP風通信での隠蔽,defense_evasion,high,
2026-09-08_bigbear_phaas_m365_mfa_bypass,actor,BigBear 2.0 (PhaaS基盤とアフィリエイト),bigbear,medium,サービス名/キャンペーン名として記載
2026-09-08_bigbear_phaas_m365_mfa_bypass,actor_attribution,金銭目的のPhaaSアフィリエイト,cybercrime,high,
2026-09-08_bigbear_phaas_m365_mfa_bypass,initial_access,Microsoft 365を装うフィッシング,phishing,high,
2026-09-08_bigbear_phaas_m365_mfa_bypass,product,Microsoft 365,microsoft_365,high,
