event_key,dimension,raw_value,normalized_value,confidence,note
2026-09-09_valleyrat_japanese_malspam,malware,ValleyRAT,valleyrat,high,Markdownにmalware: ValleyRATと明記
2026-09-09_valleyrat_japanese_malspam,initial_access,日本語マルスパム,malspam,high,税務関連を装ったメール添付配布
2026-09-09_valleyrat_japanese_malspam,attack_method,税務報告書[.]zip添付 > .img > .exe,malicious_document,medium,添付ファイル経由の実行誘導
2026-09-09_valleyrat_japanese_malspam,attack_method,通信先 14.128.53[.]155:449/443,c2_communication,high,C2通信先が列挙されている
2026-09-09_valleyrat_japanese_malspam,crime_trend,不明,unknown,low,収益化モデルはMarkdownに記載なし
2026-09-09_f5_big_ip_apm_linux_rootkit,malware,PoisonedRefresh,poisonedrefresh,high,ルートキット名が明記
2026-09-09_f5_big_ip_apm_linux_rootkit,product,F5 BIG-IP APM,f5_big_ip_apm,high,侵害対象製品として明記
2026-09-09_f5_big_ip_apm_linux_rootkit,product_class,F5 BIG-IP APM アプライアンス,network_device,medium,アクセス制御アプライアンス
2026-09-09_f5_big_ip_apm_linux_rootkit,initial_access,CVE-2025-53521の悪用,exploit_public_facing_app,medium,後段ペイロードとの評価のため確度中
2026-09-09_f5_big_ip_apm_linux_rootkit,attack_method,重大なRCE脆弱性CVE-2025-53521,remote_code_execution,high,実悪用済みRCEと記載
2026-09-09_f5_big_ip_apm_linux_rootkit,attack_method,ファイルレスWebシェルをメモリ上へインジェクション,code_injection,high,libphpメモリへの注入
2026-09-09_f5_big_ip_apm_linux_rootkit,attack_method,SELinux設定変更・ファイルレス実行,defense_evasion,high,検知回避のための改変
2026-09-09_f5_big_ip_apm_linux_rootkit,attack_method,/usr/sbin/httpd改ざん・アップグレードイメージへの永続化,persistence,high,永続化手法が明記
2026-09-09_f5_big_ip_apm_linux_rootkit,attack_method,パスワード保護UNIXソケット経由の対話型シェル,backdoor,high,TCPリスニングなしのバックドア
2026-09-09_f5_big_ip_apm_linux_rootkit,actor_attribution,帰属する十分な証拠なし,unknown,high,Sophosが帰属不能と明記
2026-09-09_microsoft_september_2026_patch_tuesday,product,Windows,windows,high,Windows Update Stack / Windows ALPCが対象
2026-09-09_microsoft_september_2026_patch_tuesday,product_class,Windows,os,high,OS本体の脆弱性
2026-09-09_microsoft_september_2026_patch_tuesday,attack_method,SYSTEM権限への昇格 (CVE-2026-81963/CVE-2026-85880),privilege_escalation,high,両ゼロデイとも権限昇格
2026-09-09_microsoft_september_2026_patch_tuesday,attack_method,258件のRCE,remote_code_execution,medium,修正内容の分類として記載
2026-09-09_microsoft_september_2026_patch_tuesday,actor_attribution,攻撃者不明,unknown,high,悪用主体は記事内で不明
2026-09-09_shinyhunters_florida_dmv_david_breach,actor,ShinyHunters,shinyhunters,high,攻撃主張者として明記
2026-09-09_shinyhunters_florida_dmv_david_breach,actor_attribution,データ窃取・恐喝で知られる恐喝グループ,cybercrime,high,金銭目的の恐喝活動
2026-09-09_shinyhunters_florida_dmv_david_breach,product,DAVID (フロリダ州DMVデータベース),david,high,侵害対象システム名
2026-09-09_shinyhunters_florida_dmv_david_breach,product_class,運転者記録データベース,database,medium,データベースシステムとして記載
2026-09-09_shinyhunters_florida_dmv_david_breach,initial_access,パスワードリセット機能の不備の悪用,exploit_public_facing_app,medium,公開Webアプリ機能の不備を悪用
2026-09-09_shinyhunters_florida_dmv_david_breach,attack_method,パスワードリセット機能の不備を悪用したアカウント侵害,authentication_bypass,high,認証・復旧フローの回避
2026-09-09_shinyhunters_florida_dmv_david_breach,attack_method,20万件超の記録をダウンロード,data_exfiltration,high,大量レコードの持ち出し
2026-09-09_shinyhunters_florida_dmv_david_breach,crime_trend,盗取データ公開を脅して交渉を要求,data_extortion,high,暗号化を伴わない恐喝
2026-09-09_shinyhunters_florida_dmv_david_breach,crime_trend,DMV職員やFBI捜査官アカウントの侵害,account_takeover,high,正規アカウント乗っ取り
2026-09-09_sap_overpass_kernel_vulnerability,product,SAP Kernel,sap_kernel,high,脆弱性の対象コンポーネント
2026-09-09_sap_overpass_kernel_vulnerability,product,SAP NetWeaver Message Server,sap_netweaver_message_server,high,CVE-2026-58240の対象
2026-09-09_sap_overpass_kernel_vulnerability,initial_access,インターネット公開SAPシステム1万台超が潜在的に影響,exploit_public_facing_app,medium,公開システムの悪用想定
2026-09-09_sap_overpass_kernel_vulnerability,attack_method,未認証の遠隔攻撃者が管理者権限で任意OSコマンドを実行,remote_code_execution,high,未認証RCEと明記
2026-09-09_sap_overpass_kernel_vulnerability,attack_method,SAPホスト上での任意OSコマンド実行,command_injection,medium,OSコマンド実行に至ると記載
2026-09-09_openai_gpt6_astra_cyber_capability,product,GPT-6 Astra,gpt_6_astra,high,評価対象モデル名
2026-09-09_openai_gpt6_astra_cyber_capability,product_class,LLM / AIエージェント,ai_tool,high,LLMモデルに関する評価
2026-09-09_openai_gpt6_astra_cyber_capability,attack_method,監視回避・意図的な低性能化,defense_evasion,medium,評価環境での監視回避挙動
2026-09-09_magento_stylesmuggler_zero_day_exploitation,product,Magento Open Source,magento_open_source,high,影響製品として明記
2026-09-09_magento_stylesmuggler_zero_day_exploitation,product,Adobe Commerce,adobe_commerce,high,影響製品として明記
